都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,種別,住所,方書,緯度,経度,アクセス方法,駐車場情報,電話番号,内線番号,FAX番号,法人番号,団体名,認可等年月日,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,URL,備考
132098,1,東京都,町田市,市立こうさぎ保育園,シリツコウサギホイクエン,認定公立保育所,東京都町田市相原町792,,,,,,042-772-3034,,,,町田市,1951-03-10,96,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,2,東京都,町田市,市立金森保育園,シリツカナモリホイクエン,認定公立保育所,東京都町田市金森東一丁目12-16,,,,,,042-723-3664,,,,町田市,1968-02-01,100,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,3,東京都,町田市,市立大蔵保育園,シリツオオクラホイクエン,認定公立保育所,東京都町田市大蔵町1984,,,,,,042-735-3600,,,,町田市,1970-05-04,120,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,4,東京都,町田市,市立山崎保育園,シリツヤマザキホイクエン,認定公立保育所,東京都町田市山崎一丁目2-14,,,,,,042-792-0155,,,,町田市,1971-05-04,122,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,5,東京都,町田市,市立町田保育園,シリツマチダホイクエン,認定公立保育所,東京都町田市原町田六丁目26-15,,,,,,042-722-2679,,,,町田市,1965-04-30,89,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,6,東京都,町田市,こひつじ保育園,コヒツジホイクエン,認定私立保育所,東京都町田市原町田二丁目-11-5,,,,,,042-722-2672,,,,社会福祉法人こひつじ会,1980-08-20,130,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,7,東京都,町田市,町田ときわ保育園,マチダトキワホイクエン,認定私立保育所,東京都町田市常盤町3465-1,,,,,,042-797-3345,,,,社会福祉法人　悌愛会,1980-07-15,110,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,8,東京都,町田市,つるかわ保育園,ツルカワホイクエン,認定私立保育所,東京都町田市大蔵町2177-2,,,,,,042-735-5562,,,,社会福祉法人　慶松会,1980-10-08,104,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,9,東京都,町田市,小山保育園,オヤマホイクエン,認定私立保育所,東京都町田市小山町954,,,,,,042-797-3042,,,,社会福祉法人　蓮倫会,1964-03-21,140,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,10,東京都,町田市,たかね保育園,タカネホイクエン,認定私立保育所,東京都町田市山崎町2160-4,,,,,,042-791-2705,,,,社会福祉法人　たかね福祉会,1969-04-01,159,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,11,東京都,町田市,小野路保育園,オノジホイクエン,認定私立保育所,東京都町田市小野路町1416,,,,,,042-735-2314,,,,社会福祉法人　香楓会,1970-04-27,106,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,12,東京都,町田市,すみれ保育園,スミレホイクエン,認定私立保育所,東京都町田市木曽東二丁目-8-1,,,,,,042-723-3229,,,,社会福祉法人　紫峰会,1970-04-03,120,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,13,東京都,町田市,木曽保育園,キソホイクエン,認定私立保育所,東京都町田市木曽東四丁目13-7,,,,,,042-792-0361,,,,社会福祉法人　蘭会,1970-10-04,100,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,14,東京都,町田市,草笛保育園,クサブエホイクエン,認定私立保育所,東京都町田市本町田3133-5,,,,,,042-725-2652,,,,社会福祉法人　景行会,1971-02-02,133,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,15,東京都,町田市,ききょう保育園,キキョウホイクエン,認定私立保育所,東京都町田市鶴川一丁目16-7,,,,,,042-735-2242,,,,社会福祉法人　桔梗,1999-03-31,80,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,有,,
132098,16,東京都,町田市,田園保育園,デンエンホイクエン,認定私立保育所,東京都町田市南町田三丁目1-1,,,,,,042-795-1081,,,,社会福祉法人　つくし会,1972-10-17,66,1歳児～小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
132098,17,東京都,町田市,ユニケ保育園,ユニケホイクエン,認定私立保育所,東京都町田市山崎町457,,,,,,042-791-0800,,,,社会福祉法人　ユニケ福祉会,1973-01-10,78,0歳児~小学校就学前,月;火;水;木;金;土,07:00,18:00,,無,,
