四半期,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他用生産財
ウェイト,10000,7213,4803,3785,1018,2410,859.2,1550.8,2787,2770.5,16.5
2018-Q1,95.8,96.8,95.3,93.2,103.0,99.8,110.0,94.1,93.4,92.3,279.2
2018-Q2,98.2,99.9,98.1,97.8,99.5,103.6,117.4,95.9,93.8,92.6,292.3
2018-Q3,106.2,111.1,114.6,117.3,104.3,104.3,121.7,94.6,93.3,92.1,294.8
2018-Q4,111.5,113.1,113.8,112.9,117.1,111.7,122.6,105.7,107.6,106.4,300.9
2019-Q1,110.6,114.9,118.4,123.5,99.5,107.9,124.1,98.9,99.6,99.6,112.8
2019-Q2,103.6,102.1,105.4,107.4,98.1,95.6,105.3,90.2,107.4,107.4,110.4
2019-Q3,103.2,104.4,110.1,113.3,98.6,92.9,89.7,94.6,100.0,100.1,87.8
2019-Q4,103.2,103.5,106.1,106.6,104.1,98.2,100.1,97.1,102.7,102.7,93.4
2020-Q1,103.2,104.8,108.4,116.2,79.4,97.6,110.2,90.6,99.0,99.0,108.2
2020-Q2,94.7,93.7,92.6,88.3,108.3,96.1,105.4,90.9,97.2,97.1,108.4
2020-Q3,106.4,107.4,108.2,108.7,106.5,105.8,98.5,109.9,103.7,103.8,82.1
2020-Q4,108.9,111.5,118.2,123.5,98.5,98.0,85.9,104.7,102.2,102.4,83.5
2021-Q1,98.6,99.9,103.0,106.3,90.6,93.9,92.6,94.6,95.0,95.0,103.4
2021-Q2,103.3,100.9,102.8,106.6,88.4,97.3,87.5,102.8,109.3,109.3,100.8
2021-Q3,100.2,96.8,101.3,104.6,88.7,87.9,85.6,89.1,109.1,109.0,117.1
2021-Q4,99.1,95.9,101.2,105.7,84.2,85.3,83.1,86.5,107.4,107.4,102.5
2022-Q1,100.3,99.3,95.1,97.4,86.6,107.8,95.7,114.6,102.8,102.7,109.5
2022-Q2,106.4,109.5,105.7,110.1,89.3,117.0,106.2,123.1,98.2,98.1,114.5
2022-Q3,94.8,93.3,92.9,94.8,86.0,94.1,80.4,101.7,98.7,98.7,111.7
2022-Q4,115.5,120.0,133.1,144.2,91.9,93.9,79.7,101.8,103.9,103.9,109.0
2023-Q1,101.2,98.8,107.9,113.9,85.8,80.6,75.9,83.3,107.4,107.4,115.0
2023-Q2,98.7,95.6,104.8,106.1,99.8,77.4,71.9,80.5,106.5,106.5,114.3
2023-Q3,97.9,92.8,96.8,99.2,87.8,84.9,63.4,96.8,111.0,110.6,165.6
2023-Q4,91.4,86.4,95.1,95.3,94.1,69.1,60.3,73.9,104.4,104.2,134.5
2024-Q1,85.7,83.9,98.4,98.2,99.3,54.9,68.9,47.1,90.5,90.2,141.6
2024-Q2,103.0,101.7,125.9,131.6,104.9,53.4,63.5,47.8,106.5,106.3,139.4

東京都工業指数 四半期指数（令和２年基準）平成３０年第１四半期～令和６年第２四半期,,,,,,,,,,,
生産者製品在庫指数（特殊分類別、原指数）,,,,,,,,,,,
（注）四半期指数は速報値で公表し、翌月に確報値に修正している。,,,,,,,,,,,
