規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.9,18.7,16.9,141,152.9,124.5,130.8,140.1,118,10.2,12.8,6.5
５人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×,×
５人以上,建設業,19.8,20.1,18.1,170.9,176.3,146.3,151.9,154.8,138.7,19,21.5,7.6
５人以上,製造業,18.5,18.7,17.9,154.1,159.1,142.5,141.9,145.5,133.6,12.2,13.6,8.9
５人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×,×
５人以上,情報通信業,19.1,19.3,18.7,158.4,161,151.3,145.4,147.6,139.5,13,13.4,11.8
５人以上,"運輸業,郵便業",19.3,19.7,17.8,158.8,165.3,134.2,141.8,146.2,125.2,17,19.1,9
５人以上,"卸売業,小売業",18.1,18.7,17.3,140.3,151.2,125.7,132.2,141.2,120.2,8.1,10,5.5
５人以上,"金融業,保険業",19.8,20.2,19.3,159.7,168.6,150,144.3,150,138.1,15.4,18.6,11.9
５人以上,"不動産業,物品賃貸業",18.8,19.5,17.7,151.2,160.3,135.5,139.1,146.3,126.7,12.1,14,8.8
５人以上,"学術研究,専門・技術サービス業",19,19.4,18.3,156,162,144.4,142.1,146.5,133.6,13.9,15.5,10.8
５人以上,"宿泊業,飲食サービス業",14.4,15.5,13.5,99.6,116.9,85.8,92.8,106.4,82,6.8,10.5,3.8
５人以上,"生活関連サービス業,娯楽業",17.4,18.4,16.5,130.8,144.8,117.7,122.8,134.5,111.8,8,10.3,5.9
５人以上,"教育,学習支援業",13.7,14.5,13,99.4,106,93.7,94.5,100.3,89.6,4.9,5.7,4.1
５人以上,"医療,福祉",17.2,18.3,16.8,128.2,143.4,122.2,123.1,136.4,117.9,5.1,7,4.3
５人以上,複合サービス事業,19.3,19.5,18.9,154.8,163.4,140.1,144.2,150.2,133.9,10.6,13.2,6.2
５人以上,サービス業（他に分類されないもの）,18.5,19,17.9,142.4,150.8,131.6,133.9,140.2,125.7,8.5,10.6,5.9
30人以上,調査産業計,18.4,19,17.6,147.5,157.2,133,136,143.2,125.3,11.5,14,7.7
30人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×,×
30人以上,建設業,19.7,20,18,174.2,178,153.4,151,152.5,142.7,23.2,25.5,10.7
30人以上,製造業,18.5,18.7,17.9,156.9,161.3,146.7,143.1,146.1,136.2,13.8,15.2,10.5
30人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,情報通信業,19.1,19.3,18.7,159.1,161.5,152.6,145.4,147.4,140,13.7,14.1,12.6
30人以上,"運輸業,郵便業",19.2,19.7,17.6,159.3,165.8,134.5,141.9,146.3,125.1,17.4,19.5,9.4
30人以上,"卸売業,小売業",18.8,19.3,18.1,148,157.5,133.9,139.3,147.3,127.5,8.7,10.2,6.4
30人以上,"金融業,保険業",19.8,20.3,19.3,160,169.1,150.1,143.6,149.7,137,16.4,19.4,13.1
30人以上,"不動産業,物品賃貸業",19.1,19.7,18.3,154.2,162.6,139.3,140.6,147.2,128.8,13.6,15.4,10.5
30人以上,"学術研究,専門・技術サービス業",19,19.5,18.1,158.9,164.9,146,142.5,147,132.7,16.4,17.9,13.3
30人以上,"宿泊業,飲食サービス業",15.7,16.4,15.2,112.9,128.5,100.8,105.1,116.4,96.3,7.8,12.1,4.5
30人以上,"生活関連サービス業,娯楽業",17.1,18,16.3,130.4,143.1,119.8,120.5,131.2,111.6,9.9,11.9,8.2
30人以上,"教育,学習支援業",14.1,14.9,13.5,104.1,110.5,98.5,99.5,104.8,94.9,4.6,5.7,3.6
30人以上,"医療,福祉",18.2,18.9,17.9,139.4,150.5,134,133.4,142.8,128.8,6,7.7,5.2
30人以上,複合サービス事業,19.4,19.4,19.4,156.8,163.3,137.2,144.4,149.2,129.7,12.4,14.1,7.5
30人以上,サービス業（他に分類されないもの）,18.5,19,18,142.4,151.3,131.8,133.3,139.8,125.6,9.1,11.5,6.2
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年８月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
