規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,456601,541282,319411,412462,483392,297549,379976,32486,44139,57890,21862
100～499人,376230,443055,266141,354773,415051,255470,331580,23193,21457,28004,10671
100人以上,416636,492282,293060,383776,449301,276734,355911,27865,32860,42981,16326
30～99人,300066,363323,222369,288759,352871,210011,271194,17565,11307,10452,12358
５～29人,259802,325105,186821,245643,308008,175945,233666,11977,14159,17097,10876
30人以上,378283,453144,267123,352514,420035,252253,328038,24476,25769,33109,14870
５人以上,342164,417396,239839,319934,388758,226326,299268,20666,22230,28638,13513
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年１月分（確報）,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
