規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7967446,4559271,3408175,128742,62901,65841,123938,64124,59814,7972250,4558048,3414202,26.6,15.7,41.2
５人以上,"鉱業,採石業,砂利採取業",1371,1053,318,29,25,4,30,24,6,1370,1054,316,－,－,－
５人以上,建設業,350628,284173,66455,2210,1998,212,2255,1937,318,350583,284234,66349,4.3,2.3,12.5
５人以上,製造業,567156,395468,171688,4627,2869,1758,6499,3921,2578,565284,394416,170868,8.8,3.3,21.6
５人以上,電気・ガス・熱供給・水道業,31365,26288,5077,515,366,149,714,697,17,31166,25957,5209,1.9,1.4,4.1
５人以上,情報通信業,807304,584996,222308,8020,5519,2501,12074,8746,3328,803250,581769,221481,4.4,2,10.7
５人以上,"運輸業,郵便業",459464,359624,99840,5344,3435,1909,5960,3430,2530,458848,359629,99219,14,10.2,27.8
５人以上,"卸売業,小売業",1663769,950229,713540,21861,9716,12145,24072,12658,11414,1661558,947287,714271,29.1,16.4,45.9
５人以上,"金融業,保険業",396794,204128,192666,2951,1232,1719,3935,1945,1990,395810,203415,192395,7,2,12.3
５人以上,"不動産業,物品賃貸業",212208,132290,79918,2300,1229,1071,2945,1998,947,211563,131521,80042,15.7,8,28.3
５人以上,"学術研究,専門・技術サービス業",387792,253896,133896,4547,3285,1262,2551,1573,978,389788,255608,134180,8.9,4.4,17.4
５人以上,"宿泊業,飲食サービス業",689750,301903,387847,32347,14665,17682,24234,11245,12989,697863,305323,392540,80,69.4,88.2
５人以上,"生活関連サービス業,娯楽業",236341,107905,128436,6321,3595,2726,4456,1613,2843,238206,109887,128319,45.7,38.9,51.5
５人以上,"教育,学習支援業",424179,192761,231418,5803,2222,3581,5247,1009,4238,424735,193974,230761,36.3,30.5,41.2
５人以上,"医療,福祉",739436,200025,539411,11175,3215,7960,8325,2791,5534,742286,200449,541837,36,23.3,40.7
５人以上,複合サービス事業,37904,23206,14698,565,129,436,513,119,394,37956,23216,14740,20,7.9,39.1
５人以上,サービス業（他に分類されないもの）,961985,541326,420659,20127,9401,10726,20128,10418,9710,961984,540309,421675,29.3,19.3,42
30人以上,調査産業計,5535012,3293772,2241240,70044,37196,32848,75612,41459,34153,5529444,3289509,2239935,20.1,10.9,33.5
30人以上,"鉱業,採石業,砂利採取業",1371,1053,318,29,25,4,30,24,6,1370,1054,316,－,－,－
30人以上,建設業,223704,185827,37877,771,673,98,1020,902,118,223455,185598,37857,2.7,1.5,8.9
30人以上,製造業,416736,288556,128180,3553,2193,1360,5242,3163,2079,415047,287586,127461,7.2,2.2,18.4
30人以上,電気・ガス・熱供給・水道業,28440,23788,4652,515,366,149,608,591,17,28347,23563,4784,1.7,1.4,3.3
30人以上,情報通信業,705913,515989,189924,6853,4829,2024,10796,7930,2866,701970,512888,189082,3.2,1.2,8.7
30人以上,"運輸業,郵便業",387886,303626,84260,4904,2995,1909,4827,2742,2085,387963,303879,84084,14,11.1,24.6
30人以上,"卸売業,小売業",1028254,615101,413153,8023,4861,3162,9780,6278,3502,1026497,613684,412813,21.3,9.1,39.5
30人以上,"金融業,保険業",325913,167595,158318,2328,1107,1221,3221,1794,1427,325020,166908,158112,7.6,2.1,13.4
30人以上,"不動産業,物品賃貸業",140371,88831,51540,1082,506,576,1245,673,572,140208,88664,51544,11.9,6.9,20.5
30人以上,"学術研究,専門・技術サービス業",280749,191789,88960,2787,2063,724,2010,1260,750,281526,192592,88934,8.2,4.3,16.6
30人以上,"宿泊業,飲食サービス業",227091,98591,128500,7304,3507,3797,7622,3866,3756,226773,98232,128541,68.5,56,78.1
30人以上,"生活関連サービス業,娯楽業",126778,52355,74423,3735,2267,1468,2373,1056,1317,128140,53566,74574,44.2,37.6,48.9
30人以上,"教育,学習支援業",330225,154926,175299,4335,1336,2999,3638,537,3101,330922,155725,175197,31.5,25,37.4
30人以上,"医療,福祉",475053,148983,326070,5150,1890,3260,4316,1498,2818,475887,149375,326512,28.9,19,33.5
30人以上,複合サービス事業,24647,17964,6683,433,129,304,349,119,230,24731,17974,6757,17.1,7.7,42.4
30人以上,サービス業（他に分類されないもの）,811881,438798,373083,18242,8449,9793,18535,9026,9509,811588,438221,373367,31.3,20.8,43.5
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年１２月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
