規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,18.1,150.9,137.9,13,12.7,76.5,73.8,2.7
５人以上,建設業,18.1,157.1,139.5,17.6,14.3,90.3,89.7,0.6
５人以上,製造業,17.3,145.2,133.7,11.5,14.1,93.3,90.6,2.7
５人以上,電気・ガス・熱供給・水道業,16.9,143.1,132.5,10.6,14,120.4,119.1,1.3
５人以上,情報通信業,17.7,149.7,134.8,14.9,12.4,88.4,84.7,3.7
５人以上,"運輸業,郵便業",19,162.2,144.6,17.6,13.9,101.8,89.3,12.5
５人以上,"卸売業,小売業",18.2,151.4,141,10.4,13.9,85.5,82.3,3.2
５人以上,"金融業,保険業",17.8,149.1,132.7,16.4,14.3,93.3,92.4,0.9
５人以上,"不動産業,物品賃貸業",18.2,153.4,138.9,14.5,13.6,79.4,77.3,2.1
５人以上,"学術研究,専門・技術サービス業",17.1,141.1,127.9,13.2,12.6,87.2,84.7,2.5
５人以上,"宿泊業,飲食サービス業",20.9,186.3,165,21.3,12.3,73.7,70.9,2.8
５人以上,"生活関連サービス業,娯楽業",19.3,159.2,147.2,12,12.8,82.5,81.6,0.9
５人以上,"教育,学習支援業",18,139.6,132.1,7.5,8.9,45.7,44.9,0.8
５人以上,"医療,福祉",18.3,145.8,138.3,7.5,11.8,61,59.6,1.4
５人以上,複合サービス事業,16.7,134.7,126.2,8.5,16.4,112.7,111.5,1.2
５人以上,サービス業（他に分類されないもの）,18.4,151.9,139.3,12.6,13.8,81.8,79.4,2.4
30人以上,調査産業計,18,150.2,136.6,13.6,13.2,79.4,76.6,2.8
30人以上,建設業,17.8,157.5,137.8,19.7,14.7,97.4,95.9,1.5
30人以上,製造業,17.4,146.5,133.9,12.6,13.7,91.7,89,2.7
30人以上,電気・ガス・熱供給・水道業,16.9,143.1,132.5,10.6,14,120.4,119.1,1.3
30人以上,情報通信業,17.7,150.2,134.3,15.9,12.5,88.2,85.6,2.6
30人以上,"運輸業,郵便業",18.9,161.9,145.2,16.7,13.7,108.8,93.4,15.4
30人以上,"卸売業,小売業",18.2,151,140.5,10.5,15.4,94.9,91.9,3
30人以上,"金融業,保険業",17.7,148.7,131.1,17.6,13.9,89.5,88.6,0.9
30人以上,"不動産業,物品賃貸業",17.9,149.5,135.3,14.2,14.6,79.3,77.9,1.4
30人以上,"学術研究,専門・技術サービス業",17,141.3,126.6,14.7,11.9,86.3,82.6,3.7
30人以上,"宿泊業,飲食サービス業",19.9,173.3,153,20.3,13.1,76.1,73.7,2.4
30人以上,"生活関連サービス業,娯楽業",18.5,155.7,140.2,15.5,12.5,81.9,80.6,1.3
30人以上,"教育,学習支援業",18,137,130.9,6.1,8,41.4,41.1,0.3
30人以上,"医療,福祉",18.6,147.3,139,8.3,12.8,64.5,62.8,1.7
30人以上,複合サービス事業,17.5,135,127,8,17.5,116,116,－
30人以上,サービス業（他に分類されないもの）,18.3,152.3,139.2,13.1,14.3,85.2,82.4,2.8
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年１月分（暫定版）,,,,,,,,,
第６表  産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
