事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,TL 調査産業計,平成25,2013,年平均,5501060,84193,84192,5501323,1669564,65303,62810,1671794
５人以上,TL 調査産業計,平成26,2014,年平均,5541000,85028,80451,5546324,1719719,68320,63269,1724024
５人以上,TL 調査産業計,平成27,2015,年平均,5490782,89544,87908,5493751,1776213,73910,71245,1777544
５人以上,TL 調査産業計,平成28,2016,年平均,5542746,94242,87022,5550621,1819125,78587,75157,1821900
５人以上,TL 調査産業計,平成29,2017,年平均,5626001,95641,89650,5632639,1859855,80816,77003,1863021
５人以上,TL 調査産業計,平成30,2018,年平均,5862493,96940,94894,5865943,2103912,83058,82494,2103072
５人以上,TL 調査産業計,平成30,2018,1月,5833019,66212,74427,5835070,2137368,51632,60792,2117942
５人以上,TL 調査産業計,平成30,2018,2月,5785351,63121,70635,5778318,2127957,68890,65896,2130470
５人以上,TL 調査産業計,平成30,2018,3月,5773987,75824,88517,5764217,2134801,77382,104615,2104645
５人以上,TL 調査産業計,平成30,2018,4月,5754768,364327,229700,5889301,2123605,136588,157730,2102557
５人以上,TL 調査産業計,平成30,2018,5月,5923392,99878,89635,5934270,2077847,106941,102838,2081315
５人以上,TL 調査産業計,平成30,2018,6月,5959853,71865,88738,5943866,2055731,87438,69103,2073180
５人以上,TL 調査産業計,平成30,2018,7月,5910215,78652,99428,5889918,2096161,76703,61913,2110472
５人以上,TL 調査産業計,平成30,2018,8月,5909239,56475,72463,5892487,2101046,77917,81041,2098686
５人以上,TL 調査産業計,平成30,2018,9月,5889414,71031,77870,5883318,2101759,71003,74068,2097951
５人以上,TL 調査産業計,平成30,2018,10月,5868115,98320,112822,5854542,2106612,88388,88109,2105962
５人以上,TL 調査産業計,平成30,2018,11月,5878233,64404,68133,5874885,2080932,78247,66238,2092560
５人以上,TL 調査産業計,平成30,2018,12月,5864326,53175,66355,5851137,2103120,75567,57583,2121113
５人以上,"C 鉱業,採石業,砂利採取業",平成25,2013,年平均,1690,27,24,1693,37,0,0,37
５人以上,"C 鉱業,採石業,砂利採取業",平成26,2014,年平均,1856,36,29,1862,50,0,0,51
５人以上,"C 鉱業,採石業,砂利採取業",平成27,2015,年平均,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成28,2016,年平均,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,1391,31,35,1388,1,0,0,1
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,1月,1418,15,42,1391,3,0,0,3
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,2月,1391,16,54,1353,3,0,0,3
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,3月,1353,43,34,1362,3,0,0,3
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,4月,1362,90,40,1412,3,0,0,3
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,5月,1412,29,26,1415,3,0,0,3
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,7月,1405,35,43,1397,－,1,0,1
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,8月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,9月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,10月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,11月,1378,38,45,1371,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,12月,1371,29,30,1370,－,－,－,－
５人以上,D 建設業,平成25,2013,年平均,330636,3717,3931,330420,10595,434,363,10668
５人以上,D 建設業,平成26,2014,年平均,327363,3889,3677,327573,14220,377,368,14231
５人以上,D 建設業,平成27,2015,年平均,334675,4078,3752,335030,8456,325,255,8496
５人以上,D 建設業,平成28,2016,年平均,337910,3847,3490,338326,8249,302,384,8107
５人以上,D 建設業,平成29,2017,年平均,339857,3686,3305,340217,10382,291,286,10408
５人以上,D 建設業,平成30,2018,年平均,332388,3462,3407,332466,14800,473,378,14874
５人以上,D 建設業,平成30,2018,1月,332707,837,4235,329466,16073,590,90,16416
５人以上,D 建設業,平成30,2018,2月,329448,1072,2673,327848,16434,820,5,17248
５人以上,D 建設業,平成30,2018,3月,328252,2667,3980,327040,16844,356,956,16143
５人以上,D 建設業,平成30,2018,4月,327275,11715,8460,330528,15908,340,683,15567
５人以上,D 建設業,平成30,2018,5月,333180,3080,3312,332922,12915,238,514,12665
５人以上,D 建設業,平成30,2018,6月,332122,2074,2894,331302,13465,1012,350,14127
５人以上,D 建設業,平成30,2018,7月,332195,5604,3012,334788,13234,428,347,13314
５人以上,D 建設業,平成30,2018,8月,334503,1321,2567,333258,13599,263,121,13740
