規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,512815,594546,385810,425601,500310,309507,390434,35167,87214,94236,76303
100～499人,406860,473644,297999,363888,423404,266875,337695,26193,42972,50240,31124
100人以上,459777,533469,342500,394709,461459,288480,364034,30675,65068,72010,54020
30～99人,323113,394151,231334,304447,372033,217128,283898,20549,18666,22118,14206
５～29人,272655,345123,193452,252793,317603,181959,240969,11824,19862,27520,11493
30人以上,416090,491488,303930,365855,434512,263724,338417,27438,50235,56976,40206
５人以上,372346,450941,266062,331374,402125,235698,308698,22676,40972,48816,30364
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年１１月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
