事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,TL 調査産業計,平成25,2013,年平均,463833,556788,308114,363982,432028,249990,335218,28764,99851,124760,58124
30人以上,TL 調査産業計,平成26,2014,年平均,468699,564806,312570,365203,435060,251717,335667,29536,103496,129746,60853
30人以上,TL 調査産業計,平成27,2015,年平均,458192,549979,311825,358963,425830,252333,332078,26885,99229,124149,59492
30人以上,TL 調査産業計,平成28,2016,年平均,458920,552858,311408,357892,425875,251136,331488,26404,101028,126983,60272
30人以上,TL 調査産業計,平成29,2017,年平均,462436,556518,317098,359255,427232,254244,333689,25566,103181,129286,62854
30人以上,TL 調査産業計,平成30,2018,年平均,467598,563389,325098,361009,428750,260237,335576,25433,106589,134639,64861
30人以上,TL 調査産業計,平成30,2018,1月,378283,453144,267123,352514,420035,252253,328038,24476,25769,33109,14870
30人以上,TL 調査産業計,平成30,2018,2月,368156,437506,264901,353795,420917,253858,329437,24358,14361,16589,11043
30人以上,TL 調査産業計,平成30,2018,3月,429160,508774,309622,360438,428321,258514,334442,25996,68722,80453,51108
30人以上,TL 調査産業計,平成30,2018,4月,389854,464446,278458,364605,432630,263016,337748,26857,25249,31816,15442
30人以上,TL 調査産業計,平成30,2018,5月,409056,491935,283252,359423,424544,260575,333785,25638,49633,67391,22677
30人以上,TL 調査産業計,平成30,2018,6月,736416,905342,484744,361494,428554,261585,335520,25974,374922,476788,223159
30人以上,TL 調査産業計,平成30,2018,7月,510989,623479,344564,361695,428922,262235,336629,25066,149294,194557,82329
30人以上,TL 調査産業計,平成30,2018,8月,372927,443149,268241,361081,427930,261422,336443,24638,11846,15219,6819
30人以上,TL 調査産業計,平成30,2018,9月,380323,453193,272474,363046,431618,261557,339582,23464,17277,21575,10917
