規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,18.9,19.3,18.3,154.6,160.9,144.8,141.7,146.1,134.9,12.9,14.8,9.9
100～499人,18.5,18.9,17.9,148.7,156.8,135.7,137.1,142.8,127.9,11.6,14,7.8
100人以上,18.7,19.1,18.1,151.6,158.8,140.2,139.4,144.4,131.4,12.2,14.4,8.8
30～99人,17.9,18.9,16.6,138.8,153.9,119.3,128.9,140.6,113.7,9.9,13.3,5.6
５～29人,16.7,17.9,15.4,125.9,141.7,108.1,118.8,132,104,7.1,9.7,4.1
30人以上,18.4,19,17.6,147.5,157.2,133,136,143.2,125.3,11.5,14,7.7
５人以上,17.9,18.7,16.9,141,152.9,124.5,130.8,140.1,118,10.2,12.8,6.5
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年８月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
