規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8010285,4619653,3390632,134392,64635,69757,153504,72594,80910,7991173,4611694,3379479,26.3,15.7,40.7
５人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
５人以上,建設業,348102,285533,62569,1584,1467,117,2688,2171,517,346998,284829,62169,4,2.2,12
５人以上,製造業,574360,400307,174053,5575,3680,1895,3875,2894,981,576060,401093,174967,8.4,3.1,20.5
５人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
５人以上,情報通信業,812969,589500,223469,9742,6704,3038,11127,7351,3776,811584,588853,222731,4.3,2.3,9.7
５人以上,"運輸業,郵便業",466013,369130,96883,5447,3775,1672,7516,4664,2852,463944,368241,95703,14.5,11.4,26.3
５人以上,"卸売業,小売業",1666077,954465,711612,21254,9098,12156,23738,10971,12767,1663593,952592,711001,28.1,15.7,44.6
５人以上,"金融業,保険業",398117,207111,191006,3998,2217,1781,5121,2841,2280,396994,206487,190507,7,2,12.3
５人以上,"不動産業,物品賃貸業",214638,136337,78301,3225,1814,1411,2953,1583,1370,214910,136568,78342,14.3,8.2,24.9
５人以上,"学術研究,専門・技術サービス業",388001,256167,131834,3369,2030,1339,4452,2136,2316,386918,256061,130857,8.3,3.9,16.9
５人以上,"宿泊業,飲食サービス業",690421,303872,386549,33537,14156,19381,33564,14876,18688,690394,303152,387242,79.7,68.6,88.4
５人以上,"生活関連サービス業,娯楽業",236127,114853,121274,6955,1997,4958,5472,2458,3014,237610,114392,123218,46.1,36.9,54.6
５人以上,"教育,学習支援業",423505,193225,230280,5769,1561,4208,15482,5023,10459,413792,189763,224029,36.3,29.5,42.1
５人以上,"医療,福祉",744793,210012,534781,7999,2190,5809,12217,3697,8520,740575,208505,532070,36.3,25.8,40.4
５人以上,複合サービス事業,37302,23546,13756,489,90,399,470,133,337,37321,23503,13818,15.9,5,34.6
５人以上,サービス業（他に分類されないもの）,976462,547703,428759,25388,13825,11563,24533,11580,12953,977317,549948,427369,29.8,20.2,42.2
30人以上,調査産業計,5575149,3334046,2241103,76751,40125,36626,93603,44608,48995,5558297,3329563,2228734,19.9,11,33.3
30人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,建設業,222371,187931,34440,811,694,117,1330,1218,112,221852,187407,34445,2.5,1.3,9.3
30人以上,製造業,423505,295155,128350,3836,2624,1212,2874,2114,760,424467,295665,128802,6.4,2,16.5
30人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,情報通信業,710088,518380,191708,7818,5318,2500,8304,4921,3383,709602,518777,190825,3.3,1.5,8.2
30人以上,"運輸業,郵便業",392994,311522,81472,4221,3260,961,6156,3734,2422,391059,311048,80011,14.4,12.3,22.5
30人以上,"卸売業,小売業",1035910,614927,420983,8643,4227,4416,12616,7380,5236,1031937,611774,420163,20.7,8.6,38.3
30人以上,"金融業,保険業",327257,170235,157022,3039,1892,1147,3940,2402,1538,326356,169725,156631,7.2,1.8,13.1
30人以上,"不動産業,物品賃貸業",141036,90216,50820,1257,691,566,1413,815,598,140880,90092,50788,11.7,7.2,19.8
30人以上,"学術研究,専門・技術サービス業",280576,192513,88063,2452,1601,851,3026,1847,1179,280002,192267,87735,7.8,3.6,17.1
30人以上,"宿泊業,飲食サービス業",225291,98256,127035,10909,4415,6494,8665,3180,5485,227535,99491,128044,68.4,55.2,78.6
30人以上,"生活関連サービス業,娯楽業",126453,57384,69069,2202,773,1429,2755,1079,1676,125900,57078,68822,44.8,36.5,51.7
30人以上,"教育,学習支援業",330109,154359,175750,4250,905,3345,13791,3987,9804,320568,151277,169291,31.1,22.9,38.4
30人以上,"医療,福祉",478908,156197,322711,3906,1248,2658,6373,2107,4266,476441,155338,321103,29.7,21.7,33.5
30人以上,複合サービス事業,24576,18510,6066,145,57,88,76,33,43,24645,18534,6111,12.3,4.5,35.7
30人以上,サービス業（他に分類されないもの）,826093,443484,382609,23201,12389,10812,22084,9623,12461,827210,446250,380960,31.8,21.9,43.3
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年８月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
