事業所規模,産業,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,TL 調査産業計,平成25,2013,年平均,18.4,19.1,17.3,146.2,158.2,127.9,134.1,143.1,120.4,12.1,15.1,7.5
５人以上,TL 調査産業計,平成26,2014,年平均,18.2,19,17.2,145.2,157.5,127,132.9,142.2,119.3,12.3,15.3,7.7
５人以上,TL 調査産業計,平成27,2015,年平均,18.1,18.8,17,144.2,156.9,125.5,132.2,141.7,118.2,12,15.2,7.3
５人以上,TL 調査産業計,平成28,2016,年平均,18.1,18.8,17,143.2,155.7,125.1,131.8,141.3,118,11.4,14.4,7.1
５人以上,TL 調査産業計,平成29,2017,年平均,18,18.8,16.9,143,156,124.7,131.7,141.5,117.8,11.3,14.5,6.9
５人以上,TL 調査産業計,平成30,2018,年平均,17.9,18.7,16.8,141.1,153.6,124.1,130.2,139.9,117,10.9,13.7,7.1
５人以上,TL 調査産業計,平成30,2018,1月,16.7,17.5,15.7,131.9,143.6,116,121.6,130.6,109.3,10.3,13,6.7
５人以上,TL 調査産業計,平成30,2018,2月,17.2,18.1,16.1,136.2,148.7,119.1,125.5,135.1,112.3,10.7,13.6,6.8
５人以上,TL 調査産業計,平成30,2018,3月,17.9,18.8,16.7,141.9,155,124.1,130.4,140.5,116.6,11.5,14.5,7.5
５人以上,TL 調査産業計,平成30,2018,4月,18.2,19,17,144.1,156.9,126.7,132.6,142.5,119.1,11.5,14.4,7.6
５人以上,TL 調査産業計,平成30,2018,5月,17.9,18.6,16.9,140.9,152.5,125,129.9,138.7,117.8,11,13.8,7.2
５人以上,TL 調査産業計,平成30,2018,6月,18.7,19.5,17.6,147.1,159.6,129.9,135.9,145.6,122.7,11.2,14,7.2
５人以上,TL 調査産業計,平成30,2018,7月,18.4,19.3,17.2,144.8,157.7,127.4,134.1,144.3,120.3,10.7,13.4,7.1
５人以上,TL 調査産業計,平成30,2018,8月,17.9,18.7,16.9,141,152.9,124.5,130.8,140.1,118,10.2,12.8,6.5
５人以上,TL 調査産業計,平成30,2018,9月,17.3,18.1,16.3,136.2,148.3,119.9,125.9,135.2,113.4,10.3,13.1,6.5
５人以上,TL 調査産業計,平成30,2018,10月,18.1,19,17,142.7,155.4,125.6,131.8,141.7,118.4,10.9,13.7,7.2
５人以上,TL 調査産業計,平成30,2018,11月,18.7,19.6,17.4,147.1,160.8,128.7,135.7,146.4,121.3,11.4,14.4,7.4
５人以上,TL 調査産業計,平成30,2018,12月,17.6,18.4,16.4,138.3,151.2,121.4,127.5,137.5,114.3,10.8,13.7,7.1
５人以上,"C 鉱業,採石業,砂利採取業",平成25,2013,年平均,19.1,19.3,18.5,156.1,158.9,144.7,139.2,140.7,133,16.9,18.2,11.7
５人以上,"C 鉱業,採石業,砂利採取業",平成26,2014,年平均,19,19.2,18.4,156.7,160.2,144,138.2,139.8,132.2,18.5,20.4,11.8
５人以上,"C 鉱業,採石業,砂利採取業",平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成28,2016,年平均,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,18.8,18.9,18.3,154.7,158.9,142.9,135.1,136.9,130,19.6,22,12.9
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,1月,17.3,17.4,16.9,144.3,148,134.2,125.4,126.7,121.8,18.9,21.3,12.4
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,2月,17.4,17.6,16.9,146.9,151.5,134.5,126.9,128.7,122,20,22.8,12.5
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,3月,19,19.1,18.7,160.5,164.3,150.3,138.2,139.4,134.9,22.3,24.9,15.4
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,4月,19.4,19.5,19.1,163.4,168.3,150.2,142.1,144.6,135.4,21.3,23.7,14.8
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,5月,19.1,19.3,18.4,158.6,162.9,146.7,138.8,140.6,133.7,19.8,22.3,13
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,7月,19.6,19.8,18.8,161.3,165.6,146.6,142.7,144.9,135,18.6,20.7,11.6
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,8月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,9月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,10月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,11月,19.2,19.4,18.5,157.9,162.4,143.2,138.3,140.3,131.7,19.6,22.1,11.5
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,12月,17.4,17.6,16.8,143.7,147.2,132,126.1,127.8,120.4,17.6,19.4,11.6
５人以上,D 建設業,平成25,2013,年平均,20.6,20.8,19.1,174.9,177.9,157.4,155.2,156.8,145.8,19.7,21.1,11.6
５人以上,D 建設業,平成26,2014,年平均,20.4,20.7,18.9,174.4,177.7,155.8,154.2,156,144.2,20.2,21.7,11.6
５人以上,D 建設業,平成27,2015,年平均,20.2,20.5,18.8,173.6,177.5,152.3,155,157.4,141.7,18.6,20.1,10.6
５人以上,D 建設業,平成28,2016,年平均,20.5,20.8,19,175.8,179.5,154.7,158.3,160.7,144.5,17.5,18.8,10.2
５人以上,D 建設業,平成29,2017,年平均,20.5,20.8,18.8,177.4,182.4,152.5,156.6,159.4,142.9,20.8,23,9.6
５人以上,D 建設業,平成30,2018,年平均,20.4,20.8,18.6,176,181.6,150.9,155,157.9,142,21,23.7,8.9
５人以上,D 建設業,平成30,2018,1月,18.3,18.6,16.6,157.2,161.6,135.4,138.3,140.5,127.4,18.9,21.1,8
５人以上,D 建設業,平成30,2018,2月,20,20.4,18.4,173.9,178.6,150.9,152.4,154.5,142,21.5,24.1,8.9
５人以上,D 建設業,平成30,2018,3月,20.8,21.2,18.5,179.4,185.3,151.2,157.6,160.8,142.3,21.8,24.5,8.9
５人以上,D 建設業,平成30,2018,4月,20.7,21,19.2,178.1,182.9,156.6,157.1,159.5,146.8,21,23.4,9.8
５人以上,D 建設業,平成30,2018,5月,19.7,20.1,18.2,170.3,175.4,147.9,150,152.6,138.5,20.3,22.8,9.4
５人以上,D 建設業,平成30,2018,6月,21.6,22,19.8,186.1,192.4,160.1,163.8,166.8,151.2,22.3,25.6,8.9
