規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,18.8,156.1,143.2,12.9,13.2,80.5,77.6,2.9
５人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×
５人以上,建設業,20.4,179,155.5,23.5,11.5,76.9,75.9,1
５人以上,製造業,18.7,157.7,145.2,12.5,16.1,109,105.8,3.2
５人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×
５人以上,情報通信業,18.1,151.8,137.5,14.3,11.7,77.5,76,1.5
５人以上,"運輸業,郵便業",19.2,163,144.7,18.3,15.2,104.9,95.7,9.2
５人以上,"卸売業,小売業",18.9,156.2,146.2,10,14.3,87.5,84.1,3.4
５人以上,"金融業,保険業",17.7,146.1,130.6,15.5,14.7,96,94.5,1.5
５人以上,"不動産業,物品賃貸業",19.1,159.8,146.6,13.2,14.3,84,81.9,2.1
５人以上,"学術研究,専門・技術サービス業",18.2,151.4,138.1,13.3,11.8,74.2,73.1,1.1
５人以上,"宿泊業,飲食サービス業",21.5,190.6,169.4,21.2,12.1,71.9,69,2.9
５人以上,"生活関連サービス業,娯楽業",19.9,162.4,149.3,13.1,13.2,79.7,78.6,1.1
５人以上,"教育,学習支援業",18.3,143.9,134.2,9.7,8.9,49.3,48.1,1.2
５人以上,"医療,福祉",18.7,151.5,144.2,7.3,12.7,70.5,69.4,1.1
５人以上,複合サービス事業,17.1,144.4,131.3,13.1,16.6,96.4,91,5.4
５人以上,サービス業（他に分類されないもの）,18.6,152,141.8,10.2,15.3,98.7,94.4,4.3
30人以上,調査産業計,18.4,153.5,139.9,13.6,13.9,86.7,83.5,3.2
30人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×
30人以上,建設業,20,180.9,152,28.9,10.7,72,70.8,1.2
30人以上,製造業,18.1,154.2,140.8,13.4,15.9,112.5,108.3,4.2
30人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×
30人以上,情報通信業,18,151.5,136.6,14.9,11.7,77.9,75.9,2
30人以上,"運輸業,郵便業",19.1,162.8,144.2,18.6,14.5,105.2,95.5,9.7
30人以上,"卸売業,小売業",18.3,151,141.1,9.9,15.9,97.5,94.1,3.4
30人以上,"金融業,保険業",17.5,144.7,128.1,16.6,14.5,93.7,92.2,1.5
30人以上,"不動産業,物品賃貸業",18.3,154.9,140.5,14.4,15,78.2,77.5,0.7
30人以上,"学術研究,専門・技術サービス業",18.1,152.5,137.4,15.1,10.9,73,71.3,1.7
30人以上,"宿泊業,飲食サービス業",20.2,177.9,160.9,17,12.9,75.8,72.9,2.9
30人以上,"生活関連サービス業,娯楽業",19.1,158.7,142.7,16,12.2,74.4,72.5,1.9
30人以上,"教育,学習支援業",18.4,142,133.5,8.5,8,46.9,46.3,0.6
30人以上,"医療,福祉",18.6,151.2,143.3,7.9,13.5,80,78.6,1.4
30人以上,複合サービス事業,17.4,149.7,134.3,15.4,17.3,89.5,82.4,7.1
30人以上,サービス業（他に分類されないもの）,18.3,151.4,140.3,11.1,15.5,100.5,95.9,4.6
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年９月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
