規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,460432,540173,335706,422303,494493,309387,389696,32607,38129,45680,26319
100～499人,378413,443726,275030,363538,424424,267162,339337,24201,14875,19302,7868
100人以上,419382,491789,305448,392891,459342,288330,364491,28400,26491,32447,17118
30～99人,314181,384973,224175,303112,370617,217285,284356,18756,11069,14356,6890
５～29人,258033,324518,184878,251377,315616,180693,239860,11517,6656,8902,4185
30人以上,385807,459715,277257,364238,432700,263687,338916,25322,21569,27015,13570
５人以上,346841,422037,245825,329820,400070,235448,308708,21112,17021,21967,10377
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年１０月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
