規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,20.5,170.3,155.9,14.4,13.6,81.9,79,2.9
５人以上,"鉱業,採石業,砂利採取業",19.2,157.9,138.3,19.6,－,－,－,－
５人以上,建設業,21.9,190.4,167,23.4,12.9,84.5,83.5,1
５人以上,製造業,20.6,175,159.6,15.4,16.6,112.4,109.2,3.2
５人以上,電気・ガス・熱供給・水道業,19.3,160,146.1,13.9,13.4,96.4,95.4,1
５人以上,情報通信業,20,167.2,152.2,15,12.2,79.1,77.9,1.2
５人以上,"運輸業,郵便業",20.4,173.2,152.8,20.4,16,108.9,100.4,8.5
５人以上,"卸売業,小売業",20.6,169.9,158.9,11,14.5,87.3,83.7,3.6
５人以上,"金融業,保険業",20,164.7,146.6,18.1,15.9,104.1,102.4,1.7
５人以上,"不動産業,物品賃貸業",20.5,171.3,155.5,15.8,14.3,82.3,81.1,1.2
５人以上,"学術研究,専門・技術サービス業",20.5,169.7,153.6,16.1,12.8,81,79.6,1.4
５人以上,"宿泊業,飲食サービス業",21.4,192.5,169.6,22.9,12.5,72.9,70,2.9
５人以上,"生活関連サービス業,娯楽業",20.9,171.2,157.6,13.6,12.9,77.6,76.4,1.2
５人以上,"教育,学習支援業",20.5,162.5,151.5,11,9.9,51.5,50.5,1
５人以上,"医療,福祉",19.8,160.9,153,7.9,13,72.6,71.4,1.2
５人以上,複合サービス事業,19.4,165.3,149.8,15.5,18.3,111.8,104.7,7.1
５人以上,サービス業（他に分類されないもの）,20.4,167.7,155.5,12.2,15.9,102.5,97.9,4.6
30人以上,調査産業計,20.3,169.2,153.8,15.4,14.3,88.6,85.3,3.3
30人以上,"鉱業,採石業,砂利採取業",19.2,157.9,138.3,19.6,－,－,－,－
30人以上,建設業,21.8,194.5,166.2,28.3,11.9,74.5,73,1.5
30人以上,製造業,20.2,173.8,157,16.8,16.6,116.6,112.4,4.2
30人以上,電気・ガス・熱供給・水道業,19.2,159.7,144.8,14.9,15,96.6,95.8,0.8
30人以上,情報通信業,20,167.6,151.9,15.7,12.8,81.5,79.8,1.7
30人以上,"運輸業,郵便業",20.3,173.5,152.7,20.8,15.3,107.5,98.1,9.4
30人以上,"卸売業,小売業",20.3,166.4,155.2,11.2,16,97.8,94.2,3.6
30人以上,"金融業,保険業",19.8,164.4,144.9,19.5,15.8,103.6,101.8,1.8
30人以上,"不動産業,物品賃貸業",20.1,169.1,151.1,18,15.6,81.2,80.3,0.9
30人以上,"学術研究,専門・技術サービス業",20.5,171.4,153.2,18.2,11.7,76.5,74.6,1.9
30人以上,"宿泊業,飲食サービス業",20.7,187.6,164.1,23.5,13.1,75.8,72.9,2.9
30人以上,"生活関連サービス業,娯楽業",20.4,169.4,152.7,16.7,12.4,74.3,72.5,1.8
30人以上,"教育,学習支援業",20.7,161.6,151.6,10,9.4,52.3,51.6,0.7
30人以上,"医療,福祉",19.7,160.7,152.2,8.5,13.7,81.2,79.6,1.6
30人以上,複合サービス事業,19.5,168.8,150.3,18.5,18.4,99.7,89.1,10.6
30人以上,サービス業（他に分類されないもの）,20.3,168.2,155,13.2,16.1,104.2,99.3,4.9
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年１１月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
