規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,18.6,19,18,152.2,158.7,141.7,138.6,143.2,131.2,13.6,15.5,10.5
100～499人,18.3,18.7,17.8,148.2,155.8,135.5,135.4,140.6,126.8,12.8,15.2,8.7
100人以上,18.5,18.8,17.9,150.2,157.3,138.6,137,141.9,129,13.2,15.4,9.6
30～99人,18,18.8,16.9,139.8,153.5,122.3,129,139.4,115.7,10.8,14.1,6.6
５～29人,16.8,17.9,15.6,127.3,143.1,109.9,119.5,132.4,105.2,7.8,10.7,4.7
30人以上,18.3,18.8,17.6,146.9,156.1,132.9,134.5,141.1,124.3,12.4,15,8.6
５人以上,17.9,18.6,16.9,140.9,152.5,125,129.9,138.7,117.8,11,13.8,7.2
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年５月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
