事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成25,2013,年平均,104.3,105.5,104,106.4,107.9,102.8,102.3,100.6,97.4,106,102.3,111.1,109.4,108.6,97.4,99.8
５人以上,平成26,2014,年平均,100.5,100.4,101.4,98.5,100.6,102.2,99.5,100.1,100.7,102,97.4,106.8,101,102,100.8,98.6
５人以上,平成27,2015,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成28,2016,年平均,100.1,101.1,100.5,106.3,100.8,101,100.4,99.1,100.4,102.3,95,91.9,104.8,98.8,101.6,97.8
５人以上,平成29,2017,年平均,100.4,101.4,101.6,104.3,100.8,101,102.7,100.9,100.2,100.7,95.2,91.2,103,101.1,98.9,95.2
５人以上,平成30,2018,年平均,99,98.8,99.3,114.3,100.9,97.1,107.8,100.5,100.8,102,93.2,92.4,98.4,98.2,110.8,93.5
５人以上,平成30,2018,1月,97,93.2,97.7,123.8,99.9,97,105.2,100.8,97.3,98.8,93.3,87.7,95.2,96.3,115.8,92.1
５人以上,平成30,2018,2月,97.2,96.2,99.4,119.6,99.6,94.2,104.8,101.7,102,99.1,90.2,84.9,95.7,97.7,116.2,91.6
５人以上,平成30,2018,3月,99.3,96,99.4,123.4,102.5,97,107.5,103.1,104.7,100.3,95.3,91.2,98.3,99.5,118.8,93.2
５人以上,平成30,2018,4月,100.6,100.3,101.8,110.8,102.7,99.1,108.3,106.1,104,102.7,96,91.7,98.3,100,107.4,93.2
５人以上,平成30,2018,5月,99.4,100.7,98.2,115.6,101,91.7,107.6,104.1,105.1,102.5,98,94.4,96.8,99.7,111,93
５人以上,平成30,2018,6月,99.7,99.7,99.2,ｘ,100.4,98.3,109,99.8,101.2,102.9,98,96.9,96.3,99.2,110.7,94.5
５人以上,平成30,2018,7月,99.8,99.3,99.9,107.6,101.7,98.2,109.4,99.3,100.1,103.8,91.1,94.5,100.3,98.3,111.2,94.8
５人以上,平成30,2018,8月,98.6,98.6,99.8,ｘ,99.5,97.6,107.8,99.3,99.4,101.8,91.4,95.2,98.1,97.6,110.1,92.8
５人以上,平成30,2018,9月,98.5,99,99.1,ｘ,100.2,97.1,108.2,96.9,98.1,101.4,91.6,93.1,100.8,98.4,102.6,92.3
５人以上,平成30,2018,10月,99,99.8,98.5,ｘ,99.8,97.8,108.2,98.3,99.9,102.9,90.9,93,99.9,97.8,108.3,94.6
５人以上,平成30,2018,11月,99.8,102.5,100.5,113.4,101.7,98.1,108.7,99.4,99.6,102.8,91.8,93.2,101.1,97.4,108.8,94.5
５人以上,平成30,2018,12月,99.3,100.6,98.6,110.1,102.3,99,108.2,97.9,98.3,104.2,90.4,93.5,100,96.3,108.1,95.6
５人以上,平成26,2014,年平均（前年比（％））,-3.6,-4.9,-2.6,-7.5,-6.9,-0.8,-2.8,-0.7,3.3,-4,-5,-4,-7.8,-6.2,3.5,-1.3
５人以上,平成27,2015,年平均（前年比（％））,-0.5,-0.4,-1.3,1.5,-0.5,-2,0.5,-0.1,-0.6,-1.9,2.8,-6.3,-1,-2,-0.7,1.4
