規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,20.3,169,155,14,13.9,83.9,80.8,3.1
５人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×
５人以上,建設業,21.9,190.2,167,23.2,14.4,87.7,86.3,1.4
５人以上,製造業,20.3,170.7,157.2,13.5,16.8,114.5,110,4.5
５人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×
５人以上,情報通信業,19.6,164,149.1,14.9,13.2,85.1,82.9,2.2
５人以上,"運輸業,郵便業",20.3,171.8,152.7,19.1,15.3,102.7,94.5,8.2
５人以上,"卸売業,小売業",20.4,167.6,157.5,10.1,14.8,89.2,86,3.2
５人以上,"金融業,保険業",20,164.6,147.3,17.3,16.3,107.7,105.9,1.8
５人以上,"不動産業,物品賃貸業",20.6,172.9,156.7,16.2,13.8,82.1,78.5,3.6
５人以上,"学術研究,専門・技術サービス業",20.2,169,152.4,16.6,13.4,85.6,83.9,1.7
５人以上,"宿泊業,飲食サービス業",21.4,188.3,167.5,20.8,12.9,77.5,74.1,3.4
５人以上,"生活関連サービス業,娯楽業",20.9,172.4,159.1,13.3,13,78.9,77.7,1.2
５人以上,"教育,学習支援業",21.2,164.9,154.2,10.7,9.7,49.9,48.8,1.1
５人以上,"医療,福祉",20.2,163.5,155.1,8.4,13.3,74.8,73.7,1.1
５人以上,複合サービス事業,19.7,168.3,153.7,14.6,18.3,110.6,105.1,5.5
５人以上,サービス業（他に分類されないもの）,20.1,165.1,152.8,12.3,16.1,102.3,97.7,4.6
30人以上,調査産業計,20,167.1,152.3,14.8,14.7,90.4,87.2,3.2
30人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×
30人以上,建設業,21.6,192.8,164.6,28.2,12.6,74.5,72.1,2.4
30人以上,製造業,19.8,167.7,152.7,15,16.7,118.8,112.7,6.1
30人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×
30人以上,情報通信業,19.5,163.5,147.8,15.7,13.3,86.9,84.1,2.8
30人以上,"運輸業,郵便業",20.1,171.2,151.8,19.4,15.3,107.8,98,9.8
30人以上,"卸売業,小売業",20,164.2,153.8,10.4,16.4,99.1,96.7,2.4
30人以上,"金融業,保険業",19.9,164.8,145.8,19,16,105.2,103.1,2.1
30人以上,"不動産業,物品賃貸業",20.1,168.4,151.6,16.8,15.6,81.5,80.5,1
30人以上,"学術研究,専門・技術サービス業",20,169,150.7,18.3,12.3,82.8,80.6,2.2
30人以上,"宿泊業,飲食サービス業",20.7,180.8,164.2,16.6,13.7,80.2,77.3,2.9
30人以上,"生活関連サービス業,娯楽業",20.4,171.9,155.2,16.7,13.1,80.6,78.6,2
30人以上,"教育,学習支援業",21.3,163.3,153.2,10.1,9.3,49.3,48.7,0.6
30人以上,"医療,福祉",20,162.5,153.5,9,14.1,83.6,82.5,1.1
30人以上,複合サービス事業,19.8,170.8,154.2,16.6,18.6,98.4,89.9,8.5
30人以上,サービス業（他に分類されないもの）,20,165.1,152.3,12.8,16.5,105.6,100.5,5.1
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年６月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
