規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.3,18.1,16.3,136.2,148.3,119.9,125.9,135.2,113.4,10.3,13.1,6.5
５人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×,×
５人以上,建設業,20,20.4,18.4,174.9,180.7,149.8,152.3,154.8,141.4,22.6,25.9,8.4
５人以上,製造業,18.5,18.8,17.7,153.6,159.6,140.1,141.9,146.2,132,11.7,13.4,8.1
５人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×,×
５人以上,情報通信業,17.8,18,17.3,148.6,151.7,140.4,134.9,137.4,128.3,13.7,14.3,12.1
５人以上,"運輸業,郵便業",18.6,19.1,17,154.7,161.8,127.7,137.7,142.7,118.7,17,19.1,9
５人以上,"卸売業,小売業",17.6,18.2,16.8,136.6,147.2,122.5,128.5,137.2,116.9,8.1,10,5.6
５人以上,"金融業,保険業",17.5,17.9,17.1,142.5,151,133.3,128,133.6,121.9,14.5,17.4,11.4
５人以上,"不動産業,物品賃貸業",18.3,19,17.2,148.2,157.8,131.8,136.7,144.4,123.6,11.5,13.4,8.2
５人以上,"学術研究,専門・技術サービス業",17.7,18,17,144.8,150.3,133.8,132.5,136.9,123.9,12.3,13.4,9.9
５人以上,"宿泊業,飲食サービス業",14.1,15.3,13.1,96.8,114.6,82.5,90.1,104.1,78.8,6.7,10.5,3.7
５人以上,"生活関連サービス業,娯楽業",16.7,17.4,16.1,123.3,135.7,112.5,115.8,125.8,107.1,7.5,9.9,5.4
５人以上,"教育,学習支援業",15.1,15.7,14.6,111.2,116.2,106.8,104.4,108.8,100.6,6.8,7.4,6.2
５人以上,"医療,福祉",16.5,17.3,16.2,122.3,136.2,117,117.2,129.3,112.6,5.1,6.9,4.4
５人以上,複合サービス事業,17,17.4,16.3,135.1,146.8,118.1,123.5,132.3,110.7,11.6,14.5,7.4
５人以上,サービス業（他に分類されないもの）,17.6,18.2,16.8,136,145.4,124,127.6,134.9,118.1,8.4,10.5,5.9
30人以上,調査産業計,17.5,18,16.7,140.3,150,125.8,128.7,135.8,118.2,11.6,14.2,7.6
30人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×,×
30人以上,建設業,19.7,20,18.3,178.1,182.6,156.1,149.9,151,144.6,28.2,31.6,11.5
30人以上,製造業,18,18.3,17.3,151.5,156.3,140.6,138.7,141.9,131.3,12.8,14.4,9.3
30人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,情報通信業,17.8,17.9,17.3,149,151.9,141.2,134.6,136.9,128.3,14.4,15,12.9
30人以上,"運輸業,郵便業",18.5,18.9,16.7,154.7,161.7,127.7,137.4,142.3,118.5,17.3,19.4,9.2
30人以上,"卸売業,小売業",17.8,18.2,17.3,139.8,148.3,127.6,131.3,138.1,121.4,8.5,10.2,6.2
30人以上,"金融業,保険業",17.3,17.7,16.7,140.9,149.5,131.5,125.4,131.4,118.9,15.5,18.1,12.6
30人以上,"不動産業,物品賃貸業",17.9,18.4,17.1,146,154.2,131.7,133.2,139.6,121.9,12.8,14.6,9.8
30人以上,"学術研究,専門・技術サービス業",17.5,17.9,16.7,146.2,151.2,134.7,132.2,136.1,123.3,14,15.1,11.4
30人以上,"宿泊業,飲食サービス業",15.3,16,14.7,108.7,124.1,96.9,101.3,112.7,92.5,7.4,11.4,4.4
30人以上,"生活関連サービス業,娯楽業",15.9,16.6,15.4,119.7,130,112,110.2,118.4,104.1,9.5,11.6,7.9
30人以上,"教育,学習支援業",15.4,15.9,14.8,114.2,119.8,108.8,108,112.4,103.8,6.2,7.4,5
30人以上,"医療,福祉",17.1,17.7,16.8,130.1,141.2,125.1,124.1,133.5,119.9,6,7.7,5.2
30人以上,複合サービス事業,17.4,17.5,17.1,139.2,148.8,116.8,125.3,132.6,108.1,13.9,16.2,8.7
30人以上,サービス業（他に分類されないもの）,17.4,18.1,16.7,135,145.1,123.1,126,133.8,116.9,9,11.3,6.2
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年９月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
