事業所規模,産業,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30人以上,TL 調査産業計,平成25,2013,年平均,18.6,19.1,17.7,150.1,160,133.6,136.4,143.4,124.7,13.7,16.6,8.9
30人以上,TL 調査産業計,平成26,2014,年平均,18.5,19,17.7,149.9,159.8,133.7,135.9,142.9,124.5,14,16.9,9.2
30人以上,TL 調査産業計,平成27,2015,年平均,18.3,18.8,17.4,147.7,158.3,130.8,134.2,141.7,122.2,13.5,16.6,8.6
30人以上,TL 調査産業計,平成28,2016,年平均,18.3,18.8,17.4,146.6,157.2,130,133.9,141.6,121.7,12.7,15.6,8.3
30人以上,TL 調査産業計,平成29,2017,年平均,18.3,18.9,17.4,146.7,157.4,130.3,134.3,142.1,122.3,12.4,15.3,8
30人以上,TL 調査産業計,平成30,2018,年平均,18.3,18.9,17.3,146.5,156.7,131.2,134.2,141.8,122.9,12.3,14.9,8.3
30人以上,TL 調査産業計,平成30,2018,1月,17.1,17.7,16.3,137.2,146.8,122.9,125.7,132.8,115.1,11.5,14,7.8
30人以上,TL 調査産業計,平成30,2018,2月,17.5,18.1,16.5,140.5,150.8,125,128.4,136,117,12.1,14.8,8
30人以上,TL 調査産業計,平成30,2018,3月,18.3,18.9,17.2,147.3,158.2,130.8,134.3,142.5,121.9,13,15.7,8.9
30人以上,TL 調査産業計,平成30,2018,4月,18.5,19.1,17.6,149,159.5,133.5,136.2,144,124.6,12.8,15.5,8.9
30人以上,TL 調査産業計,平成30,2018,5月,18.3,18.8,17.6,146.9,156.1,132.9,134.5,141.1,124.3,12.4,15,8.6
30人以上,TL 調査産業計,平成30,2018,6月,19,19.6,18.1,152.3,162.5,137,139.7,147.2,128.5,12.6,15.3,8.5
30人以上,TL 調査産業計,平成30,2018,7月,18.9,19.5,17.9,151,161.6,135.3,138.9,147,126.9,12.1,14.6,8.4
30人以上,TL 調査産業計,平成30,2018,8月,18.4,19,17.6,147.5,157.2,133,136,143.2,125.3,11.5,14,7.7
30人以上,TL 調査産業計,平成30,2018,9月,17.5,18,16.7,140.3,150,125.8,128.7,135.8,118.2,11.6,14.2,7.6
30人以上,TL 調査産業計,平成30,2018,10月,18.6,19.3,17.7,149,159.5,133.8,136.5,144.3,125.2,12.5,15.2,8.6
30人以上,TL 調査産業計,平成30,2018,11月,19.1,19.8,18,153.3,164.7,136.5,140.3,148.8,127.6,13,15.9,8.9
30人以上,TL 調査産業計,平成30,2018,12月,17.9,18.5,16.9,143.6,154,128.2,131.3,139,119.8,12.3,15,8.4
30人以上,"C 鉱業,採石業,砂利採取業",平成25,2013,年平均,19.1,19.3,18.5,156.1,158.9,144.7,139.2,140.7,133,16.9,18.2,11.7
30人以上,"C 鉱業,採石業,砂利採取業",平成26,2014,年平均,19,19.2,18.4,156.7,160.2,144,138.2,139.8,132.2,18.5,20.4,11.8
30人以上,"C 鉱業,採石業,砂利採取業",平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成28,2016,年平均,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,18.8,18.9,18.3,154.7,158.9,142.9,135.1,136.9,130,19.6,22,12.9
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,1月,17.3,17.4,16.9,144.3,148,134.2,125.4,126.7,121.8,18.9,21.3,12.4
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,2月,17.4,17.6,16.9,146.9,151.5,134.5,126.9,128.7,122,20,22.8,12.5
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,3月,19,19.1,18.7,160.5,164.3,150.3,138.2,139.4,134.9,22.3,24.9,15.4
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,4月,19.4,19.5,19.1,163.4,168.3,150.2,142.1,144.6,135.4,21.3,23.7,14.8
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,5月,19.1,19.3,18.4,158.6,162.9,146.7,138.8,140.6,133.7,19.8,22.3,13
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,7月,19.6,19.8,18.8,161.3,165.6,146.6,142.7,144.9,135,18.6,20.7,11.6
