事業所規模,産業,和暦年,西暦年,年平均・月,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
30人以上,TL 調査産業計,平成25,2013,年平均,5004937,3134864,1870073,95372,53156,42216,93680,53652,40029,5006629,3134368,1872260,17.8,9.2,32.3
30人以上,TL 調査産業計,平成26,2014,年平均,5051564,3127988,1923576,94820,51394,43426,89561,50469,39092,5056823,3128913,1927910,17.6,9.1,31.4
30人以上,TL 調査産業計,平成27,2015,年平均,5039024,3097411,1941613,104235,55782,48453,101392,54982,46410,5041867,3098211,1943656,18.7,10.2,32.3
30人以上,TL 調査産業計,平成28,2016,年平均,5083165,3106100,1977064,107253,56371,50882,103105,54982,48123,5087313,3107489,1979823,19.3,10.4,33.4
30人以上,TL 調査産業計,平成29,2017,年平均,5148390,3126096,2022294,110612,58174,52438,102837,55057,47779,5156165,3129213,2026953,19.3,10.4,33.1
30人以上,TL 調査産業計,平成30,2018,年平均,5538582,3312961,2225621,112995,59322,53673,111153,59920,51233,5540424,3312363,2228061,20,11,33.4
30人以上,TL 調査産業計,平成30,2018,1月,5538929,3308845,2230084,72250,36846,35404,81060,40013,41047,5530119,3305678,2224441,20.2,11.2,33.5
30人以上,TL 調査産業計,平成30,2018,2月,5490415,3283926,2206489,71191,36997,34194,79813,41169,38644,5481793,3279754,2202039,20.3,11.4,33.4
30人以上,TL 調査産業計,平成30,2018,3月,5481793,3288738,2193055,88882,46641,42241,123802,64406,59396,5446873,3270973,2175900,20.1,11.2,33.5
30人以上,TL 調査産業計,平成30,2018,4月,5456384,3273190,2183194,382221,212632,169589,264247,152222,112025,5574358,3333600,2240758,20.2,11.1,33.7
30人以上,TL 調査産業計,平成30,2018,5月,5583739,3371487,2212252,119242,53280,65962,107832,57119,50713,5595149,3367648,2227501,19.8,10.7,33.6
30人以上,TL 調査産業計,平成30,2018,6月,5595148,3350274,2244874,89579,42185,47394,98090,51938,46152,5586637,3340521,2246116,19.5,10.7,32.6
30人以上,TL 調査産業計,平成30,2018,7月,5572503,3324890,2247613,99178,57431,41747,106427,61447,44980,5565254,3320874,2244380,20,10.9,33.4
30人以上,TL 調査産業計,平成30,2018,8月,5575149,3334046,2241103,76751,40125,36626,93603,44608,48995,5558297,3329563,2228734,19.9,11,33.3
30人以上,TL 調査産業計,平成30,2018,9月,5558297,3317419,2240878,84370,41305,43065,94891,48270,46621,5547776,3310454,2237322,19.9,10.8,33.2
30人以上,TL 調査産業計,平成30,2018,10月,5541234,3299496,2241738,120498,65768,54730,127354,75504,51850,5534378,3289760,2244618,20.3,11,33.8
30人以上,TL 調査産業計,平成30,2018,11月,5534378,3309443,2224935,81736,41463,40273,81103,40884,40219,5535011,3310022,2224989,19.8,10.9,33
30人以上,TL 調査産業計,平成30,2018,12月,5535012,3293772,2241240,70044,37196,32848,75612,41459,34153,5529444,3289509,2239935,20.1,10.9,33.5
30人以上,"C 鉱業,採石業,砂利採取業",平成25,2013,年平均,1727,1384,343,27,22,5,24,21,3,1730,1385,345,2.4,2.2,3.4
30人以上,"C 鉱業,採石業,砂利採取業",平成26,2014,年平均,1906,1501,405,36,30,7,29,25,4,1913,1506,408,2.7,2.6,3
30人以上,"C 鉱業,採石業,砂利採取業",平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
