事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
30人以上,TL 調査産業計,平成25,2013,年平均,4113454,62412,62041,4113814,891483,32959,31640,892815
30人以上,TL 調査産業計,平成26,2014,年平均,4163550,62007,58672,4167294,888014,32813,30889,889529
30人以上,TL 調査産業計,平成27,2015,年平均,4093908,66952,64591,4096860,945116,37283,36800,945007
30人以上,TL 調査産業計,平成28,2016,年平均,4099294,67710,63824,4103185,983871,39543,39281,984128
30人以上,TL 調査産業計,平成29,2017,年平均,4153340,68888,63539,4158925,995050,41724,39298,997240
30人以上,TL 調査産業計,平成30,2018,年平均,4429433,73133,70615,4432896,1109149,39862,40537,1107528
30人以上,TL 調査産業計,平成30,2018,1月,4411234,48563,54076,4414709,1127695,23687,26984,1115410
30人以上,TL 調査産業計,平成30,2018,2月,4377230,44633,50309,4371070,1113185,26558,29504,1110723
30人以上,TL 調査産業計,平成30,2018,3月,4360990,56198,67277,4352475,1120803,32684,56525,1094398
30人以上,TL 調査産業計,平成30,2018,4月,4327753,301119,181426,4448021,1128631,81102,82821,1126337
30人以上,TL 調査産業計,平成30,2018,5月,4485259,66989,66292,4486137,1098480,52253,41540,1109012
30人以上,TL 調査産業計,平成30,2018,6月,4511734,50352,62772,4499306,1083414,39227,35318,1087331
30人以上,TL 調査産業計,平成30,2018,7月,4471293,62966,79495,4454308,1101210,36212,26932,1110946
30人以上,TL 調査産業計,平成30,2018,8月,4462249,40462,52205,4450509,1112900,36289,41398,1107788
30人以上,TL 調査産業計,平成30,2018,9月,4450675,51563,55587,4446458,1107622,32807,39304,1101318
30人以上,TL 調査産業計,平成30,2018,10月,4425246,71156,84273,4412117,1115988,49342,43081,1122261
30人以上,TL 調査産業計,平成30,2018,11月,4439236,46285,46656,4438974,1095142,35451,34447,1096037
30人以上,TL 調査産業計,平成30,2018,12月,4430295,37312,47017,4420663,1104717,32732,28595,1108781
