規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.7,19.5,17.6,147.1,159.6,129.9,135.9,145.6,122.7,11.2,14,7.2
５人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×,×
５人以上,建設業,21.6,22,19.8,186.1,192.4,160.1,163.8,166.8,151.2,22.3,25.6,8.9
５人以上,製造業,20,20.4,19.2,166.1,172.5,150.9,153.3,158,142.3,12.8,14.5,8.6
５人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×,×
５人以上,情報通信業,19.3,19.5,19,160.9,164.2,152.7,146.5,149.1,140,14.4,15.1,12.7
５人以上,"運輸業,郵便業",19.6,19.9,18.2,161.7,168.9,135.1,144.2,149.1,126.3,17.5,19.8,8.8
５人以上,"卸売業,小売業",18.8,19.6,17.7,145.2,157.3,129.4,137,147.5,123.4,8.2,9.8,6
５人以上,"金融業,保険業",19.8,20.2,19.2,160.7,170.2,150.1,144.5,150.9,137.4,16.2,19.3,12.7
５人以上,"不動産業,物品賃貸業",19.6,20.1,18.8,159.3,167.1,145.3,145,150.9,134.4,14.3,16.2,10.9
５人以上,"学術研究,専門・技術サービス業",19.6,19.9,18.8,161.9,168,149.3,146.6,150.9,137.7,15.3,17.1,11.6
５人以上,"宿泊業,飲食サービス業",14.9,16.1,14,104.2,122.8,89.1,96.6,110.8,85.2,7.6,12,3.9
５人以上,"生活関連サービス業,娯楽業",17.5,18.5,16.6,132.4,145,121.6,124.3,134.8,115.3,8.1,10.2,6.3
５人以上,"教育,学習支援業",16.9,17.7,16.1,121.5,127.2,116.5,114.4,119.2,110.2,7.1,8,6.3
５人以上,"医療,福祉",17.9,18.6,17.6,133.7,146.9,128.2,127.7,138.8,123.1,6,8.1,5.1
５人以上,複合サービス事業,19.5,19.7,19,158.9,168.6,143.7,145.8,152.2,135.8,13.1,16.4,7.9
５人以上,サービス業（他に分類されないもの）,18.9,19.5,18.1,146.5,156.3,133.9,136.5,144,126.8,10,12.3,7.1
30人以上,調査産業計,19,19.6,18.1,152.3,162.5,137,139.7,147.2,128.5,12.6,15.3,8.5
30人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×,×
30人以上,建設業,21.4,21.8,19.5,189.5,195,163.8,162,164.2,151.7,27.5,30.8,12.1
30人以上,製造業,19.5,19.9,18.8,164.2,170.2,150.4,149.8,154,140.3,14.4,16.2,10.1
30人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,情報通信業,19.3,19.4,19,161.1,164.1,153.5,145.8,148.2,139.7,15.3,15.9,13.8
30人以上,"運輸業,郵便業",19.4,19.8,18.1,162.5,168.9,138.3,144.4,148.6,128.7,18.1,20.3,9.6
30人以上,"卸売業,小売業",19.3,19.8,18.5,151,161,136.5,142.2,150.7,129.9,8.8,10.3,6.6
30人以上,"金融業,保険業",19.7,20.1,19.1,160.6,169.8,150.2,142.8,149.1,135.7,17.8,20.7,14.5
30人以上,"不動産業,物品賃貸業",19.6,20.1,18.6,159,167.5,143.7,143.9,150.6,131.8,15.1,16.9,11.9
30人以上,"学術研究,専門・技術サービス業",19.4,19.7,18.5,161.8,167.4,149.2,144.8,148.9,135.7,17,18.5,13.5
30人以上,"宿泊業,飲食サービス業",16.2,17,15.5,116.3,132.2,103.3,108.5,120.4,98.7,7.8,11.8,4.6
30人以上,"生活関連サービス業,娯楽業",17.4,18.2,16.7,133.9,144.7,125,123.3,132.3,115.9,10.6,12.4,9.1
30人以上,"教育,学習支援業",17.3,18.3,16.4,125.5,133.8,118,118.5,125.1,112.5,7,8.7,5.5
30人以上,"医療,福祉",18.4,18.8,18.2,141.2,150.3,136.9,134.3,141.8,130.8,6.9,8.5,6.1
30人以上,複合サービス事業,19.6,19.8,19.1,161.1,170.3,134.7,145.6,152.6,125.3,15.5,17.7,9.4
30人以上,サービス業（他に分類されないもの）,18.9,19.5,18.1,146.7,157,134.6,136.3,144,127.2,10.4,13,7.4
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年６月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
