事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
30人以上,TL 調査産業計,平成25,2013,年平均,538877,418144,384313,33831,120733,117813,114244,108846,5398,3569
30人以上,TL 調査産業計,平成26,2014,年平均,543914,419117,384426,34691,124797,116190,112525,107152,5373,3665
30人以上,TL 調査産業計,平成27,2015,年平均,537062,415698,383671,32027,121364,116411,113102,108501,4601,3309
30人以上,TL 調査産業計,平成28,2016,年平均,540853,416424,384734,31690,124429,117428,113933,109561,4372,3495
30人以上,TL 調査産業計,平成29,2017,年平均,544820,417697,386980,30717,127123,118719,115426,111351,4075,3293
30人以上,TL 調査産業計,平成30,2018,年平均,553199,420745,390281,30464,132454,125365,122183,116862,5321,3182
30人以上,TL 調査産業計,平成30,2018,1月,445489,413315,383866,29449,32174,113849,113283,108373,4910,566
30人以上,TL 調査産業計,平成30,2018,2月,432299,414509,385155,29354,17790,115832,114961,110256,4705,871
30人以上,TL 調査産業計,平成30,2018,3月,506570,421258,390040,31218,85312,124662,121200,115744,5456,3462
30人以上,TL 調査産業計,平成30,2018,4月,458267,426889,394451,32438,31378,123606,122210,117076,5134,1396
30人以上,TL 調査産業計,平成30,2018,5月,478724,417244,386645,30599,61480,125917,124431,118955,5476,1486
30人以上,TL 調査産業計,平成30,2018,6月,881622,418696,387746,30950,462926,133648,124040,118719,5321,9608
30人以上,TL 調査産業計,平成30,2018,7月,605075,419999,390105,29894,185076,131370,126450,120861,5589,4920
30人以上,TL 調査産業計,平成30,2018,8月,434628,419959,390497,29462,14669,125290,124771,119495,5276,519
30人以上,TL 調査産業計,平成30,2018,9月,443972,422820,394820,28000,21152,123960,122287,117090,5197,1673
30人以上,TL 調査産業計,平成30,2018,10月,451567,424832,394590,30242,26735,126167,124995,119098,5897,1172
