事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成25,2013,年平均,99,99,109.4,99.7,104,86.7,94.5,93.4,73.9,125.1,89.1,97.2,95.5,108.3,109.9,103.5
５人以上,平成26,2014,年平均,99.6,96.6,106.5,91.2,104.9,82.6,95.5,97.4,96.2,120.1,85.7,126.7,98.5,109.5,90.5,104.1
５人以上,平成27,2015,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成28,2016,年平均,95.1,93.6,94.6,110.1,97,95.2,95.2,95.7,96.2,101.6,99.4,71.7,105,98.8,95.6,88.7
５人以上,平成29,2017,年平均,94.7,111,94.1,88.4,87.8,94.4,96,93.8,100.8,106.9,101,79.9,119.4,90.8,89.2,83.2
５人以上,平成30,2018,年平均,90.6,112.4,106,95.3,74.4,90.4,98.4,84.2,95.3,93.7,102.3,90,172.1,97.3,165.6,78.2
５人以上,平成30,2018,1月,85.8,101.1,95.1,90.6,70.5,91.4,95.3,76.8,92.2,79.5,104.3,85.1,165,100,126.6,78.2
５人以上,平成30,2018,2月,89.2,115,111.4,95.6,76.8,88.9,94.1,74.1,97.9,93.4,88.4,82.8,177.5,92.9,148.1,80.6
５人以上,平成30,2018,3月,95.8,116.6,117.1,110.7,81.1,95.5,96.5,84.9,109.9,105.3,100,92,177.5,103.6,153.2,87.9
５人以上,平成30,2018,4月,95.8,112.3,112.2,83,80.5,94.4,102.4,88.6,107.1,100,114.5,102.3,192.5,92.9,179.7,84.7
５人以上,平成30,2018,5月,91.7,108.6,101.6,143.4,71.1,92.4,98.8,88.6,101.4,100.7,110.1,95.4,170,100,182.3,78.2
５人以上,平成30,2018,6月,93.3,119.3,104.1,ｘ,75.8,88.4,96.5,87.6,101.4,101.3,110.1,93.1,177.5,107.1,165.8,80.6
５人以上,平成30,2018,7月,89.2,110.7,105.7,86.8,73.7,85.4,101.2,86.5,88.7,91.4,92.8,87.4,182.5,96.4,178.5,75.8
５人以上,平成30,2018,8月,85,101.6,99.2,ｘ,68.4,85.9,95.3,83.2,85.8,92.1,98.6,92,122.5,91.1,134.2,68.5
５人以上,平成30,2018,9月,85.8,120.9,95.1,ｘ,72.1,85.9,95.3,78.4,81.6,81.5,97.1,86.2,170,91.1,146.8,67.7
５人以上,平成30,2018,10月,90.8,113.9,103.3,ｘ,74.2,88.4,101.2,90.3,91.5,89.4,104.3,86.2,182.5,96.4,184.8,76.6
５人以上,平成30,2018,11月,95,119.8,116.3,84.9,76.3,94.9,104.7,91.4,95.7,98,105.8,88.5,185,98.2,178.5,80.6
５人以上,平成30,2018,12月,90,108.6,110.6,88.7,72.1,92.9,100,79.5,90.8,92.1,101.4,88.5,162.5,98.2,208.9,79
５人以上,平成26,2014,年平均（前年比（％））,0.6,-2.5,-2.7,-8.5,0.9,-4.8,1,4.1,30.1,-4,-3.9,30.3,3.3,1,-17.6,0.6
５人以上,平成27,2015,年平均（前年比（％））,0.4,3.5,-6.1,9.7,-4.7,21.1,4.7,2.7,4,-16.8,16.8,-21,1.4,-8.7,10.5,-3.9
