規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5889414,71031,77870,5883318,2101759,71003,74068,2097951
５人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×
５人以上,建設業,332942,3911,1383,335307,14056,425,653,13991
５人以上,製造業,527584,5885,4795,528590,48476,506,681,48385
５人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×
５人以上,情報通信業,776443,10288,6269,780455,35141,1173,1132,35189
５人以上,"運輸業,郵便業",398553,2489,4499,396542,65391,1263,575,66080
５人以上,"卸売業,小売業",1190620,13225,14873,1189187,472973,14112,11309,475561
５人以上,"金融業,保険業",368482,3540,4278,367743,28512,218,436,28295
５人以上,"不動産業,物品賃貸業",182018,2458,4757,179717,32892,504,649,32749
５人以上,"学術研究,専門・技術サービス業",353540,3322,3668,353174,33378,896,1094,33200
５人以上,"宿泊業,飲食サービス業",145563,4590,5824,144866,544831,22927,22950,544271
５人以上,"生活関連サービス業,娯楽業",125101,1956,1809,125096,112509,5673,5239,113095
５人以上,"教育,学習支援業",270835,2423,1859,271246,142957,5719,5147,143682
５人以上,"医療,福祉",474189,4370,7863,470315,266386,8845,7969,267643
５人以上,複合サービス事業,30123,149,117,30209,7198,179,73,7250
５人以上,サービス業（他に分類されないもの）,681184,12271,15754,678601,296133,8563,16154,287642
30人以上,調査産業計,4450675,51563,55587,4446458,1107622,32807,39304,1101318
30人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×
30人以上,建設業,216067,2283,891,217458,5785,41,97,5730
30人以上,製造業,397037,3944,3366,397613,27430,161,289,27304
30人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×
30人以上,情報通信業,685896,9305,5459,689735,23706,969,723,23959
30人以上,"運輸業,郵便業",336616,2489,3622,335482,54443,1263,319,55388
30人以上,"卸売業,小売業",817281,7719,9030,815897,214656,3198,3525,214402
30人以上,"金融業,保険業",301746,2929,3591,301083,24610,218,260,24569
30人以上,"不動産業,物品賃貸業",124538,1164,2533,123167,16342,329,299,16374
30人以上,"学術研究,専門・技術サービス業",258058,2319,2930,257428,21944,573,848,21688
30人以上,"宿泊業,飲食サービス業",72926,2089,1661,73332,154609,5373,7162,152842
30人以上,"生活関連サービス業,娯楽業",68040,681,1072,67497,57860,3186,2314,58884
30人以上,"教育,学習支援業",227161,2199,1633,227725,93407,4761,3616,94554
30人以上,"医療,福祉",335764,3571,5144,334190,140677,4564,3965,141277
30人以上,複合サービス事業,20331,38,117,20250,4314,24,73,4267
30人以上,サービス業（他に分類されないもの）,560003,10679,14416,556357,267207,8147,15807,259456
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年９月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
