規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5910215,78652,99428,5889918,2096161,76703,61913,2110472
５人以上,"鉱業,採石業,砂利採取業",1405,35,43,1397,－,1,0,1
５人以上,建設業,332195,5604,3012,334788,13234,428,347,13314
５人以上,製造業,515576,4256,6025,513644,50102,1029,473,50821
５人以上,電気・ガス・熱供給・水道業,33185,474,2593,31066,951,0,17,934
５人以上,情報通信業,780712,10160,12095,778778,33537,1610,955,34191
５人以上,"運輸業,郵便業",399087,9284,9168,399204,66615,2225,2030,66809
５人以上,"卸売業,小売業",1203357,12096,18250,1197105,467523,11228,9877,468972
５人以上,"金融業,保険業",369957,4364,5466,368856,29539,368,645,29261
５人以上,"不動産業,物品賃貸業",183353,2147,2205,183473,30593,1348,598,31165
５人以上,"学術研究,専門・技術サービス業",358978,4556,7835,355747,32499,664,861,32254
５人以上,"宿泊業,飲食サービス業",146226,2595,5854,143577,547372,25984,25902,546844
５人以上,"生活関連サービス業,娯楽業",125356,1169,2020,124505,110092,3973,2443,111622
５人以上,"教育,学習支援業",267336,1405,1042,267699,154773,4253,3220,155806
５人以上,"医療,福祉",474058,5592,5326,474522,268369,6488,4388,270271
５人以上,複合サービス事業,31576,134,218,31492,5631,226,47,5810
５人以上,サービス業（他に分類されないもの）,687858,14781,18276,684065,285331,16878,10110,292397
30人以上,調査産業計,4471293,62966,79495,4454308,1101210,36212,26932,1110946
30人以上,"鉱業,採石業,砂利採取業",1405,35,43,1397,－,1,0,1
30人以上,建設業,214055,4564,2220,216400,6050,67,145,5971
30人以上,製造業,385907,3421,4769,384394,29037,207,193,29216
30人以上,電気・ガス・熱供給・水道業,30015,474,2545,27944,657,0,17,640
30人以上,情報通信業,688293,8931,10182,687043,22330,1386,670,23045
30人以上,"運輸業,郵便業",336969,8966,8981,336955,55714,2225,1899,56039
30人以上,"卸売業,小売業",826627,8634,10713,824539,211456,3356,3450,211371
30人以上,"金融業,保険業",302679,3849,4420,302109,25213,368,432,25148
30人以上,"不動産業,物品賃貸業",124354,1570,1639,124301,16467,675,391,16735
30人以上,"学術研究,専門・技術サービス業",262747,4068,6886,259894,20903,394,650,20682
30人以上,"宿泊業,飲食サービス業",76106,760,3607,73259,152170,5644,5782,152032
30人以上,"生活関連サービス業,娯楽業",71596,850,1725,70721,55034,1906,1208,55732
30人以上,"教育,学習支援業",223913,921,981,223853,107120,1740,2604,106256
30人以上,"医療,福祉",337147,3552,3520,337210,141617,2075,1963,141698
30人以上,複合サービス事業,21644,43,116,21571,2944,75,14,3005
30人以上,サービス業（他に分類されないもの）,567836,12328,17148,562718,254498,16093,7514,263375
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年７月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
