規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5754768,364327,229700,5889301,2123605,136588,157730,2102557
５人以上,"鉱業,採石業,砂利採取業",1362,90,40,1412,3,0,0,3
５人以上,建設業,327275,11715,8460,330528,15908,340,683,15567
５人以上,製造業,509693,24965,12928,521871,53028,742,1073,52556
５人以上,電気・ガス・熱供給・水道業,28627,1225,152,29699,650,324,78,897
５人以上,情報通信業,766587,46758,26963,786325,33837,1293,3933,31254
５人以上,"運輸業,郵便業",393254,20387,13456,401008,70589,3237,4704,68299
５人以上,"卸売業,小売業",1156826,69503,42419,1183668,495878,17813,25299,488634
５人以上,"金融業,保険業",358390,28741,14787,372562,27888,1004,644,28030
５人以上,"不動産業,物品賃貸業",179397,11342,6418,184420,29324,840,1331,28734
５人以上,"学術研究,専門・技術サービス業",348424,17670,9890,354785,34596,1335,2906,34444
５人以上,"宿泊業,飲食サービス業",151192,8782,4514,155664,528252,35601,46443,517206
５人以上,"生活関連サービス業,娯楽業",121526,7962,4241,125054,114388,6475,9439,111617
５人以上,"教育,学習支援業",252273,21505,22583,251081,156243,31437,23517,164277
５人以上,"医療,福祉",471382,46374,35040,483345,260908,18350,20774,257855
５人以上,複合サービス事業,30122,4489,4506,30104,7031,131,160,7003
５人以上,サービス業（他に分類されないもの）,658438,42819,23303,677775,295082,17666,16746,296181
30人以上,調査産業計,4327753,301119,181426,4448021,1128631,81102,82821,1126337
30人以上,"鉱業,採石業,砂利採取業",1362,90,40,1412,3,0,0,3
30人以上,建設業,208816,8981,6746,211050,8723,50,168,8606
30人以上,製造業,379332,21788,11668,389512,35270,356,844,34722
30人以上,電気・ガス・熱供給・水道業,28627,1225,152,29699,650,324,78,897
30人以上,情報通信業,671475,42967,22988,691284,24642,1180,2798,23194
30人以上,"運輸業,郵便業",332603,19560,11956,341030,57213,3107,3975,55522
30人以上,"卸売業,小売業",798750,55968,30913,823809,220350,7028,8388,218986
30人以上,"金融業,保険業",294922,21740,12329,304551,23958,1004,561,24183
30人以上,"不動産業,物品賃貸業",120273,8366,4095,124559,16211,451,591,16056
30人以上,"学術研究,専門・技術サービス業",252161,14392,7309,259525,24648,1293,2807,22853
30人以上,"宿泊業,飲食サービス業",68895,5580,1898,72576,150836,10257,11782,149312
30人以上,"生活関連サービス業,娯楽業",64691,4076,2082,66324,62425,2880,4948,60718
30人以上,"教育,学習支援業",210808,16620,17745,209569,107496,24064,18267,113407
30人以上,"医療,福祉",333042,36690,28089,341645,135528,12278,13566,134238
30人以上,複合サービス事業,20333,3114,3008,20439,4125,0,14,4111
30人以上,サービス業（他に分類されないもの）,541663,39962,20408,561037,256553,16830,14034,259529
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年４月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
