事業所規模,産業,和暦年,西暦年,年平均・月,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,TL 調査産業計,平成25,2013,年平均,7170624,4312369,2858254,149495,79217,70278,147002,79747,67255,7173117,4311839,2861277,23.3,12.8,39.2
５人以上,TL 調査産業計,平成26,2014,年平均,7260718,4324756,2935962,153349,78862,74487,143719,75726,67994,7270348,4327892,2942455,23.7,13.1,39.3
５人以上,TL 調査産業計,平成27,2015,年平均,7266994,4327113,2939882,163454,84595,78858,159153,83562,75591,7271295,4328146,2943149,24.5,14,39.8
５人以上,TL 調査産業計,平成28,2016,年平均,7361871,4348643,3013228,172829,87561,85268,162179,84747,77432,7372521,4351457,3021064,24.7,14,40.1
５人以上,TL 調査産業計,平成29,2017,年平均,7485857,4396588,3089268,176456,90101,86356,166653,84990,81663,7495660,4401699,3093961,24.9,14.3,39.9
５人以上,TL 調査産業計,平成30,2018,年平均,7966404,4589012,3377392,179998,89815,90183,177387,91319,86068,7969015,4587508,3381507,26.4,15.7,41
５人以上,TL 調査産業計,平成30,2018,1月,7970387,4591600,3378787,117844,58456,59388,135219,65189,70030,7953012,4584867,3368145,26.6,15.8,41.4
５人以上,TL 調査産業計,平成30,2018,2月,7913308,4566775,3346533,132011,64834,67177,136531,70744,65787,7908788,4560865,3347923,26.9,16.1,41.6
５人以上,TL 調査産業計,平成30,2018,3月,7908788,4565218,3343570,153206,79336,73870,193132,99426,93706,7868862,4545128,3323734,26.7,16,41.4
５人以上,TL 調査産業計,平成30,2018,4月,7878373,4543861,3334512,500915,268918,231997,387430,211276,176154,7991858,4601503,3390355,26.3,15.5,40.9
５人以上,TL 調査産業計,平成30,2018,5月,8001239,4644125,3357114,206819,92972,113847,192473,96204,96269,8015585,4640893,3374692,26,15.2,40.8
５人以上,TL 調査産業計,平成30,2018,6月,8015584,4625544,3390040,159303,72054,87249,157841,82830,75011,8017046,4614768,3402278,25.9,15.3,40.2
５人以上,TL 調査産業計,平成30,2018,7月,8006376,4600947,3405429,155355,81338,74017,161341,85174,76167,8000390,4597111,3403279,26.4,15.6,40.9
５人以上,TL 調査産業計,平成30,2018,8月,8010285,4619653,3390632,134392,64635,69757,153504,72594,80910,7991173,4611694,3379479,26.3,15.7,40.7
５人以上,TL 調査産業計,平成30,2018,9月,7991173,4600829,3390344,142034,66885,75149,151938,73199,78739,7981269,4594515,3386754,26.3,15.6,40.8
５人以上,TL 調査産業計,平成30,2018,10月,7974727,4572834,3401893,186708,97561,89147,200931,108107,92824,7960504,4562288,3398216,26.5,15.7,40.9
５人以上,TL 調査産業計,平成30,2018,11月,7959165,4577491,3381674,142651,67894,74757,134371,66962,67409,7967445,4578423,3389022,26.3,15.6,40.7
５人以上,TL 調査産業計,平成30,2018,12月,7967446,4559271,3408175,128742,62901,65841,123938,64124,59814,7972250,4558048,3414202,26.6,15.7,41.2
５人以上,"C 鉱業,採石業,砂利採取業",平成25,2013,年平均,1727,1384,343,27,22,5,24,21,3,1730,1385,345,2.4,2.2,3.4
５人以上,"C 鉱業,採石業,砂利採取業",平成26,2014,年平均,1906,1501,405,36,30,7,29,25,4,1913,1506,408,2.7,2.6,3
５人以上,"C 鉱業,採石業,砂利採取業",平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成28,2016,年平均,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,1393,1032,360,31,24,7,35,27,8,1389,1029,359,0.1,0,0.3
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,1月,1421,1041,380,15,12,3,42,35,7,1394,1018,376,0.2,－,0.8
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,2月,1394,1017,377,16,16,0,54,41,13,1356,992,364,0.2,－,0.8
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,3月,1356,992,364,43,30,13,34,28,6,1365,994,371,0.2,－,0.8
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,4月,1365,994,371,90,73,17,40,28,12,1415,1039,376,0.2,－,0.8
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,5月,1415,1038,377,29,21,8,26,17,9,1418,1042,376,0.2,－,0.8
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,6月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,7月,1405,1083,322,36,30,6,43,30,13,1398,1083,315,0.1,0.1,－
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,8月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,9月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,10月,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ,ｘ
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,11月,1378,1056,322,38,35,3,45,38,7,1371,1053,318,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,12月,1371,1053,318,29,25,4,30,24,6,1370,1054,316,－,－,－
５人以上,D 建設業,平成25,2013,年平均,341231,290602,50629,4151,3428,722,4294,3635,659,341088,290395,50692,3.1,2,9.8
５人以上,D 建設業,平成26,2014,年平均,341583,290887,50696,4266,3410,856,4045,3311,734,341804,290986,50818,4.2,2.8,12
５人以上,D 建設業,平成27,2015,年平均,343131,290878,52253,4402,3604,798,4007,3301,705,343526,291181,52346,2.5,1.1,10.1
５人以上,D 建設業,平成28,2016,年平均,346158,293181,52977,4149,3393,756,3874,3235,639,346433,293339,53094,2.3,1.1,9.2
５人以上,D 建設業,平成29,2017,年平均,350239,291377,58862,3977,3247,730,3591,2965,625,350625,291659,58967,3,1.2,11.9
５人以上,D 建設業,平成30,2018,年平均,347189,283766,63422,3935,2935,1000,3784,3069,716,347340,283632,63706,4.3,2.5,12.3
５人以上,D 建設業,平成30,2018,1月,348780,289899,58881,1427,1028,399,4325,3858,467,345882,287069,58813,4.7,3,13.3
５人以上,D 建設業,平成30,2018,2月,345882,287012,58870,1892,1285,607,2678,2391,287,345096,285906,59190,5,3.2,13.9
