規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,466633,547223,335427,419968,492181,302401,386298,33670,46665,55042,33026
100～499人,459595,533844,340543,359793,421814,260348,335117,24676,99802,112030,80195
100人以上,463132,540587,337984,390034,457279,281383,360838,29196,73098,83308,56601
30～99人,358040,435790,257605,298480,361888,216571,279182,19298,59560,73902,41034
５～29人,264524,333482,187997,250653,314468,179834,238275,12378,13871,19014,8163
30人以上,429160,508774,309622,360438,428321,258514,334442,25996,68722,80453,51108
５人以上,378561,459698,267696,326697,396446,231392,304886,21811,51864,63252,36304
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年３月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
