規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.9,18.6,16.9,140.9,152.5,125,129.9,138.7,117.8,11,13.8,7.2
５人以上,"鉱業,採石業,砂利採取業",19.1,19.3,18.4,158.6,162.9,146.7,138.8,140.6,133.7,19.8,22.3,13
５人以上,建設業,19.7,20.1,18.2,170.3,175.4,147.9,150,152.6,138.5,20.3,22.8,9.4
５人以上,製造業,18.5,18.8,17.9,153.9,159.3,141.4,141.4,145.2,132.5,12.5,14.1,8.9
５人以上,電気・ガス・熱供給・水道業,18.7,18.7,18.8,168.6,171,156.2,145.8,146.2,143.8,22.8,24.8,12.4
５人以上,情報通信業,18.6,18.8,18,154.4,158.1,145,140.9,144,132.9,13.5,14.1,12.1
５人以上,"運輸業,郵便業",18.9,19.2,17.5,155.5,161.2,130.3,137.2,141.2,119.6,18.3,20,10.7
５人以上,"卸売業,小売業",17.9,18.6,17.1,139.2,150.2,124.7,130.8,140.2,118.4,8.4,10,6.3
５人以上,"金融業,保険業",19.4,19.8,18.8,157.6,167,147.1,141.2,147.6,134.1,16.4,19.4,13
５人以上,"不動産業,物品賃貸業",18.6,19.1,17.7,151.5,159,138.1,137.2,143.2,126.5,14.3,15.8,11.6
５人以上,"学術研究,専門・技術サービス業",18.5,19,17.5,154.1,161.3,139.5,138.9,144.3,128,15.2,17,11.5
５人以上,"宿泊業,飲食サービス業",14.7,15.9,13.7,103.9,123.1,88.4,96.3,110.8,84.5,7.6,12.3,3.9
５人以上,"生活関連サービス業,娯楽業",17.5,18.5,16.7,131.3,143.6,121.1,123,133.3,114.4,8.3,10.3,6.7
５人以上,"教育,学習支援業",16,16.7,15.4,116.2,121.4,112,109.4,113.5,106.1,6.8,7.9,5.9
５人以上,"医療,福祉",17.3,18.1,17,129.4,142.3,124,123.8,134.5,119.3,5.6,7.8,4.7
５人以上,複合サービス事業,19.3,19.6,18.9,157.2,166.4,142.4,142.8,147.9,134.7,14.4,18.5,7.7
５人以上,サービス業（他に分類されないもの）,18,18.4,17.5,139.6,148.1,128.5,129.9,136.1,121.7,9.7,12,6.8
30人以上,調査産業計,18.3,18.8,17.6,146.9,156.1,132.9,134.5,141.1,124.3,12.4,15,8.6
30人以上,"鉱業,採石業,砂利採取業",19.1,19.3,18.4,158.6,162.9,146.7,138.8,140.6,133.7,19.8,22.3,13
30人以上,建設業,19.8,20.2,18.1,173.9,177.8,153.6,149.5,151.3,140.4,24.4,26.5,13.2
30人以上,製造業,18.4,18.7,17.8,155.3,160.5,143.4,141.5,145.1,133,13.8,15.4,10.4
30人以上,電気・ガス・熱供給・水道業,18.7,18.7,18.8,168.6,171,156.2,145.8,146.2,143.8,22.8,24.8,12.4
30人以上,情報通信業,18.6,18.8,18.2,155,158.3,146.4,140.7,143.5,133.4,14.3,14.8,13
30人以上,"運輸業,郵便業",18.8,19.1,17.6,156.8,161.6,135.1,138.1,141.3,123.6,18.7,20.3,11.5
30人以上,"卸売業,小売業",18.6,19.1,18,147,156.2,133.4,137.9,145.6,126.5,9.1,10.6,6.9
30人以上,"金融業,保険業",19.3,19.8,18.8,158.4,167.2,148.2,140.4,146.5,133.4,18,20.7,14.8
30人以上,"不動産業,物品賃貸業",18.9,19.4,17.9,154.2,162,139.9,138.3,144.8,126.5,15.9,17.2,13.4
30人以上,"学術研究,専門・技術サービス業",18.5,19.1,17.3,156.3,163.1,141.3,139,144.1,127.9,17.3,19,13.4
30人以上,"宿泊業,飲食サービス業",15.6,16.3,15.1,111.5,125.8,100.1,104.2,114.8,95.7,7.3,11,4.4
30人以上,"生活関連サービス業,娯楽業",17.3,18.4,16.5,131.4,143.4,121.8,120.3,130.2,112.4,11.1,13.2,9.4
30人以上,"教育,学習支援業",16.5,17.5,15.7,121.6,130.2,114.3,113.9,120.9,107.9,7.7,9.3,6.4
30人以上,"医療,福祉",18.2,18.6,18,139.4,147.8,135.4,133,139.5,129.9,6.4,8.3,5.5
30人以上,複合サービス事業,19.3,19.4,19,159.6,167.1,136.3,142.2,147.5,125.8,17.4,19.6,10.5
30人以上,サービス業（他に分類されないもの）,18,18.3,17.6,139.6,147.8,129.7,129.6,135.3,122.7,10,12.5,7
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年５月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
