規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7534350,4400602,3133748,117713,59414,58299,138590,66416,72174,7513473,4393600,3119873,25.4,14.9,40.1
５人以上,建設業,352565,292667,59898,1593,1195,398,4045,3453,592,350113,290409,59704,2.7,1.3,9.9
５人以上,製造業,654856,470490,184366,6007,3856,2151,6275,3827,2448,654588,470519,184069,6.9,2.4,18.4
５人以上,電気・ガス・熱供給・水道業,19939,16023,3916,224,170,54,74,72,2,20089,16121,3968,1.1,1.3,0.6
５人以上,情報通信業,803587,596394,207193,7230,4652,2578,10633,7461,3172,800184,593585,206599,4.3,1.9,11.2
５人以上,"運輸業,郵便業",454559,357293,97266,8152,6425,1727,6948,5301,1647,455763,358417,97346,14.1,10.9,25.8
５人以上,"卸売業,小売業",1465109,807471,657638,22274,11718,10556,28412,13530,14882,1458971,805659,653312,30.6,17.4,46.8
５人以上,"金融業,保険業",396311,205165,191146,6505,2816,3689,5443,2371,3072,397373,205610,191763,8.2,1.9,15
５人以上,"不動産業,物品賃貸業",206314,132019,74295,1634,929,705,2160,1424,736,205788,131524,74264,14.1,6.8,26.9
５人以上,"学術研究,専門・技術サービス業",404933,273346,131587,4489,2070,2419,5192,2739,2453,404230,272677,131553,6.4,2.5,14.4
５人以上,"宿泊業,飲食サービス業",658344,293160,365184,19465,7808,11657,24878,10190,14688,652931,290778,362153,78,66.6,87.2
５人以上,"生活関連サービス業,娯楽業",235880,102814,133066,3442,1441,2001,9429,3847,5582,229893,100408,129485,46,39.7,50.9
５人以上,"教育,学習支援業",438018,213798,224220,7808,3462,4346,7471,2886,4585,438355,214374,223981,38.4,33.6,42.9
５人以上,"医療,福祉",602722,156508,446214,10675,4542,6133,10705,2784,7921,602692,158266,444426,36.2,22,41.2
５人以上,複合サービス事業,20198,9064,11134,208,69,139,280,2,278,20126,9131,10995,22.2,6.6,35.2
５人以上,サービス業（他に分類されないもの）,821015,474390,346625,18007,8261,9746,16645,6529,10116,822377,476122,346255,26,18.5,36.3
30人以上,調査産業計,5184575,3129596,2054979,74004,38187,35817,86813,42213,44600,5171766,3125570,2046196,19,10.4,32.2
30人以上,建設業,218333,185594,32739,953,727,226,2904,2630,274,216382,183691,32691,0.4,0.2,1.8
30人以上,製造業,493358,357158,136200,5170,3544,1626,5017,2848,2169,493511,357854,135657,5.2,1.5,15.1
30人以上,電気・ガス・熱供給・水道業,19939,16023,3916,224,170,54,74,72,2,20089,16121,3968,1.1,1.3,0.6
30人以上,情報通信業,676351,509117,167234,5345,3510,1835,8848,6118,2730,672848,506509,166339,3.3,1.2,9.8
30人以上,"運輸業,郵便業",373284,294890,78394,6163,4436,1727,5871,4428,1443,373576,294898,78678,12.2,10.8,17.7
30人以上,"卸売業,小売業",872543,502141,370402,10371,5518,4853,15772,6810,8962,867142,500849,366293,23.2,11,39.9
30人以上,"金融業,保険業",333198,173697,159501,5314,2540,2774,4149,1905,2244,334363,174332,160031,8.6,1.8,16
30人以上,"不動産業,物品賃貸業",131491,84161,47330,1164,459,705,1128,652,476,131527,83968,47559,12.3,5.7,23.9
30人以上,"学術研究,専門・技術サービス業",291080,203777,87303,2950,1599,1351,3614,2270,1344,290416,203106,87310,5.4,2.6,11.7
30人以上,"宿泊業,飲食サービス業",224319,96448,127871,5988,2442,3546,8105,3110,4995,222202,95780,126422,70.5,58.4,79.6
30人以上,"生活関連サービス業,娯楽業",125935,49373,76562,1259,600,659,4431,1933,2498,122763,48040,74723,44.5,38,48.7
30人以上,"教育,学習支援業",347279,174902,172377,5600,2251,3349,5430,2248,3182,347449,174905,172544,32.8,27.7,38.1
30人以上,"医療,福祉",400121,106037,294084,6436,2696,3740,6229,1555,4674,400328,107178,293150,31.2,18.9,35.7
30人以上,複合サービス事業,6349,3855,2494,69,69,0,73,2,71,6345,3922,2423,20.5,10.5,36.9
30人以上,サービス業（他に分類されないもの）,670995,372423,298572,16998,7626,9372,15168,5632,9536,672825,374417,298408,26.2,18.9,35.3
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年１月分（暫定版）,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
