規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,17.3,17.7,16.7,142.8,149.2,132.3,129.7,134.2,122.3,13.1,15,10
100～499人,17.5,18,16.7,141.2,150.3,126.4,129,135.4,118.5,12.2,14.9,7.9
100人以上,17.4,17.9,16.7,141.9,149.7,129.3,129.3,134.8,120.4,12.6,14.9,8.9
30～99人,17.6,18.6,16.3,137.3,153.3,117.3,126.4,138.8,110.9,10.9,14.5,6.4
５～29人,16.7,18,15.3,126.6,143.5,107.7,118.9,132.9,103.2,7.7,10.6,4.5
30人以上,17.5,18.1,16.5,140.5,150.8,125,128.4,136,117,12.1,14.8,8
５人以上,17.2,18.1,16.1,136.2,148.7,119.1,125.5,135.1,112.3,10.7,13.6,6.8
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年２月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
