規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5909239,56475,72463,5892487,2101046,77917,81041,2098686
５人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×
５人以上,建設業,334503,1321,2567,333258,13599,263,121,13740
５人以上,製造業,526844,4651,3374,527915,47516,924,501,48145
５人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×
５人以上,情報通信業,778553,7409,9467,776710,34416,2333,1660,34874
５人以上,"運輸業,郵便業",398796,2830,5007,396618,67217,2617,2509,67326
５人以上,"卸売業,小売業",1201437,9626,12858,1196945,464640,11628,10880,466648
５人以上,"金融業,保険業",370837,3459,4762,369302,27280,539,359,27692
５人以上,"不動産業,物品賃貸業",183790,2570,2404,184199,30848,655,549,30711
５人以上,"学術研究,専門・技術サービス業",356080,2697,3949,354833,31921,672,503,32085
５人以上,"宿泊業,飲食サービス業",141840,2506,4353,140218,548581,31031,29211,550176
５人以上,"生活関連サービス業,娯楽業",128312,1310,1613,128069,107815,5645,3859,109541
５人以上,"教育,学習支援業",264272,1323,2261,263537,159233,4446,13221,150255
５人以上,"医療,福祉",473851,3243,5489,471606,270942,4756,6728,268969
５人以上,複合サービス事業,31382,327,328,31381,5920,162,142,5940
５人以上,サービス業（他に分類されないもの）,686279,13142,13744,685658,290183,12246,10789,291659
30人以上,調査産業計,4462249,40462,52205,4450509,1112900,36289,41398,1107788
30人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×
30人以上,建設業,216673,765,1209,216230,5698,46,121,5622
30人以上,製造業,396696,3168,2686,397165,26809,668,188,27302
30人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×
30人以上,情報通信業,686807,6302,7073,686036,23281,1516,1231,23566
30人以上,"運輸業,郵便業",336629,2315,4069,334874,56365,1906,2087,56185
30人以上,"卸売業,小売業",821569,5484,8723,818292,214341,3159,3893,213645
30人以上,"金融業,保険業",303814,2748,3695,302871,23443,291,245,23485
30人以上,"不動産業,物品賃貸業",124627,880,1173,124339,16409,377,240,16541
30人以上,"学術研究,専門・技術サービス業",258750,1985,2640,258099,21826,467,386,21903
30人以上,"宿泊業,飲食サービス業",72722,999,1757,71962,152569,9910,6908,155573
30人以上,"生活関連サービス業,娯楽業",69669,431,694,69467,56784,1771,2061,56433
30人以上,"教育,学習支援業",221940,1065,2047,220956,108169,3185,11744,99612
30人以上,"医療,福祉",337219,1866,4032,335055,141689,2040,2341,141386
30人以上,複合サービス事業,21571,116,62,21625,3005,29,14,3020
30人以上,サービス業（他に分類されないもの）,564222,12277,12154,564326,261871,10924,9930,262884
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年８月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
