事業所規模,和暦年,西暦年,年平均・月,調査産業計／入職率(％),調査産業計／離職率(％),鉱業，採石業，砂利採取業／入職率(％),鉱業，採石業，砂利採取業／離職率(％),建設業／入職率(％),建設業／離職率(％),製造業／入職率(％),製造業／離職率(％),電気・ガス・熱供給・水道業／入職率(％),電気・ガス・熱供給・水道業／離職率(％),情報通信業／入職率(％),情報通信業／離職率(％),運輸業，郵便業／入職率(％),運輸業，郵便業／離職率(％),卸売業，小売業／入職率(％),卸売業，小売業／離職率(％),金融業，保険業／入職率(％),金融業，保険業／離職率(％),不動産業，物品賃貸業／入職率(％),不動産業，物品賃貸業／離職率(％),学術研究，専門・技術サービス業／入職率(％),学術研究，専門・技術サービス業／離職率(％),宿泊業，飲食サービス業／入職率(％),宿泊業，飲食サービス業／離職率(％),生活関連サービス業，娯楽業／入職率(％),生活関連サービス業，娯楽業／離職率(％),教育，学習支援業／入職率(％),教育，学習支援業／離職率(％),医療，福祉／入職率(％),医療，福祉／離職率(％),複合サービス事業／入職率(％),複合サービス事業／離職率(％),サービス業（他に分類されないもの）／入職率(％),サービス業（他に分類されないもの）／離職率(％)
５人以上,平成25,2013,年平均,2.09,2.05,1.63,1.49,1.22,1.26,1.17,1.3,1.17,4.05,1.16,1.22,1.66,1.64,1.72,1.84,1.93,1.97,1.52,1.66,2.67,1.91,4.14,3.95,2.86,2.78,3.8,3.49,2.12,2,1.71,2.12,2.44,2.23
５人以上,平成26,2014,年平均,2.12,1.98,1.92,1.52,1.25,1.18,1.2,1.2,1.37,1.66,1.37,1.06,1.7,1.59,1.81,1.79,1.7,1.74,1.8,1.71,2.47,2.09,4.28,4.02,2.6,2.34,3.39,3.28,2.06,1.89,1.6,1.82,2.47,2.29
５人以上,平成27,2015,年平均,2.26,2.19,－,－,1.29,1.17,1.33,1.34,1.41,1.59,1.61,1.6,1.9,1.79,1.93,1.97,1.76,1.65,1.99,2.02,1.8,1.36,4.34,4.26,2.78,2.79,3.71,3.64,2.56,2.42,2.3,1.83,2.66,2.56
５人以上,平成28,2016,年平均,2.35,2.21,－,－,1.2,1.12,1.27,1.2,1.27,1,1.58,1.47,1.83,1.9,2.14,1.98,1.8,1.64,2.32,1.96,1.6,1.41,4.89,4.7,3.51,3.3,3.54,3.26,2.52,2.24,2.03,1.93,2.83,2.73
５人以上,平成29,2017,年平均,2.36,2.23,－,－,1.14,1.03,1.22,1.18,1.8,1.04,1.75,1.46,1.77,1.73,2.09,2.01,1.79,1.72,1.89,1.78,1.46,1.42,4.8,4.69,3.62,3.35,3.72,3.61,2.37,2.22,2.15,2.29,3.13,2.83
５人以上,平成30,2018,年平均,2.26,2.23,2.22,2.52,1.14,1.09,1.26,1.22,1.21,1.62,1.6,1.6,1.79,1.81,1.92,1.92,1.76,1.6,1.82,1.74,1.54,1.44,4.8,4.76,3.05,3.26,2.85,2.84,2.31,2.24,2.15,2.27,2.98,2.86
５人以上,平成30,2018,1月,1.48,1.7,1.06,2.96,0.41,1.24,0.86,1.02,0.68,0.35,0.85,1.18,1.51,1.33,1.42,1.6,1.77,1.34,0.96,1.05,1.24,1.21,2.68,3.55,1.73,3.31,0.85,0.89,1.88,2.05,1.71,2.76,1.98,1.87
５人以上,平成30,2018,2月,1.67,1.73,1.15,3.87,0.55,0.77,0.56,0.97,0.12,1.42,1.13,1.09,1.52,1.35,1.52,1.5,0.97,1.26,0.76,1.23,1.18,1.12,3.82,4.34,3.61,2.91,0.64,0.9,1.6,1.66,1.66,2.41,2.71,2.39
５人以上,平成30,2018,3月,1.94,2.44,3.17,2.51,0.88,1.43,0.98,1.02,0.29,0.1,1.18,1.3,1.96,1.45,1.66,2.03,0.88,1.65,1.09,0.96,0.83,1.41,5.03,5.85,2.98,5.54,1.18,4.69,1.82,2.14,0.51,2.32,3.08,2.96
５人以上,平成30,2018,4月,6.36,4.92,6.59,2.93,3.51,2.66,4.57,2.49,5.29,0.79,6,3.86,5.09,3.92,5.28,4.1,7.7,3.99,5.84,3.71,4.96,3.34,6.53,7.5,6.12,5.8,12.96,11.28,8.84,7.62,12.44,12.56,6.34,4.2
５人以上,平成30,2018,5月,2.58,2.41,2.05,1.84,0.96,1.11,1.11,0.93,0.57,2.32,1.5,1.55,1.45,1.47,2.21,2.27,1.3,1.34,2.67,2.07,1.77,1.23,6.71,5.96,3.66,3.59,4.19,3.14,2.31,2.15,1.2,0.72,3.47,3.31
５人以上,平成30,2018,6月,1.99,1.97,ｘ,ｘ,0.89,0.94,0.76,1.54,ｘ,ｘ,1.06,1.42,1.51,2.27,1.79,1.81,1.16,1.4,1.36,1.58,1.31,1.27,6,3.79,2.23,2.82,2.02,1.46,1.38,1.38,0.86,1.06,2.75,2.99
５人以上,平成30,2018,7月,1.94,2.02,2.56,3.06,1.75,0.97,0.93,1.15,1.39,7.65,1.45,1.6,2.47,2.4,1.4,1.68,1.18,1.53,1.63,1.31,1.33,2.22,4.12,4.58,2.18,1.9,1.34,1.01,1.63,1.31,0.97,0.71,3.25,2.92
５人以上,平成30,2018,8月,1.68,1.92,ｘ,ｘ,0.46,0.77,0.97,0.67,ｘ,ｘ,1.2,1.37,1.17,1.61,1.28,1.42,1,1.29,1.5,1.38,0.87,1.15,4.86,4.86,2.95,2.32,1.36,3.66,1.07,1.64,1.31,1.26,2.6,2.51
５人以上,平成30,2018,9月,1.78,1.9,ｘ,ｘ,1.25,0.59,1.11,0.95,ｘ,ｘ,1.41,0.91,0.81,1.09,1.64,1.57,0.95,1.19,1.38,2.52,1.09,1.23,3.99,4.17,3.21,2.97,1.97,1.69,1.78,2.14,0.88,0.51,2.13,3.26
５人以上,平成30,2018,10月,2.34,2.52,ｘ,ｘ,1.8,1.26,1.5,1.84,ｘ,ｘ,1.47,1.85,1.5,2.07,2.11,2.03,2.35,2.24,2.15,2.41,1.66,1.46,4.1,5.1,3.17,3.59,4.35,3.26,1.86,2.05,1.9,1.15,3.01,3.6
５人以上,平成30,2018,11月,1.79,1.69,2.76,3.27,0.56,0.71,0.95,0.95,0.17,0.8,0.95,1.59,1.32,1.44,1.43,1.57,1.07,0.99,1.37,1.23,1.12,0.96,5.04,3.94,2.07,2.42,2.01,0.89,2.05,1.66,0.83,0.39,2.4,2.24
５人以上,平成30,2018,12月,1.62,1.56,2.12,2.19,0.63,0.64,0.82,1.15,1.64,2.28,0.99,1.5,1.16,1.3,1.31,1.45,0.74,0.99,1.08,1.39,1.17,0.66,4.69,3.51,2.67,1.89,1.37,1.24,1.51,1.13,1.49,1.35,2.09,2.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成30年年報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第12－１表　産業別労働異動率（事業所規模５人以上）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
