規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,573207,471592,432046,39546,101615,163869,159860,149992,9868,4009
100～499人,461947,411013,380674,30339,50934,130501,127474,122080,5394,3027
100人以上,518129,441603,406615,34988,76526,146173,142685,135190,7495,3488
30～99人,410107,384793,357205,27588,25314,105244,103226,100305,2921,2018
５～29人,395238,362054,343762,18292,33184,94876,94334,91892,2442,542
30人以上,487361,425422,392542,32880,61939,127312,124501,119113,5388,2811
５人以上,464826,409921,380609,29312,54905,111905,110172,106184,3988,1733
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年１１月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
