規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,16.7,17.4,15.7,131.9,143.5,115.6,121.5,130.5,108.9,10.4,13,6.7
５人以上,建設業,18,18.2,16.7,155.4,159.1,136.5,138.2,139.9,129.5,17.2,19.2,7
５人以上,製造業,17.1,17.4,16.5,141.6,146.6,129.2,130.7,134.4,121.4,10.9,12.2,7.8
５人以上,電気・ガス・熱供給・水道業,16.8,16.9,16.6,142.8,143.4,140.4,132.3,132.5,131.6,10.5,10.9,8.8
５人以上,情報通信業,17.4,17.7,16.8,147.2,150.6,137.3,132.7,135.3,125.2,14.5,15.3,12.1
５人以上,"運輸業,郵便業",18.2,18.7,16.6,153.6,160.9,126.9,136.7,141.7,118.4,16.9,19.2,8.5
５人以上,"卸売業,小売業",16.9,17.6,16,131.3,142.8,117,123.1,132.8,111,8.2,10,6
５人以上,"金融業,保険業",17.5,18.1,16.9,144.5,155.5,132.6,129.3,136.4,121.7,15.2,19.1,10.9
５人以上,"不動産業,物品賃貸業",17.6,18.1,16.6,143,152,127.1,130.2,137.5,117.4,12.8,14.5,9.7
５人以上,"学術研究,専門・技術サービス業",16.8,17.3,15.8,137.7,143.1,126.4,125.2,129.1,117,12.5,14,9.4
５人以上,"宿泊業,飲食サービス業",14.2,15.4,13.2,98.4,116.9,83.5,91.6,106,80,6.8,10.9,3.5
５人以上,"生活関連サービス業,娯楽業",16.3,17.3,15.5,123.6,133.2,116.3,116.8,125.4,110.2,6.8,7.8,6.1
５人以上,"教育,学習支援業",14.5,14.9,14.1,103.5,105.6,101.6,98.6,100.6,96.8,4.9,5,4.8
５人以上,"医療,福祉",16,16.8,15.7,115.2,130.3,109.9,109.9,123.8,105,5.3,6.5,4.9
５人以上,複合サービス事業,16.7,16.9,16.5,129.9,135.8,125.1,123,125.9,120.6,6.9,9.9,4.5
５人以上,サービス業（他に分類されないもの）,17.1,17.7,16.3,133.1,143.3,119.2,123.2,130.9,112.7,9.9,12.4,6.5
30人以上,調査産業計,17,17.6,16.2,136.6,146.4,121.5,125.1,132.4,113.9,11.5,14,7.6
30人以上,建設業,17.8,18,16.7,157.2,159.7,143.1,137.6,138.3,133.7,19.6,21.4,9.4
30人以上,製造業,17.2,17.4,16.5,143.5,148.3,131.1,131.5,135,122.3,12,13.3,8.8
30人以上,電気・ガス・熱供給・水道業,16.8,16.9,16.6,142.8,143.4,140.4,132.3,132.5,131.6,10.5,10.9,8.8
30人以上,情報通信業,17.5,17.7,16.8,148.2,151.6,138.1,132.7,135.2,125.2,15.5,16.4,12.9
30人以上,"運輸業,郵便業",18.2,18.7,16.5,155.3,161.8,130.8,138.7,143.3,121.5,16.6,18.5,9.3
30人以上,"卸売業,小売業",17.5,18,16.8,137.9,147.7,124.6,129.2,137.2,118.3,8.7,10.5,6.3
30人以上,"金融業,保険業",17.3,18,16.6,143.7,154.7,131.8,127.5,134.7,119.7,16.2,20,12.1
30人以上,"不動産業,物品賃貸業",17.5,18.1,16.3,140.9,150.8,123.6,128.3,136.5,113.8,12.6,14.3,9.8
30人以上,"学術研究,専門・技術サービス業",16.7,17.2,15.5,138.3,143.5,126.3,124.2,128.2,115,14.1,15.3,11.3
30人以上,"宿泊業,飲食サービス業",15.1,16.1,14.4,104.9,121.2,92.5,97.2,108.8,88.4,7.7,12.4,4.1
30人以上,"生活関連サービス業,娯楽業",15.8,16.7,15.3,122.7,130.5,117.6,113.5,119.9,109.3,9.2,10.6,8.3
30人以上,"教育,学習支援業",14.7,15,14.4,105.6,107.5,103.6,101.4,102.9,99.9,4.2,4.6,3.7
30人以上,"医療,福祉",16.8,17.3,16.6,121.6,134.6,116.8,115.3,127.5,110.9,6.3,7.1,5.9
30人以上,複合サービス事業,17.5,17,18.4,131.1,128.8,134.7,124.8,121.1,130.5,6.3,7.7,4.2
30人以上,サービス業（他に分類されないもの）,17.2,17.9,16.4,134,144.8,120.5,123.7,131.7,113.7,10.3,13.1,6.8
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年１月分（暫定版）,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
