規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7878373,4543861,3334512,500915,268918,231997,387430,211276,176154,7991858,4601503,3390355,26.3,15.5,40.9
５人以上,"鉱業,採石業,砂利採取業",1365,994,371,90,73,17,40,28,12,1415,1039,376,0.2,－,0.8
５人以上,建設業,343183,281096,62087,12055,8605,3450,9143,7379,1764,346095,282322,63773,4.5,2.8,11.9
５人以上,製造業,562721,395030,167691,25707,17870,7837,14001,10145,3856,574427,402755,171672,9.1,3.4,22.6
５人以上,電気・ガス・熱供給・水道業,29277,24398,4879,1549,1237,312,230,213,17,30596,25422,5174,2.9,1.5,10.1
５人以上,情報通信業,800424,585997,214427,48051,31667,16384,30896,23362,7534,817579,594302,223277,3.8,1.8,9.3
５人以上,"運輸業,郵便業",463843,366795,97048,23624,17547,6077,18160,13420,4740,469307,370922,98385,14.6,11.4,26.4
５人以上,"卸売業,小売業",1652704,927191,725513,87316,49691,37625,67718,39067,28651,1672302,937815,734487,29.2,16,46.2
５人以上,"金融業,保険業",386278,204897,181381,29745,16449,13296,15431,9985,5446,400592,211361,189231,7,2,12.6
５人以上,"不動産業,物品賃貸業",208721,134404,74317,12182,7679,4503,7749,5017,2732,213154,137066,76088,13.5,7.8,23.8
５人以上,"学術研究,専門・技術サービス業",383020,252514,130506,19005,12724,6281,12796,8478,4318,389229,256760,132469,8.8,4.3,17.6
５人以上,"宿泊業,飲食サービス業",679444,302715,376729,44383,20638,23745,50957,24426,26531,672870,298927,373943,76.9,65,86.3
５人以上,"生活関連サービス業,娯楽業",235914,111790,124124,14437,5761,8676,13680,6048,7632,236671,111503,125168,47.2,40,53.6
５人以上,"教育,学習支援業",408516,183256,225260,52942,25727,27215,46100,21515,24585,415358,187468,227890,39.6,33.8,44.3
５人以上,"医療,福祉",732290,210085,522205,64724,19776,44948,55814,17324,38490,741200,212537,528663,34.8,23.4,39.4
５人以上,複合サービス事業,37153,22048,15105,4620,3014,1606,4666,3191,1475,37107,21871,15236,18.9,5.5,38
５人以上,サービス業（他に分類されないもの）,953520,540651,412869,60485,30460,30025,40049,21678,18371,973956,549433,424523,30.4,20.1,43.7
30人以上,調査産業計,5456384,3273190,2183194,382221,212632,169589,264247,152222,112025,5574358,3333600,2240758,20.2,11.1,33.7
30人以上,"鉱業,採石業,砂利採取業",1365,994,371,90,73,17,40,28,12,1415,1039,376,0.2,－,0.8
30人以上,建設業,217539,181923,35616,9031,6988,2043,6914,5643,1271,219656,183268,36388,3.9,2.9,8.9
30人以上,製造業,414602,290513,124089,22144,15775,6369,12512,8909,3603,424234,297379,126855,8.2,2.8,20.8
30人以上,電気・ガス・熱供給・水道業,29277,24398,4879,1549,1237,312,230,213,17,30596,25422,5174,2.9,1.5,10.1
30人以上,情報通信業,696117,514374,181743,44147,29482,14665,25786,20291,5495,714478,523565,190913,3.2,1.4,8.3
30人以上,"運輸業,郵便業",389816,307844,81972,22667,16905,5762,15931,11920,4011,396552,312829,83723,14,12,21.7
30人以上,"卸売業,小売業",1019100,604220,414880,62996,37713,25283,39301,25734,13567,1042795,616199,426596,21,8.6,38.9
30人以上,"金融業,保険業",318880,171342,147538,22744,13356,9388,12890,8650,4240,328734,176048,152686,7.4,2,13.5
30人以上,"不動産業,物品賃貸業",136484,88236,48248,8817,5290,3527,4686,2967,1719,140615,90559,50056,11.4,7.2,19.1
30人以上,"学術研究,専門・技術サービス業",276809,189479,87330,15685,10269,5416,10116,6796,3320,282378,192952,89426,8.1,4.1,16.8
30人以上,"宿泊業,飲食サービス業",219731,95885,123846,15837,6708,9129,13680,6857,6823,221888,95736,126152,67.3,54.2,77.2
30人以上,"生活関連サービス業,娯楽業",127116,59191,67925,6956,2892,4064,7030,3451,3579,127042,58632,68410,47.8,41.3,53.3
30人以上,"教育,学習支援業",318304,147619,170685,40684,19579,21105,36012,17787,18225,322976,149411,173565,35.1,27.2,41.9
30人以上,"医療,福祉",468570,144792,323778,48968,15712,33256,41655,13086,28569,475883,147418,328465,28.2,19.9,31.9
30人以上,複合サービス事業,24458,17450,7008,3114,2364,750,3022,2445,577,24550,17369,7181,16.7,5.5,44
30人以上,サービス業（他に分類されないもの）,798216,434930,363286,56792,28289,28503,34442,17445,16997,820566,445774,374792,31.6,21.3,43.9
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年４月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
