規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7908788,4565218,3343570,153206,79336,73870,193132,99426,93706,7868862,4545128,3323734,26.7,16,41.4
５人以上,"鉱業,採石業,砂利採取業",1356,992,364,43,30,13,34,28,6,1365,994,371,0.2,－,0.8
５人以上,建設業,345096,284412,60684,3023,2444,579,4936,4111,825,343183,282745,60438,4.7,3,12.8
５人以上,製造業,567556,399572,167984,5557,4002,1555,5772,3859,1913,567341,399715,167626,9,3.3,22.5
５人以上,電気・ガス・熱供給・水道業,29221,24576,4645,84,82,2,28,8,20,29277,24650,4627,1.9,1.1,6.3
５人以上,情報通信業,801378,587016,214362,9476,5397,4079,10430,7028,3402,800424,585385,215039,4.1,1.9,10.3
５人以上,"運輸業,郵便業",461483,363926,97557,9032,5926,3106,6672,4021,2651,463843,365831,98012,16,12.4,29.5
５人以上,"卸売業,小売業",1658685,934238,724447,27614,15572,12042,33595,17635,15960,1652704,932175,720529,29.7,16.5,46.8
５人以上,"金融業,保険業",389280,203731,185549,3435,1298,2137,6437,3261,3176,386278,201768,184510,7.7,2.3,13.5
５人以上,"不動産業,物品賃貸業",208456,135712,72744,2271,989,1282,2006,1072,934,208721,135629,73092,15.6,11,24
５人以上,"学術研究,専門・技術サービス業",385250,254798,130452,3199,1804,1395,5429,3264,2165,383020,253338,129682,8.9,3.9,18.7
５人以上,"宿泊業,飲食サービス業",685042,303898,381144,34461,17864,16597,40059,19584,20475,679444,302178,377266,78.5,67.2,87.5
５人以上,"生活関連サービス業,娯楽業",242111,114020,128091,7216,3718,3498,13413,6077,7336,235914,111661,124253,45.9,39.2,51.9
５人以上,"教育,学習支援業",423370,197362,226008,4999,1585,3414,19853,11361,8492,408516,187586,220930,38.4,31.5,44.2
５人以上,"医療,福祉",734651,207301,527350,13373,3931,9442,15734,4509,11225,732290,206723,525567,36,24.4,40.5
５人以上,複合サービス事業,23445,12642,10803,120,58,62,543,375,168,23022,12325,10697,15.1,2.1,30.1
５人以上,サービス業（他に分類されないもの）,952408,541022,411386,29303,14636,14667,28191,13233,14958,953520,542425,411095,29.1,20.2,40.7
30人以上,調査産業計,5481793,3288738,2193055,88882,46641,42241,123802,64406,59396,5446873,3270973,2175900,20.1,11.2,33.5
30人以上,"鉱業,採石業,砂利採取業",1356,992,364,43,30,13,34,28,6,1365,994,371,0.2,－,0.8
30人以上,建設業,218722,185126,33596,1379,1110,269,2562,2221,341,217539,184015,33524,3.9,2.9,9.2
30人以上,製造業,419092,295388,123704,4465,3135,1330,4335,3104,1231,419222,295419,123803,7.7,2.6,20
30人以上,電気・ガス・熱供給・水道業,29221,24576,4645,84,82,2,28,8,20,29277,24650,4627,1.9,1.1,6.3
30人以上,情報通信業,697069,515010,182059,8183,4663,3520,9135,6285,2850,696117,513388,182729,3.3,1.2,9.2
30人以上,"運輸業,郵便業",387615,305817,81798,7602,4831,2771,5401,3326,2075,389816,307322,82494,15.1,12.7,24.1
30人以上,"卸売業,小売業",1023121,606728,416393,11453,6845,4608,15474,9028,6446,1019100,604545,414555,21.2,8.8,39.2
30人以上,"金融業,保険業",321108,169384,151724,2403,891,1512,4631,2222,2409,318880,168053,150827,8.1,2.4,14.4
30人以上,"不動産業,物品賃貸業",136263,87374,48889,1552,925,627,1331,797,534,136484,87502,48982,11.8,7.3,19.9
30人以上,"学術研究,専門・技術サービス業",278317,190219,88098,2340,1294,1046,3848,2223,1625,276809,189290,87519,9,4.4,18.8
30人以上,"宿泊業,飲食サービス業",223574,98087,125487,9023,4265,4758,12866,6012,6854,219731,96340,123391,68.8,55.9,78.8
30人以上,"生活関連サービス業,娯楽業",132986,62396,70590,4409,2368,2041,10279,4329,5950,127116,60435,66681,44.2,38.3,49.5
30人以上,"教育,学習支援業",332994,159674,173320,2012,679,1333,16702,9634,7068,318304,150719,167585,33.5,25.2,40.9
30人以上,"医療,福祉",472126,143186,328940,7320,2365,4955,10876,2898,7978,468570,142653,325917,29.4,20.8,33.1
30人以上,複合サービス事業,10567,7839,2728,63,58,5,303,264,39,10327,7633,2694,3.9,1.2,11.7
30人以上,サービス業（他に分類されないもの）,797662,436942,360720,26551,13100,13451,25997,12027,13970,798216,438015,360201,29.7,20.8,40.5
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年３月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
