規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.1,19,17,142.7,155.4,125.6,131.8,141.7,118.4,10.9,13.7,7.2
５人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×,×
５人以上,建設業,21,21.5,18.5,180,187.1,148.8,158.7,163.1,139.4,21.3,24,9.4
５人以上,製造業,19,19.4,18.1,158.3,165.2,143.2,145.6,150.7,134.3,12.7,14.5,8.9
５人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×,×
５人以上,情報通信業,18.9,19.2,18.1,157.5,161.9,146.1,143.4,147,134,14.1,14.9,12.1
５人以上,"運輸業,郵便業",18.9,19.2,17.7,156.3,161.9,134,138.8,142.4,124.4,17.5,19.5,9.6
５人以上,"卸売業,小売業",18.2,19,17.1,140.9,153.1,124.8,132.3,142.5,118.9,8.6,10.6,5.9
５人以上,"金融業,保険業",19.5,20.1,19,158.5,168.2,148.2,141.8,148,135.2,16.7,20.2,13
５人以上,"不動産業,物品賃貸業",18.8,19.6,17.5,152.4,163,134.8,139.5,147.7,125.9,12.9,15.3,8.9
５人以上,"学術研究,専門・技術サービス業",18.9,19.3,18.1,153.2,159.1,141.8,139.7,144.2,130.9,13.5,14.9,10.9
５人以上,"宿泊業,飲食サービス業",14.3,15.3,13.4,97.3,113.5,84.7,90.1,103.4,79.7,7.2,10.1,5
５人以上,"生活関連サービス業,娯楽業",17.1,18.2,16.2,127.5,142.3,114.7,120,132.9,108.9,7.5,9.4,5.8
５人以上,"教育,学習支援業",16.5,17.4,15.8,121.5,127.9,116.1,114.2,119.7,109.6,7.3,8.2,6.5
５人以上,"医療,福祉",17.4,18.3,17.1,130,144.5,124.6,124.6,137.1,119.9,5.4,7.4,4.7
５人以上,複合サービス事業,20,20.4,19.3,163.1,174.4,144.8,148.5,156.5,135.5,14.6,17.9,9.3
５人以上,サービス業（他に分類されないもの）,18.7,19.3,17.9,144.5,154.3,132.1,135,142.7,125.2,9.5,11.6,6.9
30人以上,調査産業計,18.6,19.3,17.7,149,159.5,133.8,136.5,144.3,125.2,12.5,15.2,8.6
30人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×,×
30人以上,建設業,21,21.6,18.3,185.3,191,155.8,159.2,162.5,142.2,26.1,28.5,13.6
30人以上,製造業,18.8,19.2,18,158.9,164.8,145.9,144.9,149.2,135.6,14,15.6,10.3
30人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,情報通信業,18.9,19.2,18.2,158.6,162.3,148.3,143.7,146.8,135.2,14.9,15.5,13.1
30人以上,"運輸業,郵便業",18.8,19.1,17.3,156.2,162.3,132.9,138.2,142.2,123,18,20.1,9.9
30人以上,"卸売業,小売業",18.8,19.4,18,147.2,157.4,132.4,137.7,146.1,125.5,9.5,11.3,6.9
30人以上,"金融業,保険業",19.5,20.1,18.8,158.6,168.7,147.6,140.7,147.5,133.2,17.9,21.2,14.4
30人以上,"不動産業,物品賃貸業",18.9,19.5,17.8,153.7,163.2,137.3,138.4,145.7,125.9,15.3,17.5,11.4
30人以上,"学術研究,専門・技術サービス業",18.7,19.2,17.8,154.8,160.4,142.5,139.3,143.7,129.7,15.5,16.7,12.8
30人以上,"宿泊業,飲食サービス業",15.7,16.4,15.2,113,126,103.3,103.2,113.9,95.2,9.8,12.1,8.1
30人以上,"生活関連サービス業,娯楽業",16.9,17.9,16.2,127,139.3,118.2,116.9,127.1,109.5,10.1,12.2,8.7
30人以上,"教育,学習支援業",17.1,18.2,16.2,126.8,135.6,119.3,119.8,127,113.6,7,8.6,5.7
30人以上,"医療,福祉",18.2,18.7,18,139.7,149.8,135,133.3,141.6,129.5,6.4,8.2,5.5
30人以上,複合サービス事業,20.4,20.5,20.1,167.5,175.9,143.5,150.3,156.7,131.9,17.2,19.2,11.6
30人以上,サービス業（他に分類されないもの）,18.6,19.3,17.9,144.5,154.9,132.4,134.4,142.5,125.1,10.1,12.4,7.3
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年１０月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
