規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7970387,4591600,3378787,117844,58456,59388,135219,65189,70030,7953012,4584867,3368145,26.6,15.8,41.4
５人以上,"鉱業,採石業,砂利採取業",1421,1041,380,15,12,3,42,35,7,1394,1018,376,0.2,0,0.8
５人以上,建設業,348780,289899,58881,1427,1028,399,4325,3858,467,345882,287069,58813,4.7,3,13.3
５人以上,製造業,570785,404957,165828,4882,2951,1931,5800,3669,2131,569867,404239,165628,9,3.3,22.9
５人以上,電気・ガス・熱供給・水道業,29504,24440,5064,202,202,0,102,100,2,29604,24542,5062,1.9,1,6.4
５人以上,情報通信業,803667,588663,215004,6847,4342,2505,9471,6101,3370,801043,586904,214139,4,1.7,10.1
５人以上,"運輸業,郵便業",459899,357122,102777,6931,5186,1745,6110,3984,2126,460720,358324,102396,17.3,12.6,33.6
５人以上,"卸売業,小売業",1661229,932759,728470,23651,12736,10915,26561,15378,11183,1658319,930117,728202,29.5,16,46.8
５人以上,"金融業,保険業",388734,205081,183653,6864,3732,3132,5197,2637,2560,390401,206176,184225,7.1,2.2,12.7
５人以上,"不動産業,物品賃貸業",209631,136136,73495,2011,1237,774,2202,1400,802,209440,135973,73467,16.9,12,26
５人以上,"学術研究,専門・技術サービス業",384935,255741,129194,4771,2703,2068,4655,2571,2084,385051,255873,129178,8.9,4,18.6
５人以上,"宿泊業,飲食サービス業",694603,311174,383429,18620,7430,11190,24627,10709,13918,688596,307895,380701,77.2,65.3,86.8
５人以上,"生活関連サービス業,娯楽業",244295,114912,129383,4226,1886,2340,8097,3297,4800,240424,113501,126923,50.3,43.4,56.5
５人以上,"教育,学習支援業",424653,197174,227479,3614,1578,2036,3775,1255,2520,424492,197497,226995,39.7,33.4,45.1
５人以上,"医療,福祉",776021,218789,557232,14622,4637,9985,15887,2640,13247,774756,220786,553970,35.3,21.5,40.8
５人以上,複合サービス事業,23873,12844,11029,408,74,334,658,42,616,23623,12876,10747,14.7,2,29.9
５人以上,サービス業（他に分類されないもの）,948357,540868,407489,18753,8722,10031,17710,7513,10197,949400,542077,407323,26.7,19.2,36.8
30人以上,調査産業計,5538929,3308845,2230084,72250,36846,35404,81060,40013,41047,5530119,3305678,2224441,20.2,11.2,33.5
30人以上,"鉱業,採石業,砂利採取業",1421,1041,380,15,12,3,42,35,7,1394,1018,376,0.2,0,0.8
30人以上,建設業,222434,189116,33318,825,588,237,3251,3083,168,220008,186621,33387,3.8,3,8.5
30人以上,製造業,421535,299516,122019,4144,2650,1494,4668,2823,1845,421011,299343,121668,7.9,2.6,21
30人以上,電気・ガス・熱供給・水道業,29504,24440,5064,202,202,0,102,100,2,29604,24542,5062,1.9,1,6.4
30人以上,情報通信業,698418,516982,181436,5327,3421,1906,7975,4961,3014,695770,515442,180328,3.1,1.1,8.9
30人以上,"運輸業,郵便業",386279,300855,85424,5167,3422,1745,5155,3210,1945,386291,301067,85224,16.2,12.8,28.4
30人以上,"卸売業,小売業",1028619,609181,419438,10559,6200,4359,12742,7891,4851,1026436,607490,418946,21.1,8.6,39.3
30人以上,"金融業,保険業",320884,171165,149719,5505,3331,2174,3729,2093,1636,322660,172403,150257,7.3,2.1,13.3
30人以上,"不動産業,物品賃貸業",136115,87598,48517,1583,809,774,1262,697,565,136436,87710,48726,13.1,8.4,21.6
30人以上,"学術研究,専門・技術サービス業",277551,191469,86082,3431,2293,1138,3017,2053,964,277965,191709,86256,8.7,4.6,17.7
30人以上,"宿泊業,飲食サービス業",227887,100178,127709,4474,1613,2861,7078,3185,3893,225283,98606,126677,67.6,54.6,77.6
30人以上,"生活関連サービス業,娯楽業",135341,62116,73225,1980,1081,899,3211,1463,1748,134110,61734,72376,52.2,45.8,57.7
30人以上,"教育,学習支援業",335020,158216,176804,1482,409,1073,1805,639,1166,334697,157986,176711,34.3,26.7,41.1
30人以上,"医療,福祉",514942,153929,361013,9563,2693,6870,10414,1155,9259,514091,155467,358624,29.8,18.2,34.9
30人以上,複合サービス事業,10785,7923,2862,288,74,214,478,42,436,10595,7955,2640,4.4,1.2,13.9
30人以上,サービス業（他に分類されないもの）,792194,435120,357074,17705,8048,9657,16131,6583,9548,793768,436585,357183,27.1,19.8,36.1
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年１月分（確報）,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
