規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8001239,4644125,3357114,206819,92972,113847,192473,96204,96269,8015585,4640893,3374692,26,15.2,40.8
５人以上,"鉱業,採石業,砂利採取業",1415,1038,377,29,21,8,26,17,9,1418,1042,376,0.2,－,0.8
５人以上,建設業,346095,281310,64785,3318,2561,757,3826,2368,1458,345587,281503,64084,3.7,2,11.2
５人以上,製造業,575693,402162,173531,6411,3883,2528,5381,3171,2210,576723,402874,173849,8.5,3.1,21.2
５人以上,電気・ガス・熱供給・水道業,30596,25718,4878,174,139,35,709,607,102,30061,25250,4811,2.6,1.2,10
５人以上,情報通信業,817579,594810,222769,12252,6620,5632,12636,8904,3732,817195,592526,224669,3.3,1.3,8.6
５人以上,"運輸業,郵便業",469307,383214,86093,6821,4262,2559,6882,5753,1129,469246,381723,87523,16.5,11.8,36.7
５人以上,"卸売業,小売業",1672302,951259,721043,36888,18751,18137,37892,20367,17525,1671298,949643,721655,28.6,15.7,45.7
５人以上,"金融業,保険業",400592,211836,188756,5198,2447,2751,5354,2669,2685,400436,211614,188822,6.7,1.9,12.1
５人以上,"不動産業,物品賃貸業",213154,137074,76080,5689,2774,2915,4420,2814,1606,214423,137034,77389,12.9,7.2,23
５人以上,"学術研究,専門・技術サービス業",389229,260274,128955,6879,3798,3081,4793,2921,1872,391315,261151,130164,8.1,3.9,16.7
５人以上,"宿泊業,飲食サービス業",680985,303124,377861,45665,20870,24795,40602,16836,23766,686048,307158,378890,76.3,64.5,85.8
５人以上,"生活関連サービス業,娯楽業",236671,108566,128105,8661,3406,5255,8494,4062,4432,236838,107910,128928,45.2,36.5,52.4
５人以上,"教育,学習支援業",415358,188299,227059,17417,7077,10340,13028,5541,7487,419747,189835,229912,38.9,33.6,43.3
５人以上,"医療,福祉",741200,217292,523908,17136,4377,12759,15912,6175,9737,742424,215494,526930,35.3,24.7,39.6
５人以上,複合サービス事業,37107,22906,14201,445,127,318,267,96,171,37285,22937,14348,16.3,5,34.5
５人以上,サービス業（他に分類されないもの）,973956,555243,418713,33836,11859,21977,32251,13903,18348,975541,553199,422342,29.5,19.1,43.1
30人以上,調査産業計,5583739,3371487,2212252,119242,53280,65962,107832,57119,50713,5595149,3367648,2227501,19.8,10.7,33.6
30人以上,"鉱業,採石業,砂利採取業",1415,1038,377,29,21,8,26,17,9,1418,1042,376,0.2,－,0.8
30人以上,建設業,219656,183890,35766,2047,1290,757,1936,1418,518,219767,183762,36005,2.4,1.3,8.2
30人以上,製造業,425500,296465,129035,4418,2777,1641,4091,2453,1638,425827,296789,129038,7.3,2.2,19
30人以上,電気・ガス・熱供給・水道業,30596,25718,4878,174,139,35,709,607,102,30061,25250,4811,2.6,1.2,10
30人以上,情報通信業,714478,523400,191078,9812,5294,4518,11300,8014,3286,712990,520680,192310,2.7,0.9,7.7
30人以上,"運輸業,郵便業",396552,326462,70090,6352,3952,2400,6151,5264,887,396753,325150,71603,16.2,12.5,32.9
30人以上,"卸売業,小売業",1042795,623098,419697,16070,8297,7773,16707,9888,6819,1042158,621507,420651,20.3,8.1,38.3
30人以上,"金融業,保険業",328734,176003,152731,4670,2352,2318,4552,2362,2190,328852,175993,152859,7.1,2,12.9
30人以上,"不動産業,物品賃貸業",140615,90482,50133,3036,1654,1382,2620,1590,1030,141031,90546,50485,11,6.9,18.4
30人以上,"学術研究,専門・技術サービス業",282378,194082,88296,4321,2693,1628,3360,2058,1302,283339,194717,88622,7.5,3.5,16.2
30人以上,"宿泊業,飲食サービス業",230003,102097,127906,11360,5488,5872,9704,4397,5307,231659,103188,128471,65.8,52.3,76.6
30人以上,"生活関連サービス業,娯楽業",127042,56798,70244,4059,1717,2342,4111,2066,2045,126990,56449,70541,45.1,35.9,52.5
30人以上,"教育,学習支援業",322976,148601,174375,14056,5508,8548,8240,2659,5581,328792,151450,177342,34.5,27,40.9
30人以上,"医療,福祉",475883,154268,321615,7783,1612,6171,5732,2304,3428,477934,153576,324358,28.9,21.6,32.4
30人以上,複合サービス事業,24550,18595,5955,173,72,101,130,96,34,24593,18571,6022,11.8,4.1,35.5
30人以上,サービス業（他に分類されないもの）,820566,450490,370076,30882,10414,20468,28463,11926,16537,822985,448978,374007,30.6,20.1,43.3
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年５月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
