規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.8,164.7,150.9,13.8,13.5,81.5,78.6,2.9
５人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×
５人以上,建設業,21.4,184.5,162.3,22.2,12.1,78.8,77.7,1.1
５人以上,製造業,19.3,163.3,149.7,13.6,15.8,107.8,104.3,3.5
５人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×
５人以上,情報通信業,19.2,161.2,146.5,14.7,12,78.5,76.9,1.6
５人以上,"運輸業,郵便業",19.5,164.3,145.4,18.9,15.4,106.4,97.4,9
５人以上,"卸売業,小売業",19.7,162.6,151.9,10.7,14.2,86.4,83.1,3.3
５人以上,"金融業,保険業",19.8,162.8,144.9,17.9,15.9,105.3,103.6,1.7
５人以上,"不動産業,物品賃貸業",19.8,165.4,150.4,15,13.5,78.5,77.7,0.8
５人以上,"学術研究,専門・技術サービス業",19.5,160.3,145.6,14.7,12.3,76.6,75.3,1.3
５人以上,"宿泊業,飲食サービス業",21.2,190.4,166.8,23.6,12.4,72.6,69.7,2.9
５人以上,"生活関連サービス業,娯楽業",20.7,172.2,159.3,12.9,13.1,76.6,75.3,1.3
５人以上,"教育,学習支援業",20.7,163.2,152.2,11,9.7,51.6,50.6,1
５人以上,"医療,福祉",19.9,162.6,154.7,7.9,13,72.9,71.8,1.1
５人以上,複合サービス事業,20.2,172.8,156.4,16.4,19.1,116.7,110.7,6
５人以上,サービス業（他に分類されないもの）,19.8,161.9,150.3,11.6,15.9,104.2,99.4,4.8
30人以上,調査産業計,19.7,164.1,149.3,14.8,14.4,89.7,86.3,3.4
30人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×
30人以上,建設業,21.3,188.7,161.9,26.8,10.5,65.2,63.7,1.5
30人以上,製造業,19,162.4,147.7,14.7,16,113.4,108.9,4.5
30人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×
30人以上,情報通信業,19.1,161.2,145.9,15.3,12.7,83,80.6,2.4
30人以上,"運輸業,郵便業",19.4,164.6,145.2,19.4,14.7,105.6,96.1,9.5
30人以上,"卸売業,小売業",19.5,160.1,149,11.1,16,98.2,94.7,3.5
30人以上,"金融業,保険業",19.8,163.1,143.8,19.3,15.9,105.2,103.5,1.7
30人以上,"不動産業,物品賃貸業",19.4,163.8,146.6,17.2,14.9,78,77.1,0.9
30人以上,"学術研究,専門・技術サービス業",19.4,161.8,145.1,16.7,11.2,72.9,71,1.9
30人以上,"宿泊業,飲食サービス業",20.2,183.3,159.6,23.7,13.6,78.6,75.6,3
30人以上,"生活関連サービス業,娯楽業",20.7,173.2,155.7,17.5,12.7,76.2,74.2,2
30人以上,"教育,学習支援業",20.9,162.7,152.5,10.2,9.4,53.3,52.7,0.6
30人以上,"医療,福祉",20.1,164.4,155.9,8.5,13.9,81.9,80.6,1.3
30人以上,複合サービス事業,20.6,177.9,159.3,18.6,19.3,103.6,94.9,8.7
30人以上,サービス業（他に分類されないもの）,19.7,162.4,150,12.4,16.3,106.7,101.6,5.1
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年１０月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
