規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.2,18.1,16.1,136.2,148.7,119.1,125.5,135.1,112.3,10.7,13.6,6.8
５人以上,"鉱業,採石業,砂利採取業",17.4,17.6,16.9,146.9,151.5,134.5,126.9,128.7,122,20,22.8,12.5
５人以上,建設業,20,20.4,18.4,173.9,178.6,150.9,152.4,154.5,142,21.5,24.1,8.9
５人以上,製造業,18.8,19.2,18,157.8,163.7,143.8,144.1,148.3,134.2,13.7,15.4,9.6
５人以上,電気・ガス・熱供給・水道業,17.3,17.5,16.4,150.6,152.7,140.5,135.4,136.7,129.2,15.2,16,11.3
５人以上,情報通信業,17.9,18.1,17.3,151.6,155.3,141.7,137,140,128.8,14.6,15.3,12.9
５人以上,"運輸業,郵便業",18.4,19,16.5,151.9,160.3,123.5,134.3,140.3,114.3,17.6,20,9.2
５人以上,"卸売業,小売業",17.6,18.3,16.6,135.6,147.3,120.7,127.6,137.5,115,8,9.8,5.7
５人以上,"金融業,保険業",17.4,18,16.8,141.6,151.2,131.2,127.9,134.6,120.6,13.7,16.6,10.6
５人以上,"不動産業,物品賃貸業",18.2,18.7,17.2,149,156.9,134.2,135.2,141.2,123.8,13.8,15.7,10.4
５人以上,"学術研究,専門・技術サービス業",17.9,18.3,17.2,148.9,155.3,136.3,134.8,139.3,126,14.1,16,10.3
５人以上,"宿泊業,飲食サービス業",13.8,14.8,12.9,95.1,113.1,80.7,89,103.7,77.3,6.1,9.4,3.4
５人以上,"生活関連サービス業,娯楽業",15.8,16.7,14.9,119,130,108.7,111.8,121.6,102.7,7.2,8.4,6
５人以上,"教育,学習支援業",14.7,15,14.4,108.7,111.3,106.5,101.6,103.5,100,7.1,7.8,6.5
５人以上,"医療,福祉",16.6,17.5,16.2,122.7,136.3,117.2,117.5,129.2,112.7,5.2,7.1,4.5
５人以上,複合サービス事業,17.4,17.6,17.2,143.3,150.4,134.9,131.6,134.6,128,11.7,15.8,6.9
５人以上,サービス業（他に分類されないもの）,17.6,18.2,16.8,136.2,146.1,122.9,126.2,133.6,116.2,10,12.5,6.7
30人以上,調査産業計,17.5,18.1,16.5,140.5,150.8,125,128.4,136,117,12.1,14.8,8
30人以上,"鉱業,採石業,砂利採取業",17.4,17.6,16.9,146.9,151.5,134.5,126.9,128.7,122,20,22.8,12.5
30人以上,建設業,19.6,19.9,17.9,173.7,177.4,153.6,148.4,149.8,140.7,25.3,27.6,12.9
30人以上,製造業,18.4,18.7,17.6,156.1,161.6,142.7,141.2,145.1,131.8,14.9,16.5,10.9
30人以上,電気・ガス・熱供給・水道業,17.3,17.5,16.4,150.6,152.7,140.5,135.4,136.7,129.2,15.2,16,11.3
30人以上,情報通信業,17.9,18.1,17.3,152.4,155.9,142.5,136.9,139.8,128.7,15.5,16.1,13.8
30人以上,"運輸業,郵便業",18.4,19,16.4,153,161.2,125.7,135.2,141,115.8,17.8,20.2,9.9
30人以上,"卸売業,小売業",18,18.4,17.3,140.6,150,127.1,131.7,139.5,120.5,8.9,10.5,6.6
30人以上,"金融業,保険業",17.2,17.9,16.5,141.1,150.7,130.4,126.2,133.2,118.4,14.9,17.5,12
30人以上,"不動産業,物品賃貸業",18,18.5,17,146.6,154.8,131.6,132.9,139.4,121,13.7,15.4,10.6
30人以上,"学術研究,専門・技術サービス業",17.5,18,16.5,146.1,152.3,132.7,131,135.6,121,15.1,16.7,11.7
30人以上,"宿泊業,飲食サービス業",14.8,15.5,14.3,105.2,120.3,93.3,98.2,109.6,89.2,7,10.7,4.1
30人以上,"生活関連サービス業,娯楽業",15.1,16,14.3,115.1,126.5,105.1,105.9,115.7,97.3,9.2,10.8,7.8
30人以上,"教育,学習支援業",14.8,15.1,14.6,111.1,114.6,108.2,104.3,106.5,102.4,6.8,8.1,5.8
30人以上,"医療,福祉",17,17.7,16.7,129.5,140.6,124.5,123.4,132.8,119.2,6.1,7.8,5.3
30人以上,複合サービス事業,18.1,18.2,17.7,154.3,158,143.5,138.2,139.7,133.9,16.1,18.3,9.6
30人以上,サービス業（他に分類されないもの）,17.5,18.1,16.9,135.5,145.5,123.4,125.2,132.4,116.4,10.3,13.1,7
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成３０年２月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
