"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2007120101,"麻布",,38,33,71,2,,,,30,,13,"NW",97,73,
2007120102,"麻布",,43,33,76,2,,,,32,,8,"WNW",96,73,
2007120103,"麻布",,52,32,84,2,,,,40,,9,"WNW",90,75,
2007120104,"麻布",,41,30,71,2,,,,37,,10,"NW",89,76,
2007120105,"麻布",,39,29,68,2,,,,38,,9,"WNW",87,76,
2007120106,"麻布",,32,28,60,2,,,,32,,8,"N",87,76,
2007120107,"麻布",,41,28,69,2,,,,32,,6,"NW",89,75,
2007120108,"麻布",,61,29,90,2,,,,26,,11,"NNW",96,72,
2007120109,"麻布",,71,32,103,3,,,,26,,12,"WNW",102,68,
2007120110,"麻布",,104,43,147,3,,,,35,,14,"E",109,66,
2007120111,"麻布",,64,40,104,5,,,,29,,16,"NW",117,62,
2007120112,"麻布",,43,40,83,8,,,,35,,7,"NNE",130,60,
2007120113,"麻布",,29,40,69,10,,,,34,,14,"E",136,58,
2007120114,"麻布",,23,45,68,7,,,,35,,8,"E",134,59,
2007120115,"麻布",,19,46,65,7,,,,32,,3,"S",137,58,
2007120116,"麻布",,16,47,63,5,,,,18,,5,"E",132,61,
2007120117,"麻布",,21,51,72,3,,,,25,,1,"SW",122,66,
2007120118,"麻布",,38,54,92,2,,,,38,,2,"WSW",119,70,
2007120119,"麻布",,89,60,149,2,,,,37,,3,"WSW",119,72,
2007120120,"麻布",,81,60,141,2,,,,44,,7,"E",128,65,
2007120121,"麻布",,92,57,149,2,,,,62,,7,"W",116,67,
2007120122,"麻布",,84,53,137,2,,,,57,,7,"WNW",111,67,
2007120123,"麻布",,66,46,112,2,,,,37,,7,"NNW",110,67,
2007120124,"麻布",,48,41,89,2,,,,42,,6,"N",111,63,
2007120201,"麻布",,31,37,68,2,,,,36,,12,"WNW",102,62,
2007120202,"麻布",,22,34,56,3,,,,27,,9,"WNW",102,62,
2007120203,"麻布",,14,32,46,4,,,,18,,10,"W",99,62,
2007120204,"麻布",,14,33,47,2,,,,18,,8,"NW",95,64,
2007120205,"麻布",,17,32,49,4,,,,15,,4,"WNW",95,61,
2007120206,"麻布",,19,34,53,2,,,,8,,13,"W",87,67,
2007120207,"麻布",,32,28,60,2,,,,15,,11,"SW",78,74,
2007120208,"麻布",,38,24,62,3,,,,15,,12,"W",90,68,
2007120209,"麻布",,61,35,96,4,,,,24,,7,"WSW",107,59,
2007120210,"麻布",,43,37,80,9,,,,25,,6,"NE",122,54,
2007120211,"麻布",,21,34,55,11,,,,25,,6,"E",139,46,
2007120212,"麻布",,9,28,37,17,,,,14,,5,"SE",138,45,
2007120213,"麻布",,6,29,35,23,,,,19,,7,"SE",142,46,
2007120214,"麻布",,4,29,33,30,,,,17,,10,"E",147,46,
2007120215,"麻布",,4,33,37,27,,,,18,,5,"E",147,50,
2007120216,"麻布",,2,30,32,28,,,,23,,6,"E",144,52,
2007120217,"麻布",,5,33,38,21,,,,18,,8,"W",137,54,
2007120218,"麻布",,7,40,47,10,,,,16,,2,"E",128,57,
2007120219,"麻布",,8,41,49,7,,,,15,,4,"SE",128,54,
2007120220,"麻布",,13,46,59,5,,,,12,,3,"W",122,57,
2007120221,"麻布",,24,48,72,2,,,,25,,1,"E",112,63,
2007120222,"麻布",,59,48,107,2,,,,25,,1,"WSW",109,66,
2007120223,"麻布",,57,47,104,2,,,,24,,9,"WSW",106,67,
2007120224,"麻布",,62,47,109,2,,,,46,,7,"WNW",107,70,
2007120301,"麻布",,71,46,117,2,,,,48,,6,"SE",105,67,
2007120302,"麻布",,61,41,102,2,,,,48,,3,"SW",92,74,
2007120303,"麻布",,69,41,110,2,,,,38,,4,"WSW",90,75,
2007120304,"麻布",,79,39,118,2,,,,39,,2,"SE",89,77,
2007120305,"麻布",,64,38,102,2,,,,38,,4,"ESE",92,71,
2007120306,"麻布",,33,37,70,2,,,,30,,4,"SW",88,70,
2007120307,"麻布",,74,43,117,2,,,,32,,8,"NNE",98,65,
2007120308,"麻布",,126,45,171,2,,,,42,,6,"ESE",100,65,
2007120309,"麻布",,185,59,244,2,,,,43,,13,"W",116,57,
2007120310,"麻布",,145,58,203,2,,,,41,,5,"E",131,66,
2007120311,"麻布",,104,57,161,2,,,,40,,10,"WSW",128,82,
2007120312,"麻布",,10,34,44,13,,,,30,,5,"NE",127,86,
2007120313,"麻布",,4,32,36,15,,,,29,,5,"ESE",132,86,
2007120314,"麻布",,151,60,211,3,,,,63,,10,"N",102,84,
2007120315,"麻布",,142,58,200,2,,,,54,,9,"WNW",101,79,
2007120316,"麻布",,125,55,180,2,,,,49,,7,"WNW",111,77,
2007120317,"麻布",,170,61,231,2,,,,54,,3,"NNW",104,75,
2007120318,"麻布",,160,62,222,2,,,,51,,13,"WNW",108,68,
2007120319,"麻布",,143,56,199,2,,,,50,,4,"ESE",101,72,
2007120320,"麻布",,126,56,182,2,,,,58,,5,"NW",105,68,
2007120321,"麻布",,133,55,188,3,,,,68,,7,"ENE",104,68,
2007120322,"麻布",,108,54,162,3,,,,77,,8,"WNW",95,70,
2007120323,"麻布",,97,50,147,3,,,,84,,12,"ESE",110,73,
2007120324,"麻布",,17,36,53,2,,,,37,,7,"E",102,76,
2007120401,"麻布",,11,31,42,9995,,,,33,,7,"S",99,76,
2007120402,"麻布",,4,26,30,6,,,,24,,5,"SE",100,75,
2007120403,"麻布",,4,21,25,10,,,,21,,11,"ESE",99,72,
2007120404,"麻布",,4,25,29,8,,,,17,,3,"WNW",94,75,
2007120405,"麻布",,20,32,52,2,,,,14,,3,"SW",87,79,
2007120406,"麻布",,53,33,86,2,,,,25,,2,"WSW",83,81,
2007120407,"麻布",,65,35,100,2,,,,24,,11,"NNE",81,79,
2007120408,"麻布",,79,37,116,2,,,,36,,9,"NW",83,74,
2007120409,"麻布",,89,39,128,3,,,,19,,13,"NW",95,70,
2007120410,"麻布",,73,42,115,5,,,,41,,12,"NW",100,68,
2007120411,"麻布",,51,41,92,8,,,,37,,15,"NW",110,65,
2007120412,"麻布",,45,45,90,8,,,,46,,8,"WNW",117,59,
2007120413,"麻布",,15,29,44,19,,,,21,,19,"WSW",125,47,
2007120414,"麻布",,15,27,42,21,,,,21,,17,"WNW",130,39,
2007120415,"麻布",,17,29,46,17,,,,8,,17,"NNE",124,31,
2007120416,"麻布",,21,32,53,14,,,,8,,12,"NW",116,33,
2007120417,"麻布",,16,33,49,9,,,,11,,19,"E",98,63,
2007120418,"麻布",,5,25,30,10,,,,22,,27,"E",84,60,
2007120419,"麻布",,5,26,31,11,,,,16,,19,"E",84,54,
2007120420,"麻布",,9,28,37,10,,,,13,,12,"ENE",82,54,
2007120421,"麻布",,7,28,35,11,,,,9,,14,"NNE",81,48,
2007120422,"麻布",,11,31,42,8,,,,5,,15,"ENE",76,51,
2007120423,"麻布",,11,32,43,6,,,,4,,9,"N",75,51,
2007120424,"麻布",,16,34,50,5,,,,11,,12,"NNW",75,47,
2007120501,"麻布",,9,31,40,7,,,,11,,19,"E",72,46,
2007120502,"麻布",,9,31,40,6,,,,16,,10,"E",66,48,
2007120503,"麻布",,12,30,42,7,,,,9,,9,"WNW",61,48,
2007120504,"麻布",,10,28,38,9,,,,14,,10,"NW",59,49,
2007120505,"麻布",,12,29,41,7,,,,11,,13,"WNW",55,51,
2007120506,"麻布",,17,31,48,4,,,,9,,10,"WNW",52,53,
2007120507,"麻布",,59,37,96,2,,,,7,,5,"WSW",47,56,
2007120508,"麻布",,39,34,73,3,,,,8,,8,"NNE",60,53,
2007120509,"麻布",,78,39,117,4,,,,12,,4,"WNW",75,50,
2007120510,"麻布",,39,33,72,8,,,,16,,9,"ESE",93,49,
2007120511,"麻布",,110,36,146,12,,,,25,,5,"SSE",100,45,
2007120512,"麻布",,24,29,53,15,,,,17,,8,"WSW",108,31,
2007120513,"麻布",,17,27,44,20,,,,7,,15,"ESE",116,26,
2007120514,"麻布",,24,39,63,13,,,,15,,11,"ESE",102,31,
2007120515,"麻布",,10,35,45,14,,,,15,,3,"S",111,30,
2007120516,"麻布",,19,45,64,8,,,,21,,4,"ENE",105,39,
