"全国地方公共団体コード","法人番号","ID","地方公共団体名","名称","名称_カナ","名称_英語","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","設置者","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","SSID","提供エリア","URL","備考"
"131202","","131202600001","練馬区","練馬区役所","ネリマクヤクショ","Nerima City Office","131202","","","東京都","練馬区","豊玉北6","12-1","","35.735789","139.651534","練馬区","(03)3993-1111","","","","","1760012","Nerima_Free_Wi-Fi_Lite","本庁舎アトリウム地下多目的会議室","https://www.city.nerima.tokyo.jp/","パスワードによる認証方式となります。ご利用の際は、室内に掲示している利用案内をご覧ください。"
"131202","","131202600002","練馬区","練馬区役所","ネリマクヤクショ","Nerima City Office","131202","","","東京都","練馬区","豊玉北6","12-1","","35.735789","139.651534","練馬区","(03)3993-1111","","","","","1760012","Nerima_Free_Wi-Fi","本庁舎１階アトリウム","https://www.city.nerima.tokyo.jp/","災害発生時は、登録手続きをしなくても利用できます。"
"131202","","131202600003","練馬区","練馬区役所","ネリマクヤクショ","Nerima City Office","131202","","","東京都","練馬区","豊玉北6","12-1","","35.735789","139.651534","練馬区","(03)3993-1111","","","","","1760012","Nerima_Free_Wi-Fi_Lite","本庁舎19階会議室","https://www.city.nerima.tokyo.jp/","パスワードによる認証方式となります。ご利用の際は、室内に掲示している利用案内をご覧ください。"
"131202","","131202600004","練馬区","練馬区役所","ネリマクヤクショ","Nerima City Office","131202","","","東京都","練馬区","豊玉北6","12-1","","35.735789","139.651534","練馬区","(03)3993-1111","","","","","1760012","Nerima_Free_Wi-Fi_Lite","本庁舎20階（交流会場・展望ロビー）","https://www.city.nerima.tokyo.jp/","災害発生時は、専用のSSID「00000NERIMABOUSAI」を選択することで、登録手続きをしなくても利用できます。"
"131202","","131202600005","練馬区","練馬区役所","ネリマクヤクショ","Nerima City Office","131202","","","東京都","練馬区","豊玉北6","12-1","","35.735789","139.651534","練馬区","(03)3993-1111","","","","","1760012","Nerima_Free_Wi-Fi_Lite","西庁舎地下１階","https://www.city.nerima.tokyo.jp/","災害発生時は、専用のSSID「00000NERIMABOUSAI」を選択することで、登録手続きをしなくても利用できます。"
"131202","","131202600006","練馬区","石神井庁舎","シャクジイチョウシャ","Shakujii Regional City Office","131202","","","東京都","練馬区","石神井町3","30-26","","35.743473","139.602553","練馬区","(03)3995-1101","","","","","1770041","Nerima_Free_Wi-Fi_Lite","１階石神井区民事務所待合スペース","https://www.city.nerima.tokyo.jp/shisetsu/ku/shakujii.html","災害発生時は、専用のSSID「00000NERIMABOUSAI」を選択することで、登録手続きをしなくても利用できます。"
"131202","","131202600007","練馬区","光が丘区民センター","ヒカリガオカクミンセンター","Hikarigaoka Civic Center","131202","","","東京都","練馬区","光が丘2","9-6","","35.759534","139.629297","練馬区","","","","","","1790072","Nerima_Free_Wi-Fi_Lite","１階（共有スペース）","https://www.city.nerima.tokyo.jp/shisetsu/ku/hikarigaoka.html","災害発生時は、専用のSSID「00000NERIMABOUSAI」を選択することで、登録手続きをしなくても利用できます。この施設は、練馬区帰宅支援ステーションに指定されています。"
"131202","","131202600008","練馬区","光が丘区民センター","ヒカリガオカクミンセンター","Hikarigaoka Civic Center","131202","","","東京都","練馬区","光が丘2","9-6","","35.759534","139.629297","練馬区","","","","","","1790072","Nerima_Free_Wi-Fi_Lite","２階（共有スペース）","https://www.city.nerima.tokyo.jp/shisetsu/ku/hikarigaoka.html","災害発生時は、専用のSSID「00000NERIMABOUSAI」を選択することで、登録手続きをしなくても利用できます。この施設は、練馬区帰宅支援ステーションに指定されています。"
"131202","","131202600009","練馬区","関区民センター","セキクミンセンター","Seki Civic Center","131202","","","東京都","練馬区","関町北1","7-2","","35.724633","139.577505","練馬区","","","","","","1770051","Nerima_Free_Wi-Fi_Lite","１階区民サロン","https://www.city.nerima.tokyo.jp/shisetsu/ku/seki.html","災害発生時は、専用のSSID「00000NERIMABOUSAI」を選択することで、登録手続きをしなくても利用できます。この施設は、練馬区帰宅支援ステーションおよび風水害時避難所（優先度区分Ａ）に指定されています。"
"131202","","131202600010","練馬区","石神井公園区民交流センター","シャクジイコウエンクミンコウリュウセンター","Shakujiikoen Civic Exchange Center","131202","","","東京都","練馬区","石神井町2","14-1","","35.744326","139.60709","練馬区","(03)5910-3451","","","","","1770041","Nerima_Free_Wi-Fi_Lite","受付前、資料・情報コーナー","http://www.nerimatatemonoshakujii.jp/","災害発生時は、専用のSSID「00000NERIMABOUSAI」を選択することで、登録手続きをしなくても利用できます。この施設は、練馬区帰宅支援ステーションに指定されています。"
"131202","","131202600011","練馬区","勤労福祉会館","キンロウフクシカイカン","Worker's Welfare Hall","131202","","","東京都","練馬区","東大泉5","40-36","","35.748228","139.587373","練馬区","(03)3923-5511","","","","","1780063","Nerima_Free_Wi-Fi_Lite","１階受付前、談話コーナー","https://www.nerima-kinrou.com/","災害発生時は、専用のSSID「00000NERIMABOUSAI」を選択することで、登録手続きをしなくても利用できます。この施設は、練馬区帰宅支援ステーションに指定されています。"
"131202","","131202600012","練馬区","サンライフ練馬（東京中高年齢労働者福祉センター）","サンライフネリマ（トウキョウチュウコウネンレイロウドウシャフクシセンター）","Sunlife Nerima (Welfare Center for Middle Aged and Elderly Workers)","131202","","","東京都","練馬区","貫井1","36-18","","35.737421","139.635858","練馬区","(03)3990-0185","","","","","1760021","Nerima_Free_Wi-Fi_Lite","１階ホール、ロビー","http://sunlifenerima.sakura.ne.jp/","災害発生時は、専用のSSID「00000NERIMABOUSAI」を選択することで、登録手続きをしなくても利用できます。"
