町丁目別人口・世帯数　令和３年８月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,437,534,971,507
関戸２丁目,"1,303","1,404","2,707","1,504"
関戸３丁目,656,710,"1,366",685
関戸４丁目,"1,030","1,144","2,174","1,258"
関戸５丁目,709,765,"1,474",760
関戸６丁目,450,437,887,415
,"4,585","4,994","9,579","5,129"
,,,,
連光寺１丁目,"1,891","1,892","3,783","1,639"
連光寺２丁目,"1,206","1,193","2,399","1,023"
連光寺３丁目,899,876,"1,775",837
連光寺４丁目,279,264,543,263
連光寺５丁目,203,185,388,203
連光寺６丁目,417,349,766,386
,"4,895","4,759","9,654","4,351"
,,,,
貝取,619,562,"1,181",627
,619,562,"1,181",627
,,,,
乞田,"1,316","1,228","2,544","1,305"
,"1,316","1,228","2,544","1,305"
,,,,
和田,"4,813","4,525","9,338","4,313"
,"4,813","4,525","9,338","4,313"
,,,,
百草,461,442,903,435
,461,442,903,435
,,,,
落川,651,640,"1,291",580
,651,640,"1,291",580
,,,,
東寺方,897,845,"1,742",840
東寺方１丁目,554,651,"1,205",605
,"1,451","1,496","2,947","1,445"
,,,,
一ノ宮１丁目,"1,198",979,"2,177","1,421"
一ノ宮２丁目,765,753,"1,518",919
一ノ宮３丁目,432,443,875,506
一ノ宮４丁目,979,994,"1,973","1,034"
,"3,374","3,169","6,543","3,880"
,,,,
桜ヶ丘１丁目,934,"1,041","1,975",925
桜ヶ丘２丁目,637,742,"1,379",628
桜ヶ丘３丁目,604,653,"1,257",545
桜ヶ丘４丁目,757,816,"1,573",836
,"2,932","3,252","6,184","2,934"
,,,,
和田（百草団地）,611,658,"1,269",869
,611,658,"1,269",869
,,,,
聖ヶ丘１丁目,898,"1,016","1,914",887
聖ヶ丘２丁目,818,964,"1,782",847
聖ヶ丘３丁目,"1,030","1,078","2,108",942
聖ヶ丘４丁目,355,381,736,299
聖ヶ丘５丁目,57,49,106,35
,"3,158","3,488","6,646","3,010"
,,,,
馬引沢１丁目,919,892,"1,811",958
馬引沢２丁目,"1,243","1,149","2,392","1,292"
,"2,162","2,041","4,203","2,250"
,,,,
山王下１丁目,303,336,639,508
,303,336,639,508
,,,,
中沢１丁目,652,591,"1,243",722
中沢２丁目,901,974,"1,875",849
,"1,553","1,565","3,118","1,571"
,,,,
唐木田１丁目,"1,116","1,193","2,309","1,171"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,116","1,193","2,309","1,171"
,,,,
諏訪１丁目,"2,068","2,079","4,147","2,035"
諏訪２丁目,"1,763","1,940","3,703","1,630"
諏訪３丁目,516,521,"1,037",502
諏訪４丁目,703,901,"1,604",877
諏訪５丁目,227,303,530,330
諏訪６丁目,0,0,0,0
,"5,277","5,744","11,021","5,374"
,,,,
永山１丁目,956,"1,003","1,959","1,146"
永山２丁目,"1,587","1,587","3,174","1,586"
永山３丁目,"1,860","2,104","3,964","2,034"
永山４丁目,"1,364","1,535","2,899","1,845"
永山５丁目,932,"1,077","2,009",882
永山６丁目,629,624,"1,253",627
永山７丁目,0,0,0,0
,"7,328","7,930","15,258","8,120"
,,,,
貝取１丁目,"1,030",937,"1,967",982
貝取２丁目,"1,570","1,745","3,315","1,509"
貝取３丁目,401,542,943,447
貝取４丁目,514,555,"1,069",536
貝取５丁目,232,291,523,309
,"3,747","4,070","7,817","3,783"
,,,,
豊ヶ丘１丁目,"1,637","1,550","3,187","1,644"
豊ヶ丘２丁目,"1,415","1,465","2,880","1,347"
豊ヶ丘３丁目,741,857,"1,598",710
豊ヶ丘４丁目,330,371,701,400
豊ヶ丘５丁目,591,693,"1,284",657
豊ヶ丘６丁目,416,500,916,500
,"5,130","5,436","10,566","5,258"
,,,,
落合１丁目,"1,454","1,564","3,018","1,530"
落合２丁目,"1,140","1,108","2,248",898
落合３丁目,"1,447","1,549","2,996","1,502"
落合４丁目,957,"1,125","2,082","1,114"
落合５丁目,"1,050","1,106","2,156",934
落合６丁目,886,835,"1,721",799
,"6,934","7,287","14,221","6,777"
,,,,
鶴牧１丁目,"1,306","1,355","2,661","1,261"
鶴牧２丁目,878,800,"1,678",854
鶴牧３丁目,"2,091","2,229","4,320","1,585"
鶴牧４丁目,360,399,759,339
鶴牧５丁目,914,"1,030","1,944",854
鶴牧６丁目,859,902,"1,761",804
,"6,408","6,715","13,123","5,697"
,,,,
南野１丁目,2,0,2,2
南野２丁目,472,448,920,472
南野３丁目,457,464,921,393
,931,912,"1,843",867
,,,,
東寺方３丁目,131,197,328,187
,131,197,328,187
,,,,
和田３丁目,400,479,879,518
,400,479,879,518
,,,,
愛宕１丁目,248,271,519,290
愛宕２丁目,430,445,875,491
愛宕３丁目,300,428,728,465
愛宕４丁目,"1,239","1,381","2,620","1,383"
,"2,217","2,525","4,742","2,629"
,,,,
,"72,503","75,643","148,146","73,588"
