区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
15歳以上人口,12159,12068,91,0.8,5962,5921,41,0.7,6198,6146,52,0.8
〔就業状態〕／労働力人口,7912,7765,147,1.9,4486,4437,49,1.1,3426,3328,98,2.9
〔就業状態〕／労働力人口／就業者数,7686,7497,189,2.5,4353,4290,63,1.5,3333,3207,126,3.9
〔就業状態〕／労働力人口／就業者数／自営業主数,574,528,46,8.7,404,375,29,7.7,170,153,17,11.1
〔就業状態〕／労働力人口／就業者数／家族従業者数,87,87,0,0,15,17,-2,-11.8,72,70,2,2.9
〔就業状態〕／労働力人口／就業者数／雇用者数,6980,6834,146,2.1,3909,3866,43,1.1,3071,2968,103,3.5
〔就業状態〕／労働力人口／就業者数／雇用者数／うち正規の職員・従業員,4184,4090,94,2.3,2714,2670,44,1.6,1469,1420,49,3.5
〔就業状態〕／労働力人口／就業者数／雇用者数／うち非正規の職員・従業員,2198,2194,4,0.2,746,781,-35,-4.5,1453,1413,40,2.8
〔就業状態〕／労働力人口／就業者数／雇用者数／うち非正規の職員・従業員／うちパート・アルバイト,1431,1399,32,2.3,390,401,-11,-2.7,1041,997,44,4.4
〔就業状態〕／労働力人口／就業者数／雇用者数／うち常雇,6562,6388,174,2.7,3750,3669,81,2.2,2812,2719,93,3.4
〔就業状態〕／労働力人口／完全失業者数,226,268,-42,-15.7,134,148,-14,-9.5,93,121,-28,-23.1
〔就業状態〕／非労働力人口,4240,4300,-60,-1.4,1474,1483,-9,-0.6,2766,2817,-51,-1.8
〔就業者の活動状況別内訳〕／就業者数（再掲）,7686,7497,189,2.5,4353,4290,63,1.5,3333,3207,126,3.9
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数,7523,7337,186,2.5,4295,4230,65,1.5,3227,3107,120,3.9
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／主に仕事,6467,6307,160,2.5,4111,4035,76,1.9,2355,2272,83,3.7
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,222,225,-3,-1.3,115,125,-10,-8,107,100,7,7
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,834,805,29,3.6,69,70,-1,-1.4,765,735,30,4.1
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,163,160,3,1.9,57,59,-2,-3.4,106,101,5,5
〔就業者の主な産業別内訳〕／建設業,430,443,-13,-2.9,358,375,-17,-4.5,72,68,4,5.9
〔就業者の主な産業別内訳〕／製造業,756,766,-10,-1.3,539,553,-14,-2.5,217,214,3,1.4
〔就業者の主な産業別内訳〕／情報通信業,772,715,57,8,559,503,56,11.1,213,212,1,0.5
〔就業者の主な産業別内訳〕／運輸業，郵便業,354,317,37,11.7,267,244,23,9.4,88,73,15,20.5
〔就業者の主な産業別内訳〕／卸売業，小売業,1234,1185,49,4.1,601,621,-20,-3.2,633,564,69,12.2
〔就業者の主な産業別内訳〕／金融業，保険業,335,312,23,7.4,170,165,5,3,165,146,19,13
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,234,221,13,5.9,145,137,8,5.8,89,83,6,7.2
