"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","3年未満[人]","3年以上5年未満[人]","5年以上10年未満[人]","10年以上20年未満[人]","引っ越してきてから20年以上[人]","生まれてからずっと港区に住んでいる[人]","無回答[人]"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","全体",,"658","97","52","116","163","144","86","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","男性（計）","248","42","22","44","53","47","40","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","男性 18～29歳","23","15","1","1","2","0","4","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","男性 30～39歳","35","6","9","16","1","0","3","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","男性 40～49歳","41","8","5","11","12","1","4","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","男性 50～59歳","49","7","4","9","16","6","7","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","男性 60～69歳","39","2","3","2","11","9","12","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","男性 70歳以上","60","4","0","5","11","30","10","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","男性 無回答","1","0","0","0","0","1","0","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","女性（計）","400","54","30","72","105","93","46","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","女性 18～29歳","28","9","1","2","3","0","13","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","女性 30～39歳","65","21","9","25","8","0","2","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","女性 40～49歳","95","12","12","26","31","5","9","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","女性 50～59歳","82","6","5","12","37","18","4","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","女性 60～69歳","55","3","1","5","7","33","6","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","女性 70歳以上","75","3","2","2","19","37","12","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","女性 無回答","0","0","0","0","0","0","0","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","性・年代別","無回答","10","1","0","0","5","4","0","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","職業別","自営業主・家族従業","92","7","4","9","26","35","11","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","職業別","会社員・団体職員・公務員","280","58","38","67","60","22","35","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","職業別","アルバイト・パートタイマー","58","3","4","9","18","16","8","0"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。（１つ選択）","職業別","家事専業","94","13","6","17","23","28","7","0"
