全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
132128,1,日野市,2022,04,3816,8679,3704,36,15,90,134,1070,955,
132128,2,日野市,2022,05,3678,7625,3605,60,23,85,135,842,735,
132128,3,日野市,2022,06,3973,9355,4021,52,18,89,134,734,600,
132128,4,日野市,2022,07,3546,8803,3644,66,16,109,119,746,645,
132128,5,日野市,2022,08,3993,8687,3986,47,12,115,161,731,690,
132128,6,日野市,2022,09,3934,7637,4136,35,16,82,125,751,621,
132128,7,日野市,2022,10,4351,8169,3991,40,16,108,143,676,673,
132128,8,日野市,2022,11,4085,7725,3738,81,17,98,148,603,627,
132128,9,日野市,2022,12,3912,7298,3266,55,16,98,158,658,630,
132128,10,日野市,2023,01,4439,7873,4046,55,13,77,213,607,516,
132128,11,日野市,2023,02,4428,7972,4279,53,19,81,156,634,688,
132128,12,日野市,2023,03,5174,10873,4619,71,25,103,169,1738,1528,
