"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","本人について","Q3. あなたが初めて障害者手帳を取得したときの年齢はいくつですか。（○は１つ）","0歳～6歳","92","37.6","39.0"
"202003","本人について","Q3. あなたが初めて障害者手帳を取得したときの年齢はいくつですか。（○は１つ）","7歳～14歳","59","24.1","25.0"
"202003","本人について","Q3. あなたが初めて障害者手帳を取得したときの年齢はいくつですか。（○は１つ）","15歳～17歳","25","10.2","10.6"
"202003","本人について","Q3. あなたが初めて障害者手帳を取得したときの年齢はいくつですか。（○は１つ）","18歳～29歳","41","16.7","17.4"
"202003","本人について","Q3. あなたが初めて障害者手帳を取得したときの年齢はいくつですか。（○は１つ）","30歳～39歳","9","3.7","3.8"
"202003","本人について","Q3. あなたが初めて障害者手帳を取得したときの年齢はいくつですか。（○は１つ）","40歳～49歳","5","2.0","2.1"
"202003","本人について","Q3. あなたが初めて障害者手帳を取得したときの年齢はいくつですか。（○は１つ）","50歳～64歳","5","2.0","2.1"
"202003","本人について","Q3. あなたが初めて障害者手帳を取得したときの年齢はいくつですか。（○は１つ）","65歳～74歳","0","0.0","0.0"
"202003","本人について","Q3. あなたが初めて障害者手帳を取得したときの年齢はいくつですか。（○は１つ）","75歳以上","0","0.0","0.0"
"202003","本人について","Q3. あなたが初めて障害者手帳を取得したときの年齢はいくつですか。（○は１つ）","無回答","9","3.7",

"港区保健福祉基礎調査（知的障害者）・単純集計表・本人についてQ3","Ver202003",,,,,
