id,EPSGコード,経度,緯度,地域,目的,施設名称,施設名称かな,住所,住所かな,利用時間,休日,電話番号,FAX番号,e-mail,アクセス,施設ホームページ,利用者,車椅子使用者対応トイレ,スロープ,一般駐車場,車椅子対応駐車場,受付等,エレベータ,車椅子対応エレベータ,エスカレーター,音声誘導,磁気誘導,電光掲示板,筆談対応,手話対応,公衆ＦＡＸ,ベビーケアルーム,ベビーカーの貸出,オストメイト,車椅子対応車両,多目的シート,思いやり駐車場,自動体外式除細動器,ベビーチェア,ベビーベッド・シート,多目的シート_38,汚物流し,車椅子使用者対応トイレの設備その他,トイレ設備特記事項,バリアフリー対応,施設特記事項1,施設特記事項２,施設周辺地図,みんなのトイレマップ
1,EPSG:6668,139.4520841,35.58055144,鶴川地域,買物>スーパーストア・マーケット,そうてつローゼン薬師台店,そうてつろーぜんやくしだいてん,東京都町田市薬師台2-13-1,やくしだい2-13-1,8:00～22:00,年始１日、２日及び建物設備点検日（期日未定）は休み,042-708-3431,042-708-3432,,神奈中バスで町田バスセンター（町37系）、又は鶴川駅（町57系）から「やくし台センター」行きで終点下車すぐ。,https://www.sotetsu.rosen.co.jp,車いす使用者・肢体不自由者|子育て支援,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,手すりは両側設置で片側可動式,,出入口は自動、　視覚障がい者誘導用ブロックあり　誘導支障なし　幼児用カートあり　手すり付き階段,,,"https://www.google.co.jp/maps/place/%E3%80%92195-0073+%E6%9D%B1%E4%BA%AC%E9%83%BD%E7%94%BA%E7%94%B0%E5%B8%82%E8%96%AC%E5%B8%AB%E5%8F%B0%EF%BC%92%E4%B8%81%E7%9B%AE%EF%BC%91%EF%BC%93%E2%88%92%EF%BC%91+%E3%81%9D%E3%81%86%E3%81%A6%E3%81%A4%E3%83%AD%E3%83%BC%E3%82%BC%E3%83%B3%E8%96%AC%E5%B8%AB%E5%8F%B0%E5%BA%97/@35.5801608,139.4515431,17.6z/data=!4m5!3m4!1s0x6018fb8c7bac32ff:0xec986b1db64440b!8m2!3d35.5806283!4d139.4520821?hl=ja",1
2,EPSG:6668,139.3313969,35.60543986,相原・多摩境地域,交通・移動>鉄道駅,JR相原駅,じぇいあーるあいはらえき,東京都町田市相原町1218,あいはらまち1２１８,,,別記,,,,http://www.jreast.co.jp/estation/station/info.aspx?StationCd=20,車いす使用者・肢体不自由者|オストメイト,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,,駅改札内にあり　男女兼用、オストメイト用の設備あり　※オストメイトはお湯が出ません,,,,https://www.google.co.jp/maps/dir//JR相原駅 +町田市相原町1218/@35.606865 139.331665 12z/,1
3,EPSG:6668,139.3143366,35.61325975,相原・多摩境地域,福祉>高齢,堺第1高齢者支援センター（サンシルバー町田）,さかいだいいちこうれいしゃしえんせんたー（さんしるばーまちだ）,東京都町田市相原町2373-1,あいはらまち2373-1,8:30～17:00,日曜・祝日及び年末年始（12月29日～1月3日）,042-770-2558,042-774-1847,,家政学院行き終点バス停より徒歩5分,,車いす使用者・肢体不自由者,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,"https://www.google.co.jp/maps/place/社会福祉法人+共助会/@35.6133131,139.3122125,17z/data=!3m1!4b1!4m5!3m4!1s0x60191cf7fdb82b9d:0x33d4f848169f6e9a!8m2!3d35.6133088!4d139.3143958?hl=ja",1
4,EPSG:6668,139.2926013,35.61764792,相原・多摩境地域,学校>大学,法政大学　多摩キャンパス,ほうせいだいがく　たまきゃんぱす,東京都町田市相原町4342,あいはらまち4342,8:30～21:00,,042-783-2081,042-783-2043,,法政大学バス停下車すぐ,http://www.hosei.ac.jp/,車いす使用者・肢体不自由者|オストメイト,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,みんなのトイレはキャンパス内の各棟に設置され障がい者使用に供されています。オストメイトは４・７・８・11・12・17号館にあります。,1号館2階に「障がい学生支援室」があります。　オートドア、スロープ、手摺り、視覚障がい者用ブロック、備品等が要所に配置されています。https://www.hosei.ac.jp/application/files/7716/8422/7502/barrierfreemap_tama.pdf（法政大学多摩キャンパス　バリアフリーマップ）,,,"https://www.google.com/maps/place/法政大学+多摩キャンパス/@35.6150644,139.2798835,14z/data=!4m5!3m4!1s0x60191c659a8be215:0x856a10f466d26381!8m2!3d35.615064!4d139.297393?hl=ja",1
5,EPSG:6668,139.3117854,35.60902739,相原・多摩境地域,学校>大学,東京家政学院大学、東京家政学院大学大学院,とうきょうかせいがくいんだいがく、とうきょうかせいがくいんだいがくだいがくいん,東京都町田市相原町2600,あいはらまち2600,9:00～17:00,日、祝日,042-782-9811,042-782-9880,,JR相原、橋本、八王子又は京王高尾線めじろ台、山田よりバスを御利用下さい。　東京家政学院バス停より徒歩1分,http://www.kasei-gakuin.ac.jp/,車いす使用者・肢体不自由者,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,女性用のみベビーベッド・シートあります,,,,"https://www.google.com/maps/place/東京家政学院大学/@35.6089833,139.3095867,17z/data=!4m8!1m2!2m1!1z5p2x5Lqs5a625pS_5aSn5a2m44CA55u45Y6f!3m4!1s0x0:0xaf9c3b0f8e6fb75a!8m2!3d35.6089792!4d139.3117697?hl=ja",1
6,EPSG:6668,139.276446,35.61227289,相原・多摩境地域,子ども>青少年施設,Nature Factory 東京町田,ねいちゃーふぁくとりーとうきょうまちだ,東京都町田市相原町5307-2,あいはらまち5307-2,9:00～17:00（宿泊施設の利用は15:00～翌日9:30）,火曜、祝日の翌日、年末年始,042-782-3800,042-782-6815,,Nature Factory 東京町田入口バス停より徒歩12分,https://www.naturefactory-machida.com/,車いす使用者・肢体不自由者|子育て支援,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,,男女兼用,障がい者用駐車場、おもいやり駐車場ご利用の方は事前にご連絡下さい。,,,"https://www.google.com/maps/place/町田市+大地沢青少年センター/@35.612267,139.2743843,17z/data=!3m1!4b1!4m5!3m4!1s0x60191b8c2d2a7dd9:0x34c591ebdb8142bf!8m2!3d35.612267!4d139.276573?hl=ja",1
7,EPSG:6668,139.3333728,35.60424683,相原・多摩境地域,公共>市民センター等,堺市民センター,さかいしみんせんたー,東京都町田市相原町795-1,あいはらまち795-1,窓口（8:30～17:00）会議室等（9:00～22:00）,窓口（土曜日、第1・第3・第5日曜日、祝日、年末年始）　会議室等（第3月曜日、年末年始）,042-774-0003,042-774-3963,,堺市民センター前バス停より徒歩1分。相原駅から徒歩6分,,車いす使用者・肢体不自由者|子育て支援|オストメイト,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,手摺は両側設置で片側可動式,男女兼用　ベビーベッド・シート、ベビーチェアは一部のトイレにあります,,,,"https://www.google.com/maps/place/堺市民センター/@35.6043502,139.3312599,17z/data=!3m1!4b1!4m5!3m4!1s0x60191d184b87d123:0xa86535caba4082ba!8m2!3d35.6043502!4d139.3334486?hl=ja",1
8,EPSG:6668,139.3808312,35.59159086,相原・多摩境地域,買物>専門店,トヨタ西東京カローラ町田小山店,とよたにしとうきょうかろーらまちだおやまてん,東京都町田市小山町776-4,おやままち776-4,10:00～18:30,,042-798-0033,042-798-7300,,小山郵便局前バス停より徒歩1分,http://www.nishitokyo-corolla.co.jp/,車いす使用者・肢体不自由者|子育て支援,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,,男女兼用,介助専門士のいるお店,,,"https://www.google.com/maps/place/トヨタ西東京カローラ+町田小山店/@35.591628,139.3786203,17z/data=!3m1!4b1!4m5!3m4!1s0x6018fd469c2394d1:0xf8acf8784727b3d0!8m2!3d35.591628!4d139.380809?hl=ja",1
10,EPSG:6668,139.386254,35.59745708,相原・多摩境地域,集会施設・冠婚葬祭>斎場>集会施設,葬祭総合センター東典禮（本社・斎場）,そうさいそうごうせんたーあづまてんれい（ほんしゃ・さいじょう）,東京都町田市小山ヶ丘1-11-14,おやまがおか1-11-14,,原則として無休,042-797-1320,042-797-2417,,小山上沼公園バス停より徒歩5分（橋本方面から）　小山が丘一丁目バス停より徒歩1分（淵野辺駅北口から）,http://adumatenrei.com/,車いす使用者・肢体不自由者,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,全館バリアフリーとして設計されている。　車いす無料貸出（1台）,斎場前の遊歩道の公衆トイレが利用できます。,,"https://www.google.com/maps/place/東典礼/@35.5967073,139.3840203,17z/data=!4m8!1m2!2m1!1z576O6YO344CA55S655Sw!3m4!1s0x6018fd37fa9e6469:0x76c127b7eb3138e8!8m2!3d35.5974792!4d139.3862613?hl=ja",0
11,EPSG:6668,139.3749203,35.6014695,相原・多摩境地域,買物>物販店,カインズ町田多摩境店,かいんずまちだたまさかいてん,東京都町田市小山ヶ丘3-6-6,おやまがおか3-6-6,9:00～20:00,1月1日,042-798-1555,042-798-0555,,京王多摩境より徒歩10分,http://www.cainz.co.jp/,車いす使用者・肢体不自由者|子育て支援,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,,男女兼用,授乳室あり。,,,"https://www.google.com/maps/search/カインズホーム+多摩境/@35.6022671,139.3716185,17z/data=!3m1!4b1?hl=ja",1
