"年度[西暦]","款","当初予算 金額[千円]","当初予算 構成比[%]","最終補正後 金額[千円]","最終補正後 構成比[%]"
"2022","国民健康保険料","6890330","28.9","7145987","30.0"
"2022","一部負担金","4","0.0","4","0.0"
"2022","使用料及び手数料","6","0.0","6","0.0"
"2022","国庫支出金","1","0.0","11","0.0"
"2022","都支出金","13928379","58.5","13679226","57.5"
"2022","繰入金","2688633","11.3","2328091","9.8"
"2022","繰越金","300000","1.3","623572","2.6"
"2022","諸収入","15684","0.1","15684","0.1"
"2022","歳入合計","23823037","100.0","23792581","100.0"
"2023","国民健康保険料","7268224","29.8",,
"2023","一部負担金","4","0.0",,
"2023","使用料及び手数料","6","0.0",,
"2023","国庫支出金","1","0.0",,
"2023","都支出金","13693402","56.1",,
"2023","繰入金","2934668","12.0",,
"2023","繰越金","500000","2.0",,
"2023","諸収入","15680","0.1",,
"2023","歳入合計","24411985","100.0",,

"令和5年度港区行政資料集　国民健康保険事業会計歳入予算","Ver202303",,,,
