"年月[西暦]","調査項目","設問","港区の環境","選択肢","回答数[人]","構成比[%]"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","空気がきれい","そう思う","18","4.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","空気がきれい","ややそう思う","79","18.4"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","空気がきれい","どちらともいえない","138","32.1"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","空気がきれい","あまり思わない","107","24.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","空気がきれい","思わない","74","17.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","空気がきれい","無回答","14","3.3"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","川や運河、海の水がきれい","そう思う","8","1.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","川や運河、海の水がきれい","ややそう思う","44","10.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","川や運河、海の水がきれい","どちらともいえない","111","25.8"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","川や運河、海の水がきれい","あまり思わない","142","33.0"
