地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数のうち常用雇用者数／総数（人）,総数／従業者数のうち常用雇用者数／男（人）,総数／従業者数のうち常用雇用者数／女（人）,従業者規模／１～４人／事業所数（事業所）,従業者規模／１～４人／従業者数／総数（人）,従業者規模／１～４人／従業者数／男（人）,従業者規模／１～４人／従業者数／女（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／総数（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／男（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／女（人）,従業者規模／５～９人／事業所数（事業所）,従業者規模／５～９人／従業者数／総数（人）,従業者規模／５～９人／従業者数／男（人）,従業者規模／５～９人／従業者数／女（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／総数（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／男（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／女（人）,従業者規模／10～19人／事業所数（事業所）,従業者規模／10～19人／従業者数／総数（人）,従業者規模／10～19人／従業者数／男（人）,従業者規模／10～19人／従業者数／女（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／総数（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／男（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／女（人）,従業者規模／20～29人／事業所数（事業所）,従業者規模／20～29人／従業者数／総数（人）,従業者規模／20～29人／従業者数／男（人）,従業者規模／20～29人／従業者数／女（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／総数（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／男（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／女（人）,従業者規模／30～49人／事業所数（事業所）,従業者規模／30～49人／従業者数／総数（人）,従業者規模／30～49人／従業者数／男（人）,従業者規模／30～49人／従業者数／女（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／総数（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／男（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／女（人）,従業者規模／50～99人／事業所数（事業所）,従業者規模／50～99人／従業者数／総数（人）,従業者規模／50～99人／従業者数／男（人）,従業者規模／50～99人／従業者数／女（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／総数（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／男（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／女（人）,従業者規模／100～199人／事業所数（事業所）,従業者規模／100～199人／従業者数／総数（人）,従業者規模／100～199人／従業者数／男（人）,従業者規模／100～199人／従業者数／女（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／総数（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／男（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／女（人）,従業者規模／200～299人／事業所数（事業所）,従業者規模／200～299人／従業者数／総数（人）,従業者規模／200～299人／従業者数／男（人）,従業者規模／200～299人／従業者数／女（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／総数（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／男（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／女（人）,従業者規模／300～499人／事業所数（事業所）,従業者規模／300～499人／従業者数／総数（人）,従業者規模／300～499人／従業者数／男（人）,従業者規模／300～499人／従業者数／女（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／総数（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／男（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／女（人）,従業者規模／500人以上／事業所数（事業所）,従業者規模／500人以上／従業者数／総数（人）,従業者規模／500人以上／従業者数／男（人）,従業者規模／500人以上／従業者数／女（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／総数（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／男（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／女（人）,従業者規模／出向・派遣従業者のみの事業所数（事業所）
0,13000,東京都,0,A～R,00,全産業（Ｓ公務を除く）,621671,9005511,5277921,3669914,8028649,4638339,3333882,331204,732333,399042,326968,363240,158818,198611,128829,844970,443959,392181,677627,331495,337449,80094,1083005,601077,472837,962955,520066,433835,30184,718436,402244,311280,659896,362675,292330,22347,840599,472845,363295,784568,435128,344992,14177,972996,584349,384039,920471,547629,368313,6636,910077,567479,337101,869471,539918,324091,1952,471939,302093,167877,451908,289186,160754,1494,569206,357323,209581,546844,343664,200883,1554,1861950,1147510,704755,1791669,1109760,672624,3200
0,13000,東京都,1,A,00,農業，林業,455,3573,2661,891,2754,2047,686,208,547,388,148,270,183,76,137,890,693,187,639,500,129,76,961,739,222,769,603,166,14,333,262,71,278,214,64,8,320,253,67,307,240,67,8,522,326,196,491,307,184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
0,13000,東京都,2,A,01,農業,423,3323,2461,841,2553,1887,645,196,517,365,141,253,170,72,126,815,637,168,585,460,115,68,856,652,204,679,530,149,14,333,262,71,278,214,64,7,280,219,61,267,206,61,8,522,326,196,491,307,184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
0,13000,東京都,2,A,02,林業,32,250,200,50,201,160,41,12,30,23,7,17,13,4,11,75,56,19,54,40,14,8,105,87,18,90,73,17,-,-,-,-,-,-,-,1,40,34,6,40,34,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,1,B,00,漁業,10,80,66,14,70,60,10,4,15,11,4,10,9,1,4,32,23,9,29,21,8,1,12,12,-,11,11,-,1,21,20,1,20,19,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,B,03,漁業（水産養殖業を除く）,6,59,50,9,54,46,8,1,3,2,1,3,2,1,3,23,16,7,20,14,6,1,12,12,-,11,11,-,1,21,20,1,20,19,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,B,04,水産養殖業,4,21,16,5,16,14,2,3,12,9,3,7,7,-,1,9,7,2,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,1,C,00,鉱業，採石業，砂利採取業,78,1846,1466,378,1682,1310,370,46,72,53,17,53,40,11,6,36,31,5,17,14,3,4,52,39,13,37,24,13,5,119,105,14,110,96,14,2,73,59,14,64,50,14,2,115,104,11,114,103,11,2,266,198,68,254,186,68,1,281,249,32,259,227,32,-,-,-,-,-,-,-,1,832,628,204,774,570,204,9
0,13000,東京都,2,C,05,鉱業，採石業，砂利採取業,78,1846,1466,378,1682,1310,370,46,72,53,17,53,40,11,6,36,31,5,17,14,3,4,52,39,13,37,24,13,5,119,105,14,110,96,14,2,73,59,14,64,50,14,2,115,104,11,114,103,11,2,266,198,68,254,186,68,1,281,249,32,259,227,32,-,-,-,-,-,-,-,1,832,628,204,774,570,204,9
0,13000,東京都,1,D,00,建設業,40014,456848,377770,77255,381115,316558,62750,21399,50235,36952,13001,22448,14968,7212,9652,63255,49014,13778,44179,34311,9406,5001,66177,54435,11376,53591,44408,8818,1566,37353,31735,5459,32286,27471,4656,1150,43555,37456,5972,39425,33795,5503,681,46551,39980,6360,43645,37320,6114,324,44147,38255,5892,42129,36306,5823,70,17060,14383,2462,16488,13863,2410,57,21453,18723,2730,20771,18116,2655,59,67062,56837,10225,66153,56000,10153,55
0,13000,東京都,2,D,06,総合工事業,14256,190490,156039,33989,163939,134703,28777,7435,17378,12665,4627,7931,5289,2558,3480,22820,17255,5406,16311,12287,3866,1790,23749,19279,4376,19396,15843,3459,622,14811,12466,2302,12830,10829,1958,422,16001,13443,2478,14850,12458,2312,265,17981,15211,2770,17161,14447,2714,125,17364,14659,2705,16389,13693,2696,37,9028,7821,1207,8611,7454,1157,27,10395,8856,1539,10171,8633,1538,34,40963,34384,6579,40289,33770,6519,19
0,13000,東京都,2,D,07,職別工事業（設備工事業を除く）,14138,104103,84261,19259,76639,62064,14001,8352,19241,14279,4832,8079,5313,2644,3196,20795,16324,4305,14040,11100,2774,1612,21114,17336,3566,16734,13851,2672,461,10974,9331,1618,9145,7781,1339,309,11648,10040,1608,9907,8463,1444,129,8766,7414,1302,7671,6436,1185,61,8198,7012,1186,7773,6640,1133,5,1165,985,180,1145,966,179,4,1311,1050,261,1254,1024,230,1,891,490,401,891,490,401,8
0,13000,東京都,2,D,08,設備工事業,11607,162127,137363,23986,140434,119708,19952,5605,13601,9998,3537,6429,4362,2005,2972,19609,15412,4059,13813,10916,2759,1599,21314,17820,3434,17461,14714,2687,482,11547,9920,1536,10293,8846,1356,419,15906,13973,1886,14668,12874,1747,286,19743,17299,2283,18752,16381,2210,138,18585,16584,2001,17967,15973,1994,28,6867,5577,1075,6732,5443,1074,26,9747,8817,930,9346,8459,887,24,25208,21963,3245,24973,21740,3233,28
0,13000,東京都,1,E,00,製造業,43569,589948,417129,166887,512514,359805,146850,24998,57244,37726,19314,25056,13684,11175,8989,58598,38342,19981,42148,26744,15129,4764,64578,43648,20698,54005,36078,17695,1855,44461,30587,13750,39698,27064,12511,1297,49187,34473,14714,45262,31402,13860,859,58393,41533,16625,55158,38918,16005,353,48207,33980,13939,46401,32432,13688,135,32574,23063,9511,31655,22318,9337,98,37439,26480,10959,35965,25544,10421,111,139267,107297,27396,137166,105621,27029,110
0,13000,東京都,2,E,09,食料品製造業,2228,62277,34364,27801,57880,31381,26387,782,1907,1118,775,978,476,488,539,3546,1970,1565,2696,1392,1293,355,4868,2638,2196,4144,2146,1964,168,4048,2202,1846,3658,1943,1715,149,5587,2844,2743,5200,2583,2617,106,7167,3698,3416,6720,3371,3296,58,8044,4154,3890,7817,3994,3823,26,6552,3465,3087,6475,3392,3083,23,8394,4474,3920,8129,4381,3748,12,12164,7801,4363,12063,7703,4360,10
0,13000,東京都,2,E,10,飲料・たばこ・飼料製造業,220,10249,7436,2803,9843,7124,2709,94,208,146,60,102,65,35,51,353,208,137,264,148,108,23,329,212,117,272,176,96,16,396,245,151,354,216,138,11,443,295,148,412,269,143,7,510,350,160,478,319,159,7,977,804,173,947,774,173,6,1379,1027,352,1378,1026,352,2,809,566,243,799,556,243,2,4845,3583,1262,4837,3575,1262,1
0,13000,東京都,2,E,11,繊維工業,3053,17998,8472,9451,13118,5395,7648,2129,4731,2577,2140,1918,722,1182,569,3640,1643,1975,2608,993,1593,219,2887,1220,1654,2370,917,1440,72,1688,701,961,1451,565,860,29,1100,487,613,1022,431,591,21,1313,524,789,1143,476,667,7,1061,440,621,1041,422,619,1,244,99,145,236,92,144,2,790,414,376,785,410,375,1,544,367,177,544,367,177,3
0,13000,東京都,2,E,12,木材・木製品製造業（家具を除く）,446,2182,1620,559,1536,1125,408,310,647,453,191,280,161,116,85,542,399,143,390,290,100,38,516,385,131,425,323,102,7,160,123,37,132,99,33,4,176,131,45,169,124,45,2,141,129,12,140,128,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,E,13,家具・装備品製造業,1347,8141,5990,2145,5968,4292,1670,970,2128,1560,568,869,549,320,267,1701,1225,470,1150,826,318,62,805,602,203,640,481,159,16,390,279,111,361,255,106,17,650,490,160,572,420,152,8,505,373,132,431,311,120,4,674,449,225,664,445,219,1,208,149,59,203,144,59,1,317,240,77,317,240,77,1,763,623,140,761,621,140,-
0,13000,東京都,2,E,14,パルプ・紙・紙加工品製造業,1537,13068,8564,4376,10461,6672,3668,884,2088,1322,766,915,455,460,319,2073,1308,765,1477,879,598,193,2544,1609,935,2140,1337,803,66,1563,973,590,1378,851,527,43,1610,1056,554,1465,946,519,20,1395,958,437,1350,916,434,7,988,670,190,957,647,189,2,480,383,97,472,375,97,1,327,285,42,307,266,41,-,-,-,-,-,-,-,2
0,13000,東京都,2,E,15,印刷・同関連業,6887,81534,58892,22350,69635,50232,19113,3835,9107,5986,3086,4341,2419,1888,1457,9487,6380,3072,7008,4639,2334,797,10847,7748,3066,9147,6539,2575,304,7296,5280,1987,6576,4769,1779,216,8149,5964,2185,7550,5507,2043,185,12532,9393,3139,11977,8961,3016,45,6274,4464,1650,6098,4304,1634,12,2928,2003,925,2610,1797,813,6,2395,1780,615,2049,1586,463,14,12519,9894,2625,12279,9711,2568,16
0,13000,東京都,2,E,16,化学工業,1078,51193,31372,15089,48656,29378,14604,323,736,471,250,421,236,170,249,1620,1042,542,1144,697,411,159,2211,1375,821,1853,1112,726,101,2470,1621,849,2248,1440,808,79,3099,2044,1055,2860,1848,1012,72,4877,3183,1602,4616,2948,1576,40,5517,3601,1916,5296,3403,1893,20,4780,3221,1559,4659,3120,1539,13,5352,3625,1727,5277,3557,1720,15,20531,11189,4768,20282,11017,4749,7
0,13000,東京都,2,E,17,石油製品・石炭製品製造業,57,5348,4551,797,5195,4406,789,12,24,22,2,17,15,2,16,111,83,28,97,73,24,12,170,132,38,156,120,36,6,143,119,24,124,100,24,3,129,94,35,116,81,35,2,112,96,16,97,81,16,2,224,190,34,198,165,33,1,285,215,70,273,204,69,-,-,-,-,-,-,-,2,4150,3600,550,4117,3567,550,1
0,13000,東京都,2,E,18,プラスチック製品製造業（別掲を除く）,2142,20130,13432,6690,16310,10703,5599,1166,2738,1724,1011,1222,617,602,484,3159,1848,1306,2214,1229,980,280,3703,2248,1455,3105,1834,1271,110,2681,1730,951,2397,1531,866,56,2106,1451,655,1892,1269,623,22,1370,963,407,1279,882,397,14,1794,1400,394,1753,1360,393,2,457,360,97,445,348,97,1,374,327,47,345,327,18,2,1748,1381,367,1658,1306,352,5
0,13000,東京都,2,E,19,ゴム製品製造業,713,11652,8791,2853,10358,7860,2490,403,964,590,366,404,185,211,172,1080,652,428,750,433,317,84,1110,648,462,905,511,394,29,696,457,239,634,412,222,12,444,295,149,407,266,141,5,374,296,78,363,285,78,2,285,233,52,277,225,52,1,299,299,-,299,299,-,2,668,548,120,658,539,119,3,5732,4773,959,5661,4705,956,-
0,13000,東京都,2,E,20,なめし革・同製品・毛皮製造業,1666,8402,5087,3268,5782,3211,2525,1214,2595,1603,976,890,404,471,269,1738,1026,691,1265,683,561,115,1522,877,635,1273,707,556,29,705,473,232,630,408,222,28,1032,653,379,943,577,366,9,596,336,260,575,318,257,2,214,119,95,206,114,92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
