地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13122,葛飾区,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,12891,15309,89510,6522,6567,16495,6369,5542,827,8742,73015,347,323,24,375,1975,2616,2436,180,2846,13495,785,713,72,906,5451,2082,1722,360,3363,30685,201,118,83,386,6975,108,43,65,458,7218,24,7,17,104,2103,4,-,4,59,1936,5,2,3,29,1111,1,-,1,9,646,5447,4913,534,6898,41962,6071,5329,742,8069,60930,6153,5360,793,8399,67189,6163,5362,801,8438,67902
4,13122,葛飾区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,10377,10525,26116,6125,6152,12545,4252,4100,152,4373,13571,259,255,4,261,740,2090,2026,64,2143,6160,564,544,20,581,1854,1138,1084,54,1181,4138,51,49,2,54,205,16,15,1,17,56,2,2,-,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3909,3773,136,4017,12252,4106,3961,145,4225,13111,4120,3975,145,4239,13160,4120,3975,145,4239,13160
4,13122,葛飾区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,1249,1419,10602,295,302,2230,954,814,140,1117,8372,46,40,6,52,389,325,279,46,372,2694,120,106,14,132,1009,381,326,55,439,3532,31,22,9,39,310,10,7,3,15,109,5,3,2,13,45,-,-,-,-,-,1,-,1,18,12,-,-,-,-,-,813,705,108,923,7078,910,777,133,1046,8004,917,782,135,1061,8079,918,783,135,1062,8088
4,13122,葛飾区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,660,888,10443,87,96,1291,573,408,165,792,9152,26,20,6,34,367,128,94,34,177,1997,67,50,17,93,1080,282,196,86,392,4546,35,19,16,55,600,13,8,5,19,234,3,2,1,3,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,430,305,125,600,6834,541,381,160,756,8651,553,388,165,772,8861,554,389,165,773,8878
4,13122,葛飾区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,241,445,6383,13,15,348,228,116,112,430,6035,11,6,5,20,291,46,28,18,88,1198,12,5,7,24,296,114,56,58,204,3027,28,15,13,52,767,11,4,7,29,303,1,-,1,4,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,144,75,69,268,3772,218,113,105,411,5766,222,114,108,417,5882,223,114,109,421,5912
4,13122,葛飾区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,176,382,7076,2,2,81,174,61,113,380,6995,5,2,3,8,188,20,7,13,45,746,12,5,7,25,468,92,34,58,196,3748,20,6,14,42,823,20,6,14,55,819,2,-,2,5,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94,39,55,196,3626,156,57,99,333,6248,169,60,109,371,6792,171,60,111,376,6873
4,13122,葛飾区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,104,361,7654,-,-,-,104,21,83,361,7654,-,-,-,-,-,5,-,5,19,394,9,3,6,41,564,43,12,31,145,3350,23,4,19,62,1640,17,1,16,64,1196,4,-,4,24,297,-,-,-,-,-,2,1,1,5,156,-,-,-,-,-,43,11,32,155,3136,85,20,65,282,6238,98,20,78,337,7227,101,20,81,355,7441
4,13122,葛飾区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,71,432,11706,-,-,-,71,20,51,432,11706,-,-,-,-,-,2,2,-,2,306,1,-,1,10,180,29,14,15,120,4629,12,2,10,81,2024,16,2,14,157,2699,6,-,6,29,1087,3,-,3,25,356,1,-,1,5,264,-,-,-,-,-,12,5,7,62,1930,49,19,30,301,7962,64,20,44,389,10563,66,20,46,399,10925
4,13122,葛飾区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,11,160,4975,-,-,-,11,2,9,160,4975,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,23,740,1,1,-,1,606,5,-,5,102,1802,1,-,1,24,502,-,-,-,-,-,1,1,-,1,679,1,-,1,9,646,1,-,1,14,359,5,1,4,52,1975,9,1,8,150,3650,9,1,8,150,3650
4,13122,葛飾区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,1,34,1580,-,-,-,1,-,1,34,1580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,34,1580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,1,663,2975,-,-,-,1,-,1,663,2975,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,663,2975,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,663,2975,1,-,1,663,2975,1,-,1,663,2975,1,-,1,663,2975
