地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13113,渋谷区,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,18849,51898,887446,5197,5246,20153,13652,10760,2892,46652,867293,749,644,105,889,5510,2619,2342,277,3078,18656,1137,978,159,1473,10884,4944,3952,992,9010,111018,698,425,273,2315,40036,724,328,396,6678,113485,402,181,221,7840,133479,187,70,117,3058,74030,116,24,92,4088,87816,62,8,54,5929,250469,8268,7056,1212,12009,104261,10419,8472,1947,19173,220919,11097,8767,2330,29777,399354,11294,8858,2436,31664,443256
4,13113,渋谷区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,11061,11269,32601,4310,4328,11000,6751,6380,371,6941,21601,534,498,36,544,1454,1803,1723,80,1834,5484,692,653,39,703,2229,2324,2181,143,2409,7996,165,147,18,193,572,133,123,10,145,493,63,56,7,71,227,14,14,-,14,58,1,1,-,1,3,-,-,-,-,-,4952,4679,273,5073,15649,5567,5247,320,5739,17914,5691,5362,329,5872,18359,5714,5381,333,5899,18455
4,13113,渋谷区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,3272,3524,25778,661,679,4946,2611,2270,341,2845,20832,113,96,17,129,850,471,417,54,512,3705,245,202,43,266,1924,1057,903,154,1165,8552,120,107,13,130,1295,70,57,13,77,572,22,19,3,25,203,7,6,1,8,59,1,1,-,1,11,1,1,-,1,10,1648,1419,229,1803,13078,2036,1751,285,2234,16579,2086,1790,296,2292,16985,2100,1803,297,2306,17120
4,13113,渋谷区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,1798,2395,27764,184,194,2633,1614,1144,470,2201,25131,68,39,29,95,1000,215,151,64,307,3134,114,85,29,167,1717,693,493,200,956,10972,103,67,36,157,1786,99,59,40,137,1673,47,31,16,75,861,11,8,3,14,175,2,1,1,2,45,-,-,-,-,-,896,637,259,1264,13764,1238,861,377,1742,19385,1316,910,406,1863,20781,1339,925,414,1894,21143
4,13113,渋谷区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,721,1269,19369,26,27,656,695,406,289,1242,18713,11,6,5,19,264,54,27,27,100,1423,37,20,17,65,1042,289,172,117,571,7771,75,39,36,129,2275,69,22,47,140,1840,27,18,9,47,714,19,15,4,22,522,4,3,1,8,101,-,-,-,-,-,276,152,124,538,7341,490,274,216,927,13394,549,296,253,1050,14988,565,306,259,1075,15424
4,13113,渋谷区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,622,1575,32366,14,16,503,608,284,324,1559,31863,12,5,7,30,455,43,17,26,135,1703,29,13,16,53,1149,222,99,123,604,15868,76,34,42,212,3109,90,30,60,294,4116,45,21,24,96,1818,14,8,6,30,638,7,6,1,8,313,1,-,1,2,48,226,96,130,627,9095,414,179,235,1158,23860,499,209,290,1393,27484,519,221,298,1426,28287
4,13113,渋谷区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,560,2459,43748,1,1,72,559,183,376,2458,43676,6,-,6,14,365,23,4,19,120,1582,14,5,9,59,969,213,74,139,942,16911,72,24,48,248,5286,102,27,75,605,8195,60,21,39,255,5156,26,8,18,76,2064,12,4,8,30,956,1,1,-,1,82,165,56,109,767,12092,364,118,246,1524,28308,456,142,314,2103,35753,495,156,339,2262,38870
4,13113,渋谷区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,444,4445,81819,-,-,-,444,78,366,4445,81819,4,-,4,46,781,10,3,7,70,1625,4,-,4,49,605,116,27,89,1291,20422,59,6,53,593,10628,92,9,83,1198,17765,68,12,56,616,12496,45,10,35,334,8210,27,7,20,152,5790,5,2,3,21,1089,83,14,69,1014,14739,222,37,185,2716,40549,323,51,272,3588,58677,356,58,298,3882,64872
4,13113,渋谷区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,242,7388,141509,1,1,343,241,14,227,7387,141166,1,-,1,12,341,-,-,-,-,-,2,-,2,111,1249,25,3,22,767,14359,26,1,25,630,12524,48,1,47,1559,24502,40,3,37,1617,25801,35,1,34,1273,22514,44,1,43,1018,26709,17,3,14,374,11686,18,3,15,705,11486,75,5,70,2214,39149,130,7,123,4400,72874,145,8,137,4807,81257
4,13113,渋谷区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,66,4335,96309,-,-,-,66,-,66,4335,96309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,236,5702,2,-,2,23,2561,13,-,13,694,19179,17,-,17,1919,23385,9,-,9,377,12721,8,-,8,831,12811,13,-,13,255,19950,3,-,3,149,4552,11,-,11,511,16205,28,-,28,2295,39998,38,-,38,2967,53944
4,13113,渋谷区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,40,4416,125271,-,-,-,40,1,39,4416,125271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,69,2465,-,-,-,-,-,5,-,5,920,16703,9,-,9,434,25114,5,-,5,604,12471,8,-,8,1476,25735,12,1,11,913,42783,1,-,1,69,2465,2,-,2,408,5576,12,-,12,1327,37304,16,-,16,1552,47733
4,13113,渋谷区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,11,5000人以上,23,8823,260912,-,-,-,23,-,23,8823,260912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,909,18447,4,-,4,2685,37704,2,-,2,306,14598,2,-,2,561,15342,12,-,12,4362,174821,-,-,-,-,-,-,-,-,-,-,7,-,7,3594,56151,7,-,7,3594,56151
4,13113,渋谷区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,12,（再掲）5人以下,12180,12454,39909,4570,4592,12618,7610,7142,468,7862,27291,576,535,41,589,1703,1961,1861,100,2005,6492,773,716,57,795,2743,2649,2472,177,2756,10116,200,181,19,228,1076,158,145,13,172,662,69,62,7,77,265,17,16,1,18,75,1,1,-,1,3,-,-,-,-,-,5482,5141,341,5645,19022,6222,5823,399,6444,22401,6359,5949,410,6591,22935,6387,5973,414,6623,23062
