地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13209,町田市,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,7417,8921,60276,3321,3344,10822,4096,3559,537,5577,49454,296,271,25,327,1752,1853,1702,151,2062,11365,368,315,53,452,3521,1265,1047,218,1872,17342,117,83,34,496,6255,62,37,25,131,3734,27,14,13,93,2463,5,2,3,16,726,4,-,4,16,1510,1,1,-,1,50,3597,3207,390,4359,29020,3912,3424,488,5255,41314,3975,3462,513,5399,45876,3988,3469,519,5433,46432
4,13209,町田市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,5645,5745,14619,2904,2912,6251,2741,2616,125,2833,8368,226,215,11,233,584,1462,1403,59,1507,4183,232,222,10,240,780,705,667,38,732,2441,38,36,2,40,146,16,13,3,18,63,6,6,-,6,23,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,2568,2454,114,2651,7747,2668,2547,121,2758,8159,2682,2559,123,2773,8209,2685,2562,123,2776,8220
4,13209,町田市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,877,965,7433,269,275,2077,608,523,85,690,5356,30,27,3,31,235,209,179,30,236,1793,69,58,11,84,590,255,220,35,291,2357,15,12,3,17,142,8,8,-,8,78,2,2,-,2,16,1,1,-,1,5,-,-,-,-,-,-,-,-,-,-,514,447,67,581,4524,580,498,82,661,5139,588,506,82,669,5211,588,506,82,669,5211
4,13209,町田市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,458,587,6987,116,124,1623,342,249,93,463,5364,23,19,4,31,338,101,80,21,131,1543,33,23,10,49,534,134,89,45,191,2136,19,15,4,24,323,8,5,3,10,138,6,4,2,7,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,260,190,70,354,3970,310,226,84,426,4874,321,233,88,440,5052,324,235,89,443,5088
4,13209,町田市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,177,281,4631,25,26,622,152,96,56,255,4009,12,10,2,13,287,40,24,16,65,1040,13,5,8,29,348,61,40,21,112,1657,13,8,5,17,346,8,5,3,13,212,1,-,1,2,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113,70,43,197,2978,140,87,53,239,3699,147,92,55,249,3890,148,92,56,251,3917
4,13209,町田市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,128,309,5324,7,7,249,121,49,72,302,5075,2,-,2,8,78,24,12,12,50,1178,12,7,5,26,466,59,21,38,154,2355,10,6,4,24,406,7,3,4,12,314,4,-,4,15,148,-,-,-,-,-,1,-,1,2,48,-,-,-,-,-,83,34,49,202,3551,108,46,62,265,4536,116,49,67,278,4864,118,49,69,289,4945
4,13209,町田市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,66,197,4970,-,-,-,66,21,45,197,4970,3,-,3,11,230,11,3,8,45,779,6,-,6,14,375,28,8,20,89,2238,9,4,5,17,747,4,3,1,6,248,3,2,1,11,250,1,-,1,3,53,-,-,-,-,-,1,1,-,1,50,35,9,26,115,2509,57,15,42,176,4369,61,18,43,182,4617,64,20,44,193,4867
4,13209,町田市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,55,474,9396,-,-,-,55,5,50,474,9396,-,-,-,-,-,6,1,5,28,849,3,-,3,10,428,22,2,20,268,3755,11,2,9,118,2022,9,-,9,35,1508,2,-,2,7,400,1,-,1,6,238,1,-,1,2,196,-,-,-,-,-,24,3,21,259,3741,45,5,40,436,7557,52,5,47,462,8811,53,5,48,466,8962
4,13209,町田市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,10,346,5524,-,-,-,10,-,10,346,5524,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,35,403,1,-,1,222,731,2,-,2,29,1173,3,-,3,43,1523,1,-,1,5,428,2,-,2,12,1266,-,-,-,-,-,-,-,-,-,-,3,-,3,277,1589,7,-,7,329,3830,7,-,7,329,3830
4,13209,町田市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,1,17,1392,-,-,-,1,-,1,17,1392,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,17,1392,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,17,1392,1,-,1,17,1392,1,-,1,17,1392
4,13209,町田市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,11,5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
