地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13220,東大和市,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,1791,2123,16031,889,893,2772,902,792,110,1230,13259,64,57,7,70,407,402,381,21,425,2014,114,102,12,141,1052,249,202,47,331,3673,19,12,7,52,1106,20,10,10,155,4166,4,2,2,10,264,1,-,1,11,70,2,-,2,5,243,-,-,-,-,-,783,704,79,907,5588,857,758,99,1122,11331,872,766,106,1184,12682,873,766,107,1195,12752
4,13220,東大和市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,1420,1435,3598,804,807,1711,616,595,21,628,1887,48,45,3,49,145,315,307,8,319,902,77,73,4,80,263,146,140,6,150,488,6,6,-,6,16,6,6,-,6,23,1,1,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,565,544,21,577,1714,595,574,21,607,1826,599,578,21,611,1840,599,578,21,611,1840
4,13220,東大和市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,190,204,1556,59,60,450,131,115,16,144,1106,10,9,1,10,84,53,50,3,56,433,16,14,2,17,144,43,35,8,50,363,4,2,2,6,38,1,1,-,1,8,1,1,-,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,112,98,14,123,935,126,110,16,139,1062,128,112,16,141,1081,128,112,16,141,1081
4,13220,東大和市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,92,115,1425,15,15,230,77,59,18,100,1195,3,3,-,3,49,24,19,5,30,339,13,11,2,20,222,28,18,10,37,443,2,1,1,3,33,2,2,-,2,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,46,15,81,934,70,52,18,93,1086,72,54,18,95,1123,72,54,18,95,1123
4,13220,東大和市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,31,55,832,7,7,170,24,11,13,48,662,2,-,2,5,52,6,4,2,10,152,3,1,2,6,76,9,3,6,22,233,2,2,-,2,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,26,-,-,-,-,-,20,8,12,43,513,22,10,12,45,562,22,10,12,45,562,22,10,12,45,562
4,13220,東大和市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,24,56,958,3,3,119,21,10,11,53,839,-,-,-,-,-,2,-,2,5,72,4,3,1,4,157,10,5,5,21,397,1,1,-,1,36,3,1,2,18,131,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,6,7,27,504,19,10,9,46,744,20,10,10,49,793,20,10,10,49,793
4,13220,東大和市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,16,57,1095,1,1,92,15,2,13,56,1003,1,-,1,3,77,2,1,1,5,116,-,-,-,-,-,8,1,7,25,523,1,-,1,2,56,2,-,2,10,161,-,-,-,-,-,1,-,1,11,70,-,-,-,-,-,-,-,-,-,-,9,2,7,27,563,13,2,11,43,876,14,2,12,45,933,15,2,13,56,1003
4,13220,東大和市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,13,109,2094,-,-,-,13,-,13,109,2094,-,-,-,-,-,-,-,-,-,-,1,-,1,14,190,4,-,4,23,524,2,-,2,16,339,3,-,3,45,574,2,-,2,8,250,-,-,-,-,-,1,-,1,3,217,-,-,-,-,-,3,-,3,29,425,9,-,9,93,1436,12,-,12,106,1877,12,-,12,106,1877
4,13220,東大和市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,4,55,1975,-,-,-,4,-,4,55,1975,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,702,1,-,1,16,539,2,-,2,36,734,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,19,1241,4,-,4,55,1975,4,-,4,55,1975
4,13220,東大和市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,1,37,2498,-,-,-,1,-,1,37,2498,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,37,2498,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,37,2498,1,-,1,37,2498,1,-,1,37,2498
4,13220,東大和市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,11,5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
