地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,総数／事業所数（事業所）,総数／従業者数（人）,開設時期／昭和59年以前／事業所数（事業所）,開設時期／昭和59年以前／従業者数（人）,開設時期／昭和60年～平成６年／事業所数（事業所）,開設時期／昭和60年～平成６年／従業者数（人）,開設時期／平成７年～平成16年／事業所数（事業所）,開設時期／平成７年～平成16年／従業者数（人）,開設時期／平成17年／事業所数（事業所）,開設時期／平成17年／従業者数（人）,開設時期／平成18年／事業所数（事業所）,開設時期／平成18年／従業者数（人）,開設時期／平成19年／事業所数（事業所）,開設時期／平成19年／従業者数（人）,開設時期／平成20年／事業所数（事業所）,開設時期／平成20年／従業者数（人）,開設時期／平成21年／事業所数（事業所）,開設時期／平成21年／従業者数（人）,開設時期／平成22年／事業所数（事業所）,開設時期／平成22年／従業者数（人）,開設時期／平成23年／事業所数（事業所）,開設時期／平成23年／従業者数（人）,開設時期／平成24年／事業所数（事業所）,開設時期／平成24年／従業者数（人）,開設時期／平成25年／事業所数（事業所）,開設時期／平成25年／従業者数（人）,開設時期／平成26年／事業所数（事業所）,開設時期／平成26年／従業者数（人）,開設時期／平成27年／事業所数（事業所）,開設時期／平成27年／従業者数（人）,開設時期／平成28年／事業所数（事業所）,開設時期／平成28年／従業者数（人）,開設時期／不詳／事業所数（事業所）,開設時期／不詳／従業者数（人）
0,13000,東京都,0,A～R,00,全産業（Ｓ公務を除く）,621671,9005511,182716,2421703,86699,977475,128689,2015434,16668,273758,17346,274978,16637,297821,15960,233067,16384,281317,18636,312943,20951,339256,20230,330459,19029,335955,18131,296285,14033,229540,6868,110646,22694,274874
0,13000,東京都,1,A,00,農業，林業,455,3573,130,1022,97,718,101,993,15,111,12,115,7,29,9,37,9,111,15,100,11,69,15,77,7,48,7,40,6,30,2,23,12,50
0,13000,東京都,2,A,01,農業,423,3323,120,982,95,700,96,961,14,71,9,76,5,20,9,37,8,108,12,70,10,54,13,62,7,48,6,32,5,29,2,23,12,50
0,13000,東京都,2,A,02,林業,32,250,10,40,2,18,5,32,1,40,3,39,2,9,-,-,1,3,3,30,1,15,2,15,-,-,1,8,1,1,-,-,-,-
0,13000,東京都,1,B,00,漁業,10,80,2,8,1,4,4,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,15,-,-,-,-,1,21
0,13000,東京都,2,B,03,漁業（水産養殖業を除く）,6,59,-,-,-,-,3,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,15,-,-,-,-,1,21
0,13000,東京都,2,B,04,水産養殖業,4,21,2,8,1,4,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,1,C,00,鉱業，採石業，砂利採取業,78,1846,22,400,4,7,4,4,1,104,2,30,2,19,24,852,2,1,7,27,2,1,1,1,1,21,1,34,2,281,-,-,3,64
0,13000,東京都,2,C,05,鉱業，採石業，砂利採取業,78,1846,22,400,4,7,4,4,1,104,2,30,2,19,24,852,2,1,7,27,2,1,1,1,1,21,1,34,2,281,-,-,3,64
0,13000,東京都,1,D,00,建設業,40014,456848,14943,160761,8108,63805,7777,85886,929,12644,927,10503,693,13762,661,8264,689,9951,758,17062,806,13376,764,12985,702,13841,654,13170,586,10123,254,4421,763,6294
0,13000,東京都,2,D,06,総合工事業,14256,190490,5379,71179,2631,19755,2673,33747,342,6224,345,4630,256,7203,243,2644,271,3972,288,9179,312,4548,300,6271,275,6612,269,4060,238,5833,117,2115,317,2518
0,13000,東京都,2,D,07,職別工事業（設備工事業を除く）,14138,104103,5224,35012,3034,21626,2875,20707,304,2539,343,2347,248,2320,220,1592,223,2221,249,2364,246,2321,246,2428,221,2065,202,2207,181,1849,62,707,260,1798
0,13000,東京都,2,D,08,設備工事業,11607,162127,4334,54524,2439,22405,2227,31430,283,3881,239,3526,189,4239,198,4028,195,3758,221,5519,248,6507,218,4286,206,5164,183,6903,167,2441,75,1599,185,1917
0,13000,東京都,1,E,00,製造業,43569,589948,24817,316600,6389,55830,5500,77445,598,10667,590,13593,495,9393,543,8209,548,14717,529,9453,684,15727,596,16630,557,15552,435,7463,381,5619,191,4939,716,8111
0,13000,東京都,2,E,09,食料品製造業,2228,62277,1204,27897,241,5557,307,13314,34,1168,38,521,45,1008,30,756,32,768,39,2101,31,4651,44,1325,33,801,36,628,44,881,13,119,57,782
0,13000,東京都,2,E,10,飲料・たばこ・飼料製造業,220,10249,101,1664,22,739,34,3530,2,3,4,26,2,60,5,125,6,265,5,268,7,78,5,37,7,3017,6,54,6,118,-,-,8,265
0,13000,東京都,2,E,11,繊維工業,3053,17998,1723,8701,407,2098,379,2633,43,210,36,244,36,911,25,116,49,462,48,261,56,337,53,231,29,334,42,484,51,389,18,257,58,330
0,13000,東京都,2,E,12,木材・木製品製造業（家具を除く）,446,2182,305,1346,49,212,40,216,6,43,4,16,3,41,6,71,3,15,2,6,9,83,6,20,6,86,2,5,-,-,1,13,4,9
0,13000,東京都,2,E,13,家具・装備品製造業,1347,8141,855,5247,182,830,152,937,18,99,10,90,11,40,13,62,17,64,16,230,16,53,11,67,12,49,12,89,5,216,2,10,15,58
0,13000,東京都,2,E,14,パルプ・紙・紙加工品製造業,1537,13068,1067,9395,168,962,135,1136,23,264,12,160,9,41,17,73,18,278,13,152,15,133,12,63,16,117,7,46,11,116,2,27,12,105
0,13000,東京都,2,E,15,印刷・同関連業,6887,81534,3514,41141,1163,10206,1054,11544,108,1320,102,995,84,1012,96,1383,88,3531,87,693,125,1199,91,2563,93,1730,56,1217,52,452,31,238,143,2310
0,13000,東京都,2,E,16,化学工業,1078,51193,457,22770,88,2201,166,5213,32,1641,30,5264,17,1273,30,1420,26,1607,27,1073,33,1233,36,4517,36,903,31,816,15,485,11,235,43,542
0,13000,東京都,2,E,17,石油製品・石炭製品製造業,57,5348,26,4675,2,12,10,204,4,294,-,-,2,25,1,21,-,-,1,1,-,-,1,-,3,76,3,22,-,-,-,-,4,18
