地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,事業所数（事業所）,事業従業者数（人）,付加価値額（百万円）
0,13000,東京都,1,A,00,農業，林業,397,3370,12445
0,13000,東京都,2,A,01,農業,366,3105,11451
0,13000,東京都,2,A,02,林業,31,265,993
0,13000,東京都,1,B,00,漁業,8,63,171
0,13000,東京都,2,B,03,漁業（水産養殖業を除く）,4,39,X
0,13000,東京都,2,B,04,水産養殖業,4,24,X
0,13000,東京都,1,C,00,鉱業，採石業，砂利採取業,70,2102,471193
0,13000,東京都,2,C,05,鉱業，採石業，砂利採取業,70,2102,471193
0,13000,東京都,1,D,00,建設業,35920,441715,3643536
0,13000,東京都,2,D,06,総合工事業,12937,188120,1994096
0,13000,東京都,2,D,07,職別工事業（設備工事業を除く）,12471,94115,535844
0,13000,東京都,2,D,08,設備工事業,10500,159356,1111888
0,13000,東京都,1,E,00,製造業,39302,550863,4229575
0,13000,東京都,2,E,09,食料品製造業,1944,57894,298212
0,13000,東京都,2,E,10,飲料・たばこ・飼料製造業,196,7867,85025
0,13000,東京都,2,E,11,繊維工業,2681,15448,78037
0,13000,東京都,2,E,12,木材・木製品製造業（家具を除く）,398,2001,10307
0,13000,東京都,2,E,13,家具・装備品製造業,1239,8100,44841
0,13000,東京都,2,E,14,パルプ・紙・紙加工品製造業,1424,11955,61036
0,13000,東京都,2,E,15,印刷・同関連業,6183,76437,421305
0,13000,東京都,2,E,16,化学工業,954,46988,861792
0,13000,東京都,2,E,17,石油製品・石炭製品製造業,53,2873,2451
0,13000,東京都,2,E,18,プラスチック製品製造業（別掲を除く）,1969,18401,118184
0,13000,東京都,2,E,19,ゴム製品製造業,662,10437,133190
0,13000,東京都,2,E,20,なめし革・同製品・毛皮製造業,1518,7620,30343
0,13000,東京都,2,E,21,窯業・土石製品製造業,667,10130,97489
0,13000,東京都,2,E,22,鉄鋼業,455,7297,59424
0,13000,東京都,2,E,23,非鉄金属製造業,530,6530,74800
0,13000,東京都,2,E,24,金属製品製造業,5117,37410,207113
0,13000,東京都,2,E,25,はん用機械器具製造業,1232,17687,132339
0,13000,東京都,2,E,26,生産用機械器具製造業,3139,32203,242819
0,13000,東京都,2,E,27,業務用機械器具製造業,1699,30260,267546
0,13000,東京都,2,E,28,電子部品・デバイス・電子回路製造業,923,18192,118773
0,13000,東京都,2,E,29,電気機械器具製造業,1755,40781,228498
0,13000,東京都,2,E,30,情報通信機械器具製造業,448,19572,168452
0,13000,東京都,2,E,31,輸送用機械器具製造業,897,39942,332005
0,13000,東京都,2,E,32,その他の製造業,3180,24149,151079
0,13000,東京都,1,F,00,電気・ガス・熱供給・水道業,368,20962,380931
0,13000,東京都,2,F,33,電気業,113,8652,135713
0,13000,東京都,2,F,34,ガス業,30,7031,203346
0,13000,東京都,2,F,35,熱供給業,85,1155,22001
