地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13105,文京区,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,9195,16086,216536,3383,3413,9692,5812,4717,1095,12673,206844,337,307,30,373,1982,1488,1373,115,1625,7832,487,432,55,542,3337,2467,2067,400,3890,39620,353,200,153,1016,18098,272,108,164,1444,29254,121,38,83,1465,38294,57,14,43,419,13055,28,4,24,694,18339,18,2,16,1008,36108,4176,3729,447,5349,37862,5226,4421,805,7844,79998,5481,4510,971,9883,124535,5529,4525,1004,10393,139699
4,13105,文京区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,6565,6681,17499,3079,3092,6733,3486,3326,160,3589,10766,266,254,12,271,733,1170,1121,49,1197,3237,357,335,22,369,1121,1395,1338,57,1436,4683,94,87,7,100,397,45,42,3,48,157,21,17,4,24,66,3,2,1,8,20,1,1,-,1,6,-,-,-,-,-,2948,2821,127,3023,8905,3301,3152,149,3395,10234,3338,3186,152,3433,10361,3348,3194,154,3445,10394
4,13105,文京区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,1161,1298,9526,238,241,1835,923,782,141,1057,7691,43,34,9,54,389,195,165,30,221,1551,77,63,14,89,603,492,422,70,563,4196,54,47,7,63,476,25,18,7,29,214,4,4,-,4,27,3,3,-,3,29,-,-,-,-,-,-,-,-,-,-,687,582,105,793,5681,869,736,133,999,7282,889,752,137,1022,7447,890,753,137,1023,7456
4,13105,文京区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,549,746,8641,55,61,781,494,348,146,685,7860,10,9,1,12,137,80,68,12,106,1243,32,22,10,42,466,256,175,81,357,4105,58,34,24,95,969,27,19,8,33,481,6,4,2,9,93,7,1,6,12,115,-,-,-,-,-,1,1,-,1,12,287,207,80,399,4493,448,318,130,625,7126,468,330,138,653,7477,469,331,138,654,7494
4,13105,文京区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,239,435,6336,7,14,184,232,124,108,421,6152,10,8,2,12,248,23,11,12,50,586,8,7,1,11,207,115,62,53,203,3055,44,16,28,99,1200,22,14,8,31,575,7,4,3,11,215,1,-,1,2,18,-,-,-,-,-,-,-,-,-,-,109,63,46,188,2849,210,109,101,390,5560,225,118,107,413,5950,229,122,107,417,6086
4,13105,文京区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,206,512,8697,4,5,159,202,78,124,507,8538,4,1,3,14,188,9,4,5,20,336,6,2,4,13,324,104,48,56,221,4269,30,8,22,94,1222,37,9,28,121,1516,5,1,4,14,397,4,3,1,6,156,3,2,1,4,130,-,-,-,-,-,71,37,34,150,3038,165,65,100,404,6839,194,73,121,494,8221,196,73,123,500,8301
4,13105,文京区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,217,836,15739,-,-,-,217,39,178,836,15739,4,1,3,10,287,10,3,7,30,651,6,3,3,15,412,70,17,53,247,5016,41,5,36,171,3020,48,2,46,192,3545,24,5,19,108,1841,10,3,7,42,700,3,-,3,10,181,-,-,-,-,-,55,17,38,185,3862,144,30,114,531,10379,195,36,159,713,14143,203,36,167,773,14772
4,13105,文京区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,147,1142,25678,-,-,-,147,16,131,1142,25678,-,-,-,-,-,1,1,-,1,228,1,-,1,3,204,26,4,22,183,4576,23,3,20,243,3738,42,4,38,312,7440,25,2,23,168,4157,19,1,18,138,3321,9,1,8,89,1778,1,-,1,5,236,14,2,12,127,2296,63,10,53,536,11176,107,13,94,829,18273,120,14,106,941,20666
4,13105,文京区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,72,1649,38385,-,-,-,72,3,69,1649,38385,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,1,5,286,3179,5,-,5,109,2367,24,-,24,660,12553,19,1,18,399,10231,8,1,7,80,4472,6,-,6,63,3265,4,-,4,52,2318,3,-,3,279,1836,18,1,17,522,8804,50,2,48,1370,26595,55,2,53,1458,29240
4,13105,文京区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,19,722,25470,-,-,-,19,1,18,722,25470,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,189,1639,4,-,4,42,4709,2,-,2,18,2773,5,-,5,173,6358,1,-,1,51,989,2,-,2,143,3197,4,1,3,106,5805,-,-,-,-,-,6,-,6,237,7696,11,-,11,392,14060,12,-,12,422,15479
4,13105,文京区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,18,1934,51757,-,-,-,18,-,18,1934,51757,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,205,4902,-,-,-,-,-,-,-,-,-,-,5,-,5,555,14909,1,-,1,77,3235,4,-,4,384,9782,6,-,6,713,18929,2,-,2,205,4902,2,-,2,205,4902,4,-,4,564,12008,7,-,7,760,19811
