地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13109,品川区,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,13376,31272,637532,5408,5446,14759,7968,6055,1913,25826,622773,364,321,43,396,2561,2142,1989,153,2397,12013,677,596,81,841,5838,2858,2261,597,4454,51135,423,227,196,1549,25586,483,202,281,3645,80168,278,88,190,3077,74430,209,36,173,2995,93423,94,10,84,2075,76334,83,8,75,3984,197345,5347,4697,650,6714,49092,6647,5485,1162,11372,137361,7108,5652,1456,15355,230690,7249,5688,1561,16633,260490
4,13109,品川区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,9362,9505,24050,4951,4972,10341,4411,4226,185,4533,13709,263,248,15,266,707,1715,1669,46,1747,4834,470,446,24,490,1489,1496,1432,64,1537,5220,108,102,6,110,364,103,92,11,114,373,36,31,5,39,107,5,3,2,7,15,1,-,1,2,3,3,2,1,7,6,3715,3579,136,3804,11389,4102,3945,157,4208,12803,4181,4011,170,4293,13053,4191,4020,171,4303,13094
4,13109,品川区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,1437,1630,11914,352,363,2701,1085,911,174,1267,9213,46,37,9,50,352,253,215,38,295,2127,116,99,17,139,939,486,399,87,565,4259,54,46,8,69,474,37,33,4,40,314,11,9,2,13,99,7,6,1,9,54,3,3,-,3,34,2,-,2,4,45,779,654,125,905,6604,972,811,161,1136,8301,997,833,164,1164,8509,1005,840,165,1173,8576
4,13109,品川区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,877,1234,14740,91,93,1339,786,522,264,1141,13401,39,28,11,48,605,119,81,38,173,2074,49,39,10,64,776,405,262,143,597,6654,54,28,26,85,1199,47,28,19,77,841,24,16,8,37,403,6,4,2,9,125,2,2,-,2,30,1,1,-,1,26,466,321,145,653,7559,684,451,233,993,11631,724,474,250,1064,12342,737,482,255,1081,12552
4,13109,品川区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,329,600,9894,11,13,271,318,144,174,587,9623,7,6,1,7,186,18,9,9,29,484,15,5,10,34,416,155,73,82,288,4328,42,19,23,78,1137,35,13,22,70,1830,17,4,13,33,457,10,4,6,17,260,3,2,1,7,92,1,1,-,1,48,144,68,76,268,3869,251,114,137,470,7839,281,128,153,524,8625,289,129,160,539,8838
4,13109,品川区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,360,966,14951,3,5,107,357,128,229,961,14844,4,1,3,13,161,21,9,12,67,833,12,3,9,33,477,147,60,87,368,6118,61,11,50,197,2528,62,24,38,151,2544,19,5,14,65,818,16,4,12,43,660,3,1,2,6,152,4,2,2,10,169,115,43,72,318,4601,266,92,174,731,11007,314,110,204,857,12945,328,113,215,900,13560
4,13109,品川区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,335,1272,25225,-,-,-,335,70,265,1272,25225,2,-,2,7,121,11,5,6,35,803,11,4,7,25,747,91,24,67,319,6870,52,12,40,178,3846,79,7,72,383,5991,47,12,35,173,3600,25,4,21,105,1850,5,-,5,17,427,5,-,5,17,452,80,24,56,258,5842,192,48,144,681,14265,271,59,212,1032,20149,298,65,233,1142,22319
4,13109,品川区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,373,3058,66448,-,-,-,373,50,323,3058,66448,3,1,2,5,429,5,1,4,51,858,3,-,3,34,452,64,11,53,622,9860,36,9,27,269,6357,74,5,69,609,12937,80,10,70,555,13982,75,10,65,634,14757,21,1,20,218,4532,6,1,5,34,1406,42,8,34,433,6495,131,24,107,1173,21496,233,36,197,1907,39765,271,38,233,2198,46096
4,13109,品川区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,199,4047,110165,-,-,-,199,2,197,4047,110165,-,-,-,-,-,-,-,-,-,-,1,-,1,22,542,13,-,13,136,6804,15,-,15,523,8187,34,-,34,836,18327,29,-,29,505,15404,45,1,44,1036,26537,38,-,38,668,20688,24,1,23,321,13676,6,-,6,75,2733,39,-,39,1054,21295,82,-,82,1865,44808,99,-,99,2134,52831
4,13109,品川区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,49,2103,69574,-,-,-,49,2,47,2103,69574,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,22,1022,1,-,1,40,1494,6,-,6,221,8196,9,1,8,534,11634,14,-,14,718,20162,8,1,7,268,11249,10,-,10,300,15817,-,-,-,-,-,6,-,6,164,7735,15,1,14,517,19744,19,1,18,896,25883
4,13109,品川区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,37,3337,120612,-,-,-,37,-,37,3337,120612,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,607,13235,4,-,4,723,14783,4,-,4,242,12642,8,-,8,536,27327,17,-,17,1229,52625,-,-,-,-,-,2,-,2,225,5409,6,-,6,1195,22027,8,-,8,1330,28018
