地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,3578,4084,29244,1829,1846,5031,1749,1524,225,2238,24213,127,112,15,156,812,739,701,38,770,3406,156,131,25,212,1679,564,472,92,779,9596,44,27,17,74,2344,38,18,20,112,3179,14,6,8,56,2018,1,1,-,1,144,1,1,-,1,52,-,-,-,-,-,1495,1346,149,1742,12143,1637,1447,190,2006,18425,1677,1464,213,2152,22837,1682,1467,215,2159,23034
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,2881,2919,7114,1677,1685,3468,1204,1153,51,1234,3646,90,88,2,91,228,607,590,17,616,1686,109,102,7,115,333,333,313,20,346,1220,10,10,-,10,31,5,5,-,5,13,4,4,-,4,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1103,1059,44,1131,3302,1149,1103,46,1178,3498,1157,1111,46,1186,3518,1158,1112,46,1187,3520
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,340,365,2810,106,108,808,234,201,33,257,2002,18,14,4,20,144,75,66,9,81,594,22,16,6,28,196,93,82,11,101,854,10,8,2,11,89,5,4,1,5,41,1,1,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,195,167,28,217,1661,220,188,32,243,1892,223,190,33,246,1918,224,191,33,247,1926
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,180,234,2722,37,38,501,143,104,39,196,2221,13,7,6,24,199,39,32,7,44,552,11,8,3,15,172,58,46,12,74,949,6,2,4,11,101,10,5,5,22,166,1,1,-,1,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104,77,27,140,1599,128,95,33,175,1992,137,100,37,190,2139,138,101,37,191,2152
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,59,83,1523,7,7,181,52,36,16,76,1342,2,2,-,2,47,13,10,3,16,356,4,3,1,6,99,26,15,11,44,661,5,4,1,6,137,1,1,-,1,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,26,14,62,1030,50,34,16,74,1300,51,35,16,75,1322,51,35,16,75,1322
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,33,90,1366,2,8,73,31,13,18,82,1293,3,1,2,8,121,5,3,2,13,218,4,2,2,14,151,13,7,6,29,554,2,-,2,4,86,2,-,2,10,88,1,-,1,2,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,9,10,55,793,27,13,14,68,1130,30,13,17,80,1254,30,13,17,80,1254
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,44,184,3213,-,-,-,44,6,38,184,3213,1,-,1,11,73,-,-,-,-,-,4,-,4,23,262,24,3,21,91,1804,5,-,5,22,377,6,2,4,16,444,2,-,2,17,136,-,-,-,-,-,1,1,-,1,52,-,-,-,-,-,21,3,18,92,1532,37,5,32,151,2735,41,5,36,178,3026,42,5,37,180,3096
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,32,124,5548,-,-,-,32,11,21,124,5548,-,-,-,-,-,-,-,-,-,-,1,-,1,2,126,14,6,8,54,2378,5,3,2,7,707,8,1,7,47,1591,3,-,3,13,602,1,1,-,1,144,-,-,-,-,-,-,-,-,-,-,12,5,7,36,1886,21,9,12,65,3546,30,10,20,121,5300,31,10,21,123,5404
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,9,85,4948,-,-,-,9,-,9,85,4948,-,-,-,-,-,-,-,-,-,-,1,-,1,9,340,3,-,3,40,1176,1,-,1,3,816,1,-,1,6,814,2,-,2,18,1214,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,9,340,5,-,5,52,2332,8,-,8,76,4360,8,-,8,76,4360
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,11,5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,12,（再掲）5人以下,2991,3032,7856,1713,1721,3689,1278,1222,56,1311,4167,94,92,2,95,250,630,611,19,640,1834,116,108,8,123,397,360,340,20,373,1412,16,14,2,17,77,8,8,-,8,34,4,4,-,4,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1162,1115,47,1192,3713,1218,1167,51,1250,3985,1227,1176,51,1259,4011,1228,1177,51,1260,4013
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,13,（再掲）20人以下,3411,3533,12868,1821,1832,4799,1590,1465,125,1701,8069,121,109,12,135,571,721,688,33,741,2832,144,128,16,160,748,490,445,45,532,3156,26,20,6,32,221,20,14,6,32,220,6,6,-,6,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1409,1308,101,1500,6719,1505,1392,113,1609,7562,1525,1407,118,1635,7755,1528,1410,118,1638,7778
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,14,（再掲）50人以下,3495,3703,15644,1829,1846,5031,1666,1508,158,1857,10613,126,112,14,145,739,739,701,38,770,3406,150,131,19,178,951,524,463,61,605,4295,33,24,9,42,444,23,15,8,43,330,7,6,1,8,66,-,-,-,-,-,1,1,-,1,52,-,-,-,-,-,1462,1338,124,1616,8442,1575,1433,142,1749,9869,1599,1449,150,1788,10208,1602,1452,150,1791,10231
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,15,（再掲）100人以下,3537,3875,18748,1829,1846,5031,1708,1513,195,2029,13717,127,112,15,156,812,739,701,38,770,3406,154,131,23,201,1213,547,466,81,685,6042,38,24,14,64,821,29,17,12,59,774,9,6,3,25,202,-,-,-,-,-,1,1,-,1,52,-,-,-,-,-,1482,1341,141,1697,9917,1611,1438,173,1889,12547,1639,1454,185,1955,13177,1643,1457,186,1960,13270
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,16,（再掲）200人以下,3560,3936,22118,1829,1846,5031,1731,1524,207,2090,17087,127,112,15,156,812,739,701,38,770,3406,155,131,24,203,1339,559,472,87,720,7865,43,27,16,71,1528,32,18,14,73,1240,10,6,4,27,306,1,1,-,1,144,1,1,-,1,52,-,-,-,-,-,1493,1346,147,1729,11509,1629,1447,182,1933,15203,1660,1464,196,2013,16299,1665,1467,198,2020,16496
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,17,（再掲）300人以下,3569,3999,24296,1829,1846,5031,1740,1524,216,2153,19265,127,112,15,156,812,739,701,38,770,3406,155,131,24,203,1339,561,472,89,739,8420,43,27,16,71,1528,37,18,19,106,2365,12,6,6,38,804,1,1,-,1,144,1,1,-,1,52,-,-,-,-,-,1494,1346,148,1733,11803,1632,1447,185,1954,16093,1669,1464,205,2076,18477,1674,1467,207,2083,18674
4,13204,三鷹市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,18,（再掲）900人以下,3578,4084,29244,1829,1846,5031,1749,1524,225,2238,24213,127,112,15,156,812,739,701,38,770,3406,156,131,25,212,1679,564,472,92,779,9596,44,27,17,74,2344,38,18,20,112,3179,14,6,8,56,2018,1,1,-,1,144,1,1,-,1,52,-,-,-,-,-,1495,1346,149,1742,12143,1637,1447,190,2006,18425,1677,1464,213,2152,22837,1682,1467,215,2159,23034
4,13204,三鷹市,1,A,00,000,農業，林業,0,00,全ての規模,13,13,69,-,-,-,13,13,-,13,69,2,2,-,2,9,7,7,-,7,34,-,-,-,-,-,3,3,-,3,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,-,11,50,12,12,-,12,67,12,12,-,12,67,12,12,-,12,67
4,13204,三鷹市,1,A,00,000,農業，林業,1,01,0～4人,11,11,43,-,-,-,11,11,-,11,43,2,2,-,2,9,6,6,-,6,25,-,-,-,-,-,2,2,-,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-,10,41,10,10,-,10,41,10,10,-,10,41,10,10,-,10,41
4,13204,三鷹市,1,A,00,000,農業，林業,1,02,5～9人,1,1,9,-,-,-,1,1,-,1,9,-,-,-,-,-,1,1,-,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,9,1,1,-,1,9,1,1,-,1,9,1,1,-,1,9
4,13204,三鷹市,1,A,00,000,農業，林業,1,03,10～19人,1,1,17,-,-,-,1,1,-,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,17,1,1,-,1,17,1,1,-,1,17
4,13204,三鷹市,1,A,00,000,農業，林業,1,04,20～29人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,A,00,000,農業，林業,1,05,30～49人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,A,00,000,農業，林業,1,06,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,A,00,000,農業，林業,1,07,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,A,00,000,農業，林業,1,08,300～999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,A,00,000,農業，林業,1,09,1000人～1999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
